N	2gram	Bakhtin_Pr	Hudozhes
1	в качестве	1	31
2	то есть	86	26
3	в мире	8	24
4	и в	83	23
5	не только	14	20
6	состоит в	1	20
7	в том	22	20
8	при этом	6	19
9	может быть	23	19
10	в частности	1	18
11	художественной деятельности	1	17
12	и не	41	16
13	но и	16	14
14	а не	19	13
15	но не	9	13
16	а в	4	13
17	в себе	10	13
18	в этом	24	12
19	то же	10	12
20	так и	9	12
21	и его	13	12
22	как бы	27	11
23	точки зрения	17	11
24	в его	15	11
25	эстетическое отношение	1	10
26	по отношению	6	10
27	но в	12	10
28	отношению к	5	10
29	своего рода	7	9
30	в душе	1	9
31	или иной	2	9
32	том что	9	9
33	с другой	4	9
34	не в	10	9
35	не может	18	9
36	себя в	1	8
37	в области	6	8
38	в то	8	8
39	что в	5	7
40	в самом	7	7
41	только в	10	7
42	в своей	5	7
43	в основе	6	7
44	и т.п	42	7
45	же время	8	7
46	в отличие	1	7
47	отличие от	1	7
48	я и	2	7
49	как это	2	7
50	по своей	12	7
51	лишь в	1	7
52	отношение к	14	7
53	другой стороны	3	6
54	более или	3	6
55	уже не	5	6
56	можно сказать	12	6
57	с ее	3	6
58	с его	4	6
59	мы имеем	4	6
60	в ее	3	6
61	а также	4	6
62	или менее	3	6
63	в нем	21	6
64	ни в	4	5
65	в виду	3	5
66	не на	1	5
67	что он	6	5
68	не менее	4	5
69	не является	1	5
70	для того	1	5
71	со стороны	1	5
72	для него	1	5
73	того что	1	5
74	прежде всего	20	5
75	с другими	6	5
76	в их	7	5
77	а на	2	5
78	или иначе	1	5
79	между ними	14	5
80	той или	2	5
81	героя и	3	5
82	и одновременно	6	5
83	самим собой	1	5
84	тем самым	2	5
85	то что	14	5
86	могут быть	5	5
87	место в	3	5
88	слова как	1	5
89	во втором	1	4
90	на смену	1	4
91	так или	1	4
92	например в	8	4
93	в слове	2	4
94	из которого	1	4
95	еще не	10	4
96	в данном	1	4
97	языка в	1	4
98	входит в	1	4
99	в другом	1	4
100	говорить о	2	4
101	и т.д	5	4
102	сказать что	12	4
103	жизни как	4	4
104	в своем	2	4
105	к тому	2	4
106	во времени	1	4
107	или иным	1	4
108	на почве	1	4
109	и то	2	4
110	это не	10	4
111	в отношении	3	4
112	его в	4	4
113	не знает	8	4
114	и как	1	4
115	в этих	8	4
116	так в	1	4
117	в себя	8	4
118	а только	2	4
119	личности в	1	4
120	между тем	2	4
121	речи и	3	4
122	он не	5	4
123	и тем	4	4
124	и что	3	4
125	в форме	6	4
126	далеко не	4	4
127	со своей	2	4
128	и о	3	4
129	искусства но	1	4
130	в силу	1	4
131	хотя и	10	4
132	в той	2	3
133	и к	13	3
134	к действительности	3	3
135	человеческой жизни	3	3
136	и на	27	3
137	в момент	1	3
138	с этой	1	3
139	даже в	3	3
140	о чем	2	3
141	если бы	1	3
142	и сам	1	3
143	есть в	7	3
144	в романе	9	3
145	в жизни	14	3
146	как и	13	3
147	к его	2	3
148	их в	3	3
149	никто не	1	3
150	себя и	3	3
151	тем не	2	3
152	культуры в	1	3
153	следует подчеркнуть	1	3
154	для автора	1	3
155	сводятся к	1	3
156	в роли	2	3
157	к нему	3	3
158	потому что	9	3
159	отношении к	2	3
160	в одном	4	3
161	имеем в	3	3
162	мог бы	1	3
163	как правило	1	3
164	во всей	5	3
165	от себя	1	3
166	и внешней	1	3
167	в структуре	4	3
168	из этих	3	3
169	и для	5	3
170	в системе	1	3
171	таким образом	9	3
172	человека к	3	3
173	по преимуществу	1	3
174	произведения как	1	3
175	том числе	15	3
176	в произведении	3	3
177	авторской позиции	3	3
178	в художественной	1	3
179	с точки	13	3
180	знаковом материале	1	3
181	как раз	6	3
182	не слияние	1	3
183	несет в	1	3
184	читателя в	1	3
185	и притом	2	3
186	связи с	1	3
187	но он	3	3
188	и позволяет	1	3
189	в таком	3	3
190	в связи	2	3
191	или даже	1	3
192	по своему	6	3
193	во всех	15	3
194	как уже	1	3
195	личности и	2	3
196	в акте	1	3
197	в рассказе	2	3
198	принадлежит к	1	3
199	в свою	1	3
200	в которой	2	3
201	одно и	1	3
202	к области	2	3
203	в пределах	8	3
204	этом смысле	5	3
205	того же	5	3
206	перед лицом	1	3
207	человека с	3	3
208	что можно	1	3
209	слова в	3	3
210	в узком	1	3
211	и прежде	6	3
212	в целом	3	3
213	и ее	8	3
214	ведет к	3	2
215	мире и	2	2
216	и другие	14	2
217	обращены к	1	2
218	образом и	3	2
219	один из	7	2
220	рассказ о	2	2
221	от имени	1	2
222	жизни а	2	2
223	о жизни	1	2
224	связей с	1	2
225	с ним	3	2
226	строго говоря	2	2
227	жить и	4	2
228	из которых	2	2
229	не как	5	2
230	а затем	5	2
231	в году	2	2
232	жанрового канона	1	2
233	не признает	1	2
234	по себе	3	2
235	в них	4	2
236	заключается в	1	2
237	все эти	9	2
238	к более	1	2
239	именно в	3	2
240	с ними	2	2
241	жизнь на	2	2
242	в одно	1	2
243	как в	10	2
244	роль в	1	2
245	бы не	1	2
246	жизни в	4	2
247	отличается от	2	2
248	собою в	2	2
249	всей своей	2	2
250	жизни на	2	2
251	своей жизни	3	2
252	о том	3	2
253	могут оказаться	2	2
254	не входит	1	2
255	при всем	3	2
256	при всей	3	2
257	это и	1	2
258	еще и	4	2
259	ними и	1	2
260	не могли	2	2
261	между собой	1	2
262	духовной жизни	1	2
263	своей природе	4	2
264	совпадает с	1	2
265	высказывания и	2	2
266	на основе	4	2
267	но во	2	2
268	не всегда	3	2
269	слова и	5	2
270	могло быть	1	2
271	между двумя	4	2
272	и больше	1	2
273	не могло	1	2
274	или иных	2	2
275	вступает в	1	2
276	может служить	2	2
277	художественной литературы	2	2
278	и это	3	2
279	превращается в	5	2
280	времени и	4	2
281	других произведений	1	2
282	не вполне	1	2
283	так же	4	2
284	еще один	1	2
285	было и	1	2
286	об этом	3	2
287	из виду	1	2
288	я думаю	1	2
