N	2gram	Bakhtin_Pr	Analitik
1	не только	26	71
2	тогда как	1	67
3	и в	59	66
4	в качестве	1	61
5	но и	22	57
6	в том	17	52
7	может быть	38	52
8	в этом	40	51
9	в частности	2	51
10	как и	21	50
11	и не	66	48
12	а не	30	42
13	при этом	5	40
14	том что	15	40
15	то есть	64	35
16	так и	13	35
17	в мире	10	31
18	своего рода	1	30
19	как бы	40	29
20	не может	31	29
21	а в	9	28
22	в его	44	27
23	и его	21	27
24	не в	10	26
25	но не	13	26
26	в себе	9	24
27	что в	14	22
28	и даже	4	22
29	к тому	1	22
30	в этой	5	22
31	лишь в	4	21
32	о том	5	20
33	и т.п	8	20
34	я в	1	20
35	в самом	19	19
36	то же	15	19
37	в своей	17	19
38	по отношению	17	19
39	с его	14	19
40	но в	7	19
41	в данном	3	18
42	произведения в	2	18
43	в то	15	18
44	отношению к	17	18
45	тем самым	3	17
46	с другой	3	17
47	только в	15	17
48	со стороны	6	17
49	такого рода	1	17
50	или иной	3	17
51	в целом	8	17
52	что и	10	16
53	могут быть	5	16
54	то что	21	16
55	в пределах	13	16
56	и на	15	15
57	не есть	2	15
58	между тем	5	15
59	уже не	14	15
60	прежде всего	17	15
61	в сущности	11	15
62	в их	5	15
63	в рамках	2	15
64	не менее	3	14
65	того же	1	14
66	себя в	5	14
67	я и	2	14
68	в себя	3	14
69	той или	3	14
70	мы имеем	2	14
71	же время	10	14
72	в отличие	3	14
73	данном случае	3	14
74	отличие от	3	14
75	далеко не	3	14
76	по себе	13	13
77	точки зрения	36	13
78	как правило	1	13
79	в случае	1	13
80	он не	11	13
81	этого слова	3	13
82	ничего не	8	13
83	как раз	9	13
84	для него	23	13
85	в начале	3	13
86	и к	5	12
87	и сам	5	12
88	никогда не	19	12
89	как это	2	12
90	в первой	3	12
91	как в	10	12
92	еще не	11	12
93	есть не	3	12
94	в той	9	11
95	даже в	7	11
96	по своей	1	11
97	в свою	1	11
98	той же	7	11
99	это не	13	11
100	можно сказать	3	11
101	и как	10	11
102	во второй	1	11
103	не с	1	11
104	не следует	1	11
105	именно в	8	10
106	все же	9	10
107	едва ли	1	10
108	с одной	1	10
109	в произведении	4	10
110	в конце	9	10
111	было бы	10	10
112	однако в	2	10
113	подобно тому	5	10
114	и одновременно	5	10
115	отношения к	4	10
116	совпадает с	3	10
117	здесь не	2	10
118	со своей	1	10
119	того или	1	10
120	и самого	4	10
121	один из	4	10
122	на себя	3	10
123	говорить о	3	9
124	говорит о	1	9
125	не столько	3	9
126	в результате	6	9
127	другой стороны	3	9
128	художественного восприятия	1	9
129	и того	1	9
130	том чтобы	1	9
131	в своем	12	9
132	по поводу	2	9
133	крайней мере	3	9
134	таким образом	22	9
135	во всех	8	9
136	в русской	3	9
137	за пределы	10	9
138	или иного	1	9
139	только не	1	9
140	вместе с	2	9
141	по крайней	3	9
142	автора и	7	9
143	вступает в	5	9
144	тому как	5	9
145	того что	4	9
146	как уже	1	9
147	что касается	1	9
148	личности в	7	9
149	роль в	2	8
150	одной из	1	8
151	в контексте	2	8
152	в сторону	1	8
153	с ним	13	8
154	нашего времени	1	8
155	если бы	12	8
156	и все	4	8
157	что он	16	8
158	перед нами	8	8
159	не является	2	8
160	в основе	6	8
161	с точки	21	8
162	хотя и	1	8
163	этом отношении	7	8
164	времени и	1	8
165	он и	9	8
166	в году	1	7
167	во всяком	5	7
168	в противоположность	3	7
169	в другом	1	7
170	времени в	2	7
171	в одном	14	7
172	как мы	10	7
173	в нашем	3	7
174	который в	2	7
175	одна из	4	7
176	от себя	2	7
177	по природе	4	7
178	по преимуществу	3	7
179	как нам	2	7
180	несмотря на	7	7
181	в ее	4	7
182	у него	9	7
183	в таком	2	7
184	героя и	11	7
185	природе своей	3	7
186	личности и	1	7
187	и тем	2	7
188	и является	1	7
189	приводит к	4	7
190	всяком случае	3	7
191	и для	5	7
192	в литературе	7	7
193	все это	12	7
194	со своим	4	7
195	однако не	2	7
196	в новом	1	7
197	на его	7	7
198	во времени	4	7
199	художественного мира	5	7
200	и т.д	2	7
201	художественного произведения	1	7
202	себя и	4	7
203	место в	2	7
204	как будто	4	7
205	во всем	1	6
206	русской литературе	2	6
207	с самим	3	6
208	те же	3	6
209	а напротив	1	6
210	или в	2	6
211	казалось бы	1	6
212	при всей	1	6
213	одного и	2	6
214	хотя бы	5	6
215	превращается в	4	6
216	данного художественного	1	6
217	вовсе не	13	6
218	из них	8	6
219	то в	1	6
220	тем не	1	6
221	не знает	5	6
222	что не	6	6
223	напомним что	1	6
224	о себе	12	6
225	не будет	1	6
226	могла бы	1	6
227	его как	6	6
228	в нем	38	6
229	на этом	1	6
230	из которых	3	6
231	из того	1	6
232	самим собой	1	6
233	от своего	1	6
234	вследствие этого	2	6
235	и более	2	6
236	из этих	2	6
237	в сознании	4	6
238	и то	1	6
239	ответ на	2	6
240	уже в	9	6
241	есть в	10	6
242	должен быть	1	6
243	его в	6	6
244	тем более	2	6
245	мере в	1	6
246	полной мере	1	6
247	в полной	1	6
248	же в	3	6
249	что на	1	6
250	все что	6	5
251	которая в	1	5
252	не так	3	5
253	по выражению	2	5
254	не как	15	5
255	в этих	5	5
256	в них	5	5
257	в первом	3	5
258	может выступать	1	5
259	тем что	5	5
260	в один	2	5
261	ведет к	1	5
262	же его	1	5
263	в котором	6	5
264	входит в	11	5
265	для того	3	5
266	для себя	5	5
267	в слове	1	5
268	может служить	1	5
269	в эту	1	5
270	к этому	6	5
271	не дано	1	5
272	и он	3	5
273	проявляется в	2	5
274	с другими	11	5
275	иного рода	1	5
276	ни в	5	5
277	не о	3	5
278	будто бы	1	5
279	я не	7	5
280	и до	5	5
281	того и	1	5
282	но как	4	5
283	а с	4	5
284	так что	3	5
285	главного героя	1	5
286	бы быть	3	5
287	и по	4	5
288	и потому	9	5
289	с ее	5	5
290	в особенности	2	5
291	во втором	1	5
292	и здесь	5	5
293	романа в	8	5
294	не могут	6	5
295	самом деле	9	5
296	с таким	1	5
297	в романе	12	5
298	к его	1	5
299	жизни в	3	5
300	да и	3	5
301	совершенно не	2	5
302	что мы	2	5
303	каждый из	1	5
304	он в	3	5
305	а и	2	5
306	за пределами	2	5
307	в аспекте	1	5
308	тот же	4	5
309	и смерти	7	5
310	в художественном	5	5
311	этом случае	1	5
312	принадлежит к	1	5
313	ни с	1	5
314	на вопрос	2	5
315	мы не	3	5
316	с их	9	5
317	самим собою	3	5
318	все эти	12	5
319	одно из	2	5
320	внешнего мира	3	5
321	как предмет	3	5
322	одну из	1	5
323	в искусстве	2	5
324	и их	7	5
325	нового времени	4	5
326	еще в	1	5
327	данного произведения	2	5
328	такой же	1	5
329	и особенно	2	5
330	таким же	4	5
331	мира в	6	5
332	строго говоря	1	4
333	о своем	2	4
334	в своих	5	4
335	в борьбе	1	4
336	к самому	1	4
337	что по	1	4
338	отличается от	3	4
339	так в	1	4
340	с этим	2	4
341	в действительности	1	4
342	только на	1	4
343	для данного	1	4
344	значительной степени	1	4
345	что же	5	4
346	не становится	5	4
347	самом начале	3	4
348	сказать что	9	4
349	жизни как	1	4
350	известной степени	1	4
351	на него	4	4
352	что она	6	4
353	из трех	1	4
354	не все	2	4
355	к нему	13	4
356	ни было	4	4
357	не было	5	4
358	в которой	6	4
359	одним из	11	4
360	лишь на	3	4
361	между ними	4	4
362	в чем	2	4
363	каждом из	2	4
364	на себе	2	4
365	бы в	7	4
366	в каждом	11	4
367	могли бы	3	4
368	в устах	2	4
369	мы уже	4	4
370	то ни	3	4
371	в ответ	1	4
372	и что	2	4
373	этом смысле	12	4
374	одного сознания	10	4
375	известном смысле	1	4
376	и от	3	4
377	и есть	6	4
378	его к	4	4
379	а как	8	4
380	герой не	2	4
381	были бы	5	4
382	шекспира и	2	4
383	однако с	1	4
384	не позволяет	2	4
385	была бы	5	4
386	представляют собой	1	4
387	как он	5	4
388	в отношении	3	4
389	как писал	1	4
390	оказывается в	1	4
391	а именно	4	4
392	с ними	3	4
393	подхода к	2	4
394	бы не	3	4
395	в известном	1	4
396	что позволяет	1	4
397	это и	10	4
398	его и	4	4
399	все три	6	4
400	потому что	20	4
401	того чтобы	5	4
402	и если	1	4
403	целого как	1	4
404	и тогда	1	4
405	или иных	1	4
406	литературных произведений	1	4
407	вслед за	1	4
408	в диалоге	3	4
409	на две	1	4
410	и во	2	4
411	до известной	1	4
412	здесь и	2	4
413	к предмету	1	4
414	но это	7	4
415	как к	3	4
416	все они	4	4
417	о нем	16	4
418	как у	4	4
419	ее в	2	4
420	в полном	2	4
421	из своих	1	4
422	здесь в	3	4
423	бы и	6	4
424	на которой	2	4
425	сама по	3	4
426	является по	1	4
427	не предполагает	1	4
428	или даже	2	4
429	самого произведения	1	4
430	об этом	4	4
431	и другого	1	4
432	жизнь и	3	4
433	тех или	1	4
434	человека в	8	4
435	высказывания и	1	4
436	но при	1	4
437	его не	2	4
438	в значительной	1	4
439	свою жизнь	2	4
440	наконец в	2	4
441	смысл его	2	4
442	и ее	5	4
443	отношение к	4	4
444	и о	5	4
445	в области	3	4
