N	4gram	Bakhtin_Fr	Problema
1	не что иное как	1	14
2	в то время как	1	12
3	есть не что иное	1	11
4	в той или иной	2	10
5	дело в том что	2	10
6	на самом же деле	1	8
7	бы то ни было	1	6
8	свидетельствует о том что	1	5
9	одним и тем же	1	4
10	ни в коем случае	1	4
11	в том числе и	3	4
12	в связи с этим	1	4
13	и в то же	2	3
14	одного и того же	1	3
15	с одной стороны и	2	3
16	но в то же	7	3
17	не только то что	1	2
18	в коем случае нельзя	1	2
19	как мы уже сказали	2	2
20	все более и более	1	2
21	одной и той же	2	2
22	один и тот же	3	2
23	мы имеем в виду	2	2
24	заключается в том чтобы	1	2
25	все дело в том	1	2
26	и до сих пор	2	1
27	но как раз это	1	1
28	то есть то что	1	1
29	а не так как	1	1
30	до поры до времени	1	1
31	который в свою очередь	1	1
32	и в данном случае	1	1
33	может быть и не	2	1
34	в точном смысле слова	1	1
35	сказать несколько слов о	1	1
36	и до наших дней	1	1
37	в то же время	13	1
38	мы находим и в	1	1
39	что на самом деле	1	1
40	в обычном смысле слова	1	1
41	в своей книге о	1	1
42	то же время это	3	1
43	от старого к новому	2	1
44	и xx веков в	1	1
45	в области художественного творчества	1	1
46	с другой стороны он	1	1
47	дело вовсе не в	2	1
48	в своей вступительной статье	1	1
49	до сих пор не	1	1
50	то есть с тем	1	1
51	в настоящее время можно	1	1
52	понять его именно как	1	1
53	в том случае если	1	1
54	о чем мы говорили	1	1
55	о том что в	1	1
56	в других местах и	1	1
57	время не может быть	1	1
58	но даже и в	1	1
59	xix и xx веков	1	1
60	всегда в той или	1	1
61	хотя может быть и	1	1
62	бы и не было	1	1
63	чем мы говорили выше	1	1
64	и не может быть	1	1
65	и после того как	1	1
66	но все такого рода	1	1
67	за то что тот	2	1
68	перед нами как нечто	1	1
69	то что в них	1	1
70	не подлежит никакому сомнению	2	1
71	в узком смысле слова	2	1
72	и в настоящее время	1	1
73	какой бы то ни	1	1
74	еще и до сих	1	1
