N	4gram	Vygotskiy_	Myslijsy
1	в то же время	2	13
2	одного и того же	1	9
3	одной и той же	5	7
4	одно и то же	1	7
5	не в том что	1	7
6	не заключает в себе	1	6
7	один и тот же	2	4
8	в то время как	6	4
9	и в том что	1	4
10	в том смысле что	1	4
11	не что иное как	2	4
12	вместе с тем и	1	4
13	дело в том что	1	4
14	одним и тем же	1	4
15	что же касается до	1	3
16	в том что он	1	3
17	до тех пор пока	2	3
18	заключается в том что	7	3
19	а в том как	1	3
20	с этой точки зрения	5	3
21	с одной стороны и	1	3
22	одном и том же	1	3
23	а между тем в	1	3
24	только в обществе и	1	3
25	но и в том	1	3
26	то что я вижу	1	2
27	что в таком случае	2	2
28	то же самое что	2	2
29	вопрос о том что	1	2
30	в том случае когда	1	2
31	если бы не было	1	2
32	состоит в том что	1	2
33	в том что по	1	2
34	в силу того что	3	2
35	в том случае если	2	2
36	и в произведении искусства	1	2
37	или что то же	1	2
38	и т д то	1	2
39	том случае когда мы	1	2
40	что само по себе	1	2
41	бы то ни было	1	2
42	которые не могут быть	1	2
43	как можно себе представить	1	1
44	и веков могут сохранять	1	1
45	не за наше личное	1	1
46	образа в силе внутренней	1	1
47	в известной гибкости образа	1	1
48	само по себе не	1	1
49	глоток молока который был	1	1
50	той мере в какой	1	1
51	внешняя форма женщины с	1	1
52	незамысловатом рассказе как бедняк	1	1
53	само по себе а	1	1
54	этим объясняется почему создания	1	1
55	очевидно что подобные рассказы	1	1
56	прибавим к этому что	1	1
57	в произведении искусства и	2	1
58	выдадим его за объективное	1	1
59	далее мы видели что	1	1
60	ясно что и в	1	1
61	внутренняя форма каждого из	2	1
62	может вызвать мысль об	1	1
63	формы возбуждать самое разнообразное	1	1
64	в той мере в	1	1
65	в тесном смысле этого	1	1
66	значение загадки а не	1	1
67	по себе а только	1	1
68	друг к другу и	1	1
69	мене зацрни то есть	1	1
70	который вырывается из груди	1	1
71	что в произведении искусства	1	1
72	образом это мраморная статуя	1	1
73	какое думалось ему при	1	1
74	содержанию как в слове	1	1
75	в этом рассказе может	1	1
76	гибкости образа в силе	1	1
77	к чувственному образу или	1	1
78	был у него в	1	1
79	свое художественное значение во	1	1
80	сказал саво саво себе	1	1
81	из этих слов иначе	1	1
82	с увеличением затруднений при	1	1
83	веков могут сохранять свое	1	1
84	тесном смысле этого слова	1	1
85	в том что сказано	1	1
86	темных людей и веков	1	1
87	как волна без следа	1	1
88	что я вижу есть	1	1
89	каждого из этих слов	2	1
90	хотел было набрать воды	1	1
