N	2gram	Voloshinov	FransuaR
1	и в	42	367
2	то есть	5	209
3	в этом	10	112
4	и т.п	25	108
5	и не	14	101
6	таким образом	8	100
7	и его	7	99
8	в его	6	98
9	прежде всего	22	92
10	не только	28	87
11	мы уже	11	85
12	но и	16	84
13	как бы	30	82
14	все эти	3	79
15	вовсе не	2	77
16	в романе	1	77
17	как и	12	76
18	в нем	6	75
19	но в	5	75
20	и на	7	72
21	в том	3	71
22	как мы	10	71
23	то же	16	66
24	и все	4	66
25	в этой	6	65
26	так и	7	65
27	и с	5	64
28	в сущности	1	64
29	в то	9	63
30	во время	1	63
31	во всех	6	62
32	все это	4	62
33	же время	7	55
34	что в	1	52
35	в своем	1	51
36	только в	7	48
37	так как	8	46
38	и до	1	46
39	том что	3	45
40	уже говорили	1	44
41	то что	9	41
42	здесь в	1	41
43	у него	1	40
44	жизни и	3	40
45	в самом	5	38
46	точки зрения	11	37
47	в ней	8	37
48	с его	8	36
49	о том	4	35
50	может быть	13	35
51	мы видим	4	35
52	сказать что	3	34
53	и даже	3	34
54	в себе	10	34
55	мы видели	5	32
56	в конце	6	32
57	он не	2	32
58	для него	3	32
59	до конца	2	31
60	в литературе	1	31
61	связаны с	4	31
62	в своей	2	31
63	так же	4	30
64	один из	4	30
65	потому что	7	30
66	той же	7	30
67	и потому	2	30
68	никогда не	7	30
69	тела и	1	30
70	в одном	4	29
71	еще не	3	29
72	связи с	3	29
73	в этих	2	29
74	что он	2	29
75	не может	13	29
76	в особенности	1	29
77	при этом	9	29
78	его в	4	29
79	не в	6	29
80	и к	4	28
81	из них	3	28
82	всех этих	1	28
83	также и	2	28
84	в той	5	28
85	в основе	3	28
86	и другие	1	27
87	сих пор	2	27
88	до сих	1	27
89	все же	9	27
90	по своему	3	27
91	роль в	3	27
92	и их	5	27
93	кроме того	2	26
94	все они	1	26
95	на самом	3	25
96	в области	6	25
97	с помощью	6	25
98	но это	2	25
99	мира и	1	25
100	но не	2	24
101	например в	1	24
102	в ее	3	24
103	и от	7	24
104	как в	3	24
105	того чтобы	7	24
106	времени и	2	24
107	в частности	3	24
108	в большинстве	1	24
109	отношение к	2	24
110	большинстве случаев	1	23
111	так сказать	4	23
112	и здесь	3	23
113	с ним	2	23
114	и для	3	23
115	в их	2	23
116	к нему	2	23
117	это не	3	23
118	еще и	2	23
119	даже в	1	22
120	не было	2	22
121	а в	5	22
122	тем что	2	22
123	что и	3	22
124	там где	1	22
125	вместе с	5	22
126	и во	1	22
127	форм и	1	22
128	связь с	2	22
129	и о	1	22
130	в своих	2	21
131	именно в	1	21
132	культуры и	1	21
133	в отношении	2	21
134	уже в	5	21
135	и как	10	21
136	есть в	1	21
137	в качестве	4	21
138	одним из	1	21
139	в себя	1	21
140	что это	4	21
141	ни в	1	21
142	и наконец	5	21
143	в виду	3	20
144	в связи	2	20
145	и это	8	20
146	в значительной	2	20
147	одной из	2	20
148	этом отношении	2	20
149	с точки	5	20
150	как раз	1	20
151	они были	1	20
152	самом деле	5	20
153	их в	3	19
154	к этому	2	19
155	того же	1	19
156	за пределы	1	19
157	было бы	7	19
158	в дальнейшем	2	19
159	с другой	1	19
160	на протяжении	1	19
161	хотя и	3	19
162	в форме	6	19
163	это и	1	18
164	здесь не	2	18
165	одна из	1	18
166	но они	1	18
167	превращается в	1	18
168	весь мир	1	18
169	на этом	1	18
170	связанные с	2	18
171	перед нами	3	18
172	связан с	1	18
173	для того	9	17
174	конечно не	3	17
175	на площади	1	17
176	в результате	1	17
177	можно было	4	17
178	связанных с	5	17
179	на его	6	17
180	еще более	2	17
181	но все	5	17
182	и вот	3	17
183	того что	4	17
184	а не	7	17
185	в другом	1	16
186	влияние на	4	16
187	между ними	3	16
188	между тем	3	16
189	и одновременно	1	16
190	тот же	2	16
191	в начале	3	16
192	ничего не	8	16
193	мысли и	1	15
194	а затем	1	15
195	в которой	7	15
196	говорили что	1	15
197	из этих	2	15
198	с их	1	15
199	от всех	1	15
200	и вообще	2	15
201	одно из	1	15
202	в нашем	5	15
203	не мог	3	15
204	в первой	2	15
205	еще в	1	15
206	в истории	1	15
207	в самой	1	15
208	страха и	1	15
209	в котором	3	14
210	характер и	1	14
211	в чем	1	14
212	образом в	1	14
213	и по	1	14
214	с миром	1	14
215	мы не	9	14
216	здесь только	1	14
217	все что	1	14
218	и он	2	14
219	несмотря на	3	14
220	слов и	7	14
221	в более	1	14
222	по существу	1	14
223	и сам	2	13
224	с этим	2	13
225	в основном	1	13
226	на языке	1	13
227	на все	1	13
228	в одной	1	13
229	о чем	2	13
230	в жизни	2	13
231	здесь нет	1	13
232	не знает	3	13
233	в мире	2	13
234	бы в	6	13
235	и есть	1	13
236	только на	3	13
237	этот процесс	2	13
238	или в	2	13
239	и эта	3	13
240	как он	1	13
241	другой стороны	1	12
242	не был	1	12
243	во всей	1	12
244	те же	5	12
245	главным образом	3	12
246	та же	3	12
247	о нем	1	12
248	у нас	4	12
249	другом месте	1	12
250	место в	2	12
251	с полной	1	12
252	из всех	1	12
253	этот момент	1	12
254	можно сказать	4	12
255	по своей	2	12
256	не могут	1	12
257	он в	1	12
258	все то	2	12
259	лишь в	4	12
260	благодаря этому	1	12
261	об этом	3	12
262	в пределах	2	12
263	зрения на	3	11
264	на эту	2	11
265	так например	1	11
266	уже не	4	11
267	отметить что	1	11
268	той или	4	11
269	и что	1	11
270	в общем	1	11
271	того как	1	11
272	в течение	1	11
273	и т.д	21	11
274	все время	5	11
275	это уже	1	11
276	и так	6	11
277	с ними	1	11
278	слова и	5	11
279	он говорит	2	11
280	другими словами	7	11
281	в заключение	1	11
282	целый ряд	3	10
283	по отношению	2	10
284	все его	1	10
285	что для	1	10
286	его как	1	10
287	до наших	1	10
288	поэтому в	1	10
289	да и	4	10
290	но оно	1	10
291	в таких	1	10
292	наших дней	1	10
293	человека и	2	10
294	или иной	6	10
295	конце концов	3	10
296	для всех	2	10
297	где они	1	10
298	к тому	4	10
299	даже и	2	10
300	на этот	2	10
301	значительной степени	2	10
302	не просто	4	10
303	к которому	2	10
304	здесь как	1	10
305	выражение в	3	10
306	ту же	2	10
307	были связаны	1	10
308	громадную роль	1	10
309	в процессе	6	10
310	во второй	3	10
311	в целом	4	10
312	был и	2	9
313	еще раз	1	9
314	здесь же	1	9
315	в разных	3	9
316	связано с	2	9
317	характер в	1	9
318	в основу	1	9
319	как это	5	9
320	в тех	3	9
321	значение и	2	9
322	роль играет	2	9
323	в которых	2	9
324	о котором	1	9
325	и вся	1	9
326	как к	1	9
327	нужно отметить	1	9
328	это как	1	9
329	же в	1	9
330	говорит о	1	9
331	вполне понятно	1	9
332	отношения к	3	9
333	но как	2	9
334	мы можем	7	9
335	видим что	2	9
336	относится к	2	9
337	том же	2	9
338	и то	5	9
339	для нас	3	9
340	конечно в	1	9
341	отношению к	2	9
342	с этой	1	8
343	более или	1	8
344	не менее	1	8
345	следовательно и	1	8
346	на первый	2	8
347	и выражений	1	8
348	понятно что	1	8
349	и те	2	8
350	или менее	1	8
351	всего в	4	8
352	одном из	1	8
353	от этого	1	8
354	речи и	6	8
355	в него	2	8
356	и при	2	8
357	с тем	8	8
358	языка и	4	8
359	но эта	2	8
360	движение в	1	8
361	на одном	2	8
362	человека с	2	8
363	для этого	2	8
364	как они	1	8
365	всякого рода	1	8
366	перестает быть	1	8
367	нельзя было	1	8
368	мы увидим	5	8
369	где все	1	8
370	видели что	3	8
371	мертвых душ	3	8
372	тому же	2	8
373	так что	1	8
374	здесь мы	3	8
375	и ни	2	8
376	если бы	4	8
377	и без	4	8
378	с самого	4	8
379	на всех	1	8
380	дело не	1	8
381	ведь и	2	8
382	того времени	4	8
383	нуждается в	3	8
384	в эти	1	8
385	мы найдем	2	7
386	же и	1	7
387	не как	1	7
388	себе и	2	7
389	к ним	1	7
390	на него	4	7
391	точка зрения	4	7
392	что у	3	7
393	связанный с	2	7
394	мы говорили	2	7
395	в развитии	1	7
396	и та	1	7
397	и несколько	2	7
398	мы будем	6	7
399	связи и	1	7
400	нет ничего	2	7
401	нет и	3	7
402	нас не	2	7
403	в виде	1	7
404	в наиболее	1	7
405	и оценки	1	7
406	себя в	4	7
407	в состоянии	1	7
408	это конечно	1	7
409	всех его	2	7
410	так много	1	7
411	в таком	1	7
412	которые были	1	7
413	громадное количество	1	7
414	был бы	2	7
415	связанное с	1	7
416	никак не	1	7
417	из которых	3	7
418	отчасти и	1	7
419	наконец и	1	7
420	и если	1	7
421	точку зрения	6	7
422	как нечто	2	7
423	а на	2	7
424	жизни это	3	7
425	не будем	1	7
426	первой части	1	7
427	должен быть	2	7
428	его не	2	7
429	тому как	1	7
430	в свою	6	7
431	думать что	1	7
432	и часто	1	7
433	одного из	1	7
434	и всего	2	6
435	мы наблюдаем	1	6
436	было в	4	6
437	хотя бы	18	6
438	в противоположность	1	6
439	имеем в	1	6
440	себе в	2	6
441	свою очередь	4	6
442	руки и	1	6
443	для своего	1	6
444	котором мы	1	6
445	является и	1	6
446	не остается	1	6
447	они как	1	6
448	и следовательно	5	6
449	ведь в	3	6
450	возможно что	1	6
451	своего героя	2	6
452	в какой-то	2	6
453	смысле слова	1	6
454	для них	2	6
455	и самая	1	6
456	от страха	1	6
457	его и	3	6
458	то он	3	6
459	еще один	1	6
460	тем же	4	6
461	у них	3	6
462	и пр	4	6
463	или даже	2	6
464	при виде	1	6
465	и эти	1	6
466	т.п но	2	6
467	но вернемся	1	6
468	которые в	2	6
469	эту тему	1	6
470	как будто	1	6
471	вот это	1	6
472	от всего	1	6
473	понимания и	2	6
474	и слово	3	6
475	и такие	1	6
476	представления о	1	6
477	говорить о	1	6
478	самого начала	4	6
479	до того	3	6
480	жизни как	1	6
481	это прежде	1	6
482	лица и	1	6
483	что эта	1	6
484	в языке	2	6
485	человеческой культуры	1	6
486	вряд ли	3	6
487	совершенно не	3	6
488	язык и	9	6
489	тех же	1	6
490	характерен для	1	6
491	он может	1	6
492	этого слова	3	6
493	друг друга	2	6
494	события и	2	6
495	дает нам	1	6
496	принадлежит к	1	6
497	свидетельствует о	1	6
498	ее в	1	6
499	идеологии и	1	6
500	в новом	1	6
501	от того	3	6
502	со своими	1	6
503	таким же	2	6
504	с собой	2	5
505	в числе	1	5
506	сливается с	1	5
507	для выражения	1	5
508	раз и	1	5
509	всем этим	1	5
510	и когда	2	5
511	жизни он	1	5
512	он так	1	5
513	но там	1	5
514	и выражения	1	5
515	жизни с	1	5
516	и официальной	1	5
517	с другими	2	5
518	с одним	1	5
519	они еще	2	5
520	из одного	1	5
521	не могла	1	5
522	почти всегда	1	5
523	перед лицом	1	5
524	одного и	1	5
525	нового мира	1	5
526	и самое	1	5
527	тогда когда	1	5
528	и дает	1	5
529	в другой	1	5
530	этого процесса	1	5
531	бы не	2	5
532	ему и	1	5
533	сравнению с	1	5
534	по сравнению	1	5
535	каждый из	2	5
536	как например	2	5
537	что слово	1	5
538	но мы	2	5
539	значение имеет	1	5
540	по ходу	1	5
541	и искусства	1	5
542	мы имеем	2	5
543	которых он	1	5
544	и всегда	1	5
545	слово в	2	5
546	тем более	1	5
547	в г	1	5
548	есть не	2	5
549	оказывается что	1	5
550	тем самым	8	5
551	же самое	5	5
552	и самого	1	5
553	на то	1	5
554	которой мы	4	5
555	что было	3	5
556	видели в	1	5
557	можно говорить	1	5
558	на эти	2	5
559	в собственном	1	5
560	но даже	2	5
561	но уже	1	5
562	входят в	1	5
563	то в	1	5
564	и весь	1	5
565	должно быть	2	5
566	в произведении	1	5
567	этот мир	1	5
568	между этими	1	5
569	же как	1	5
570	для его	1	5
571	на отдельные	2	5
572	влияние и	1	5
573	независимо от	5	5
574	и этот	2	5
575	говорить в	2	5
576	мы в	3	5
577	их как	1	5
578	от их	2	5
579	так называемый	1	5
580	в слове	4	5
581	своей жизни	5	5
582	не является	5	5
583	с новым	1	5
584	в дни	1	5
585	если мы	4	5
586	к миру	2	5
587	же он	1	5
588	ему в	1	5
589	ничем не	2	5
590	бы и	2	5
591	должен был	1	5
592	вообще не	1	5
593	словом и	3	5
594	этих явлений	1	5
595	что мы	11	5
596	к своему	4	5
597	человека в	2	5
598	когда он	1	5
599	в человеческом	1	5
600	только то	1	5
601	слова в	6	5
602	язык в	6	5
603	не к	4	5
604	они являются	1	4
605	до него	1	4
606	вещи и	1	4
607	я не	1	4
