N	4gram	Losev_Prob	Myslijsy
1	в то же время	1	13
2	но тем не менее	1	10
3	только в том что	1	8
4	в то время как	4	4
5	или по крайней мере	1	4
6	в том смысле что	1	4
7	не что иное как	3	4
8	все более и более	1	4
9	дело в том что	4	4
10	и в этом смысле	1	4
11	одним и тем же	1	4
12	в том что он	2	3
13	в одном и том	1	3
14	и то и другое	1	3
15	с этой точки зрения	2	3
16	не говоря уже о	2	3
17	тем не менее в	2	3
18	одном и том же	1	3
19	уже с самого начала	1	2
20	и до сих пор	1	2
21	во всяком случае не	1	2
22	в том смысле как	1	2
23	состоит в том что	1	2
24	в силу того что	1	2
25	говоря уже о том	1	2
26	уже о том что	1	2
27	или что то же	1	2
28	не только в том	2	2
29	бы то ни было	2	2
30	прибавим к этому что	1	1
31	указанные до сих пор	1	1
32	в том что его	1	1
33	с точки зрения истории	1	1
34	в том что и	1	1
35	заключается не только в	1	1
36	ни в одном из	1	1
37	что бы то ни	1	1
38	здесь как и во	1	1
39	в том в чем	1	1
40	как мы видели выше	1	1
41	а вместе с тем	1	1
42	в переносном а в	1	1
43	если обратить внимание на	1	1
44	то время как в	1	1
45	только о том что	2	1
46	от одного предмета к	1	1
47	не в переносном а	1	1
48	но это не так	1	1
49	и вместе с тем	2	1
50	во что бы то	1	1
51	имеет ничего общего с	1	1
52	в этом отношении не	1	1
53	с другой стороны он	1	1
54	в том что мы	1	1
55	еще и потому что	2	1
56	не сказали бы что	1	1
57	то об этом можно	1	1
58	здесь мы имеем дело	1	1
59	сам по себе а	2	1
60	бы то ни стало	1	1
61	и о том что	2	1
62	не сам по себе	2	1
63	одного предмета к другому	1	1
64	прежде чем перейти к	1	1
65	указывает на то что	1	1
66	мы видели выше что	1	1
67	то по крайней мере	1	1
68	имеет ближайшее отношение к	1	1
69	в том числе и	1	1
70	с такой точки зрения	1	1
71	и сама по себе	1	1
72	не имеет ничего общего	2	1
73	хотя бы даже и	1	1
74	что это и не	1	1
75	элементов то есть из	1	1
76	мы имеем дело с	1	1
