N	2gram	Bakhtin_Fr	Myshleni
1	в том	17	195
2	в этом	22	167
3	то что	7	166
4	и в	105	162
5	том что	9	161
6	в развитии	1	151
7	таким образом	5	147
8	точки зрения	10	143
9	с помощью	1	131
10	что в	4	119
11	мышления и	1	117
12	не только	24	116
13	того что	3	109
14	в процессе	2	101
15	так же	2	100
16	речи и	2	99
17	и речи	2	96
18	потому что	6	95
19	того чтобы	3	91
20	может быть	11	89
21	с точки	6	89
22	что он	5	86
23	не может	9	81
24	как и	15	79
25	для того	2	78
26	так как	11	78
27	и не	34	78
28	только в	16	75
29	в целом	3	74
30	как мы	12	72
31	но и	20	70
32	в его	24	67
33	сказать что	12	65
34	как бы	33	64
35	вместе с	1	62
36	было бы	4	60
37	в качестве	1	60
38	то же	6	58
39	в основе	8	58
40	в отношении	7	55
41	в силу	1	53
42	что мы	2	53
43	в самом	7	52
44	по сравнению	2	51
45	в сущности	20	51
46	мы должны	2	50
47	к тому	3	49
48	что они	2	48
49	тем что	5	48
50	мы можем	2	48
51	на основе	1	47
52	мы не	1	47
53	сравнению с	2	46
54	если бы	1	46
55	по отношению	2	45
56	но не	7	45
57	с другой	3	45
58	с тем	1	43
59	тем самым	1	43
60	как это	1	42
61	отношению к	2	42
62	не является	4	41
63	о том	5	40
64	по своей	3	40
65	одной стороны	2	40
66	никогда не	11	39
67	с одной	2	39
68	так и	16	39
69	мы видели	3	38
70	в области	10	38
71	и к	7	37
72	мы видим	2	37
73	не в	4	37
74	в этой	11	37
75	с самого	1	36
76	в своем	11	36
77	речи как	1	36
78	все эти	15	36
79	как в	6	36
80	а не	1	36
81	и его	24	36
82	того же	1	35
83	с другом	2	35
84	можно было	4	35
85	в себе	7	35
86	в которой	1	35
87	и т.д	2	35
88	друг с	2	35
89	он не	3	35
90	для себя	1	35
91	связи с	5	34
92	и как	2	34
93	приводит к	2	34
94	прежде всего	26	33
95	при этом	10	33
96	по себе	1	33
97	мысли к	1	33
98	именно в	6	32
99	и на	25	32
100	той же	1	32
101	по своему	9	32
102	что и	2	32
103	но в	16	32
104	слова и	1	32
105	развития и	2	31
106	развития в	2	31
107	все же	10	31
108	мысли и	4	30
109	на то	2	30
110	этом отношении	5	30
111	в устной	1	30
112	между тем	5	29
113	и развития	1	29
114	как известно	2	29
115	могут быть	4	29
116	от того	2	29
117	с этим	1	28
118	что с	1	28
119	речи мы	1	28
120	самом деле	3	28
121	с этой	1	27
122	в результате	1	27
123	другой стороны	1	27
124	этом случае	1	27
125	в то	5	27
126	и с	8	27
127	в своей	8	27
128	что все	1	27
129	перед нами	1	27
130	в их	6	26
131	нашего исследования	2	26
132	в собственном	4	26
133	собственном смысле	3	26
134	для него	12	26
135	мысли в	1	26
136	в частности	6	26
137	в чем	2	25
138	еще не	8	25
139	уже в	5	25
140	все это	16	25
141	можно сказать	4	25
142	по мере	1	25
143	своего развития	3	25
144	только не	1	25
145	мы уже	18	25
146	это не	4	25
147	в смысле	2	24
148	мы знаем	1	24
149	тот же	4	24
150	целый ряд	2	24
151	на этот	3	24
152	того как	1	24
153	в какой	2	24
154	так что	1	24
155	в нем	16	24
156	оба эти	1	24
157	как уже	1	24
158	друг друга	3	23
159	этот вопрос	2	23
160	бы в	2	23
161	ни в	1	23
162	как он	1	23
163	во всяком	2	22
164	не могут	4	22
165	в известном	1	22
166	мыслью и	1	22
167	между ними	4	21
168	к этому	2	21
169	и следовательно	3	21
170	и ее	1	21
171	представление о	2	21
172	в нашем	3	21
173	его в	7	21
174	в свете	3	21
175	там где	3	21
176	и все	7	21
177	в истории	5	21
178	ее в	2	21
179	и более	4	21
180	отношений между	1	21
181	отношение к	9	21
182	в виду	5	20
183	не менее	2	20
184	в котором	1	20
185	в другом	2	20
186	к которому	2	20
187	из них	7	20
188	речь и	2	20
189	из этих	7	20
190	в такой	1	20
191	и других	6	20
192	а в	4	20
193	говорит что	1	20
194	как раз	3	20
195	на этом	2	20
196	по существу	2	20
197	и их	3	20
198	в связи	2	19
199	во всех	13	19
200	и по	3	19
201	один из	5	19
202	ступени развития	1	19
203	независимо от	1	19
204	в той	5	19
205	мы и	4	19
206	с развитием	1	19
207	как на	4	19
208	с ним	6	19
209	в себя	9	19
210	мы говорили	1	19
211	из которых	2	19
212	во всем	5	18
213	во всей	4	18
214	но это	5	18
215	в отличие	4	18
216	отличие от	5	18
