N	3gram	Bakhtin_Fr	VLabPisa
1	в этом отношении	3	14
2	с другой стороны	2	8
3	по отношению к	3	7
4	по этому поводу	1	7
5	более или менее	3	6
6	в том что	4	5
7	в то же	12	5
8	то же время	12	5
9	в одном из	2	4
10	в связи с	2	4
11	мы видели что	1	3
12	и др в	1	3
13	большей или меньшей	2	3
14	в значительной мере	1	3
15	о том как	3	3
16	о том что	4	3
17	таким образом не	1	3
18	та или иная	1	3
19	это и есть	1	3
20	одной стороны и	1	2
21	в частности к	1	2
22	не только для	1	2
23	во всяком случае	1	2
24	в чем же	2	2
25	и в другом	1	2
26	во всех его	3	2
27	в этом процессе	1	2
28	в том числе	4	2
29	нет никаких оснований	1	2
30	таким образом в	2	2
31	в большей или	2	2
32	до сих пор	3	2
33	в конце концов	5	2
34	том числе и	2	2
35	или меньшей степени	1	2
36	не только в	1	2
37	во всех этих	1	2
38	можно определить как	1	2
39	по этому вопросу	1	2
40	в другом месте	3	2
41	с одной стороны	3	2
42	все эти явления	1	2
43	можно было бы	2	2
44	после того как	6	2
45	в плоть и	1	1
46	и не быть	1	1
47	является таким образом	1	1
48	в той или	1	1
49	имеет ничего общего	1	1
50	все это мы	1	1
51	в свою очередь	3	1
52	некоторые из них	1	1
53	в том же	1	1
54	все то что	3	1
55	но по существу	2	1
56	в конце года	1	1
57	той или иной	1	1
58	в применении к	1	1
59	мы видим что	2	1
60	и может быть	1	1
61	но и в	2	1
62	начале этой главы	1	1
63	в ту же	1	1
64	в этом смысле	1	1
65	как это было	1	1
66	плоть и кровь	1	1
67	не в этом	1	1
68	в результате этого	1	1
69	с большей или	1	1
70	это одна из	4	1
71	имеем в виду	2	1
72	даже в этой	1	1
73	том или ином	2	1
74	или иной мере	1	1
75	то что в	2	1
76	в самом деле	3	1
77	и благодаря этому	2	1
78	у него был	1	1
79	как один из	2	1
80	не могут иметь	1	1
81	в таких же	1	1
82	именно к этому	1	1
83	таким образом уже	1	1
84	очень важную в	1	1
85	и многих других	1	1
86	у него в	2	1
87	в то время	1	1
88	леонардо да винчи	1	1
89	но к ним	1	1
90	на этот вопрос	1	1
91	говорит о том	1	1
92	и есть то	2	1
93	каждый из них	2	1
94	со всех сторон	2	1
95	он говорит и	1	1
96	того как он	2	1
97	ничего общего с	1	1
98	другой стороны в	1	1
99	как и все	1	1
100	для правильного понимания	1	1
101	но в то	3	1
102	по аналогии с	1	1
103	том же духе	1	1
104	не подлежит сомнению	1	1
105	в данном случае	1	1
106	в том или	2	1
107	момент в процессе	1	1
108	мы полагаем что	1	1
109	к тому же	1	1
110	и по отношению	2	1
111	не имеет ничего	1	1
112	дошедших до нас	1	1
113	в качестве оружия	1	1
114	но с более	1	1
115	в новое время	1	1
116	то же самое	1	1
117	и в каждой	2	1
118	то что из	1	1
119	но все же	1	1
120	в системе образов	2	1
121	в последнем счете	1	1
122	от всех других	1	1
123	в начале этой	1	1
124	таким образом и	2	1
125	хотя оно и	1	1
126	чрезвычайно разнообразны они	1	1
127	но и для	2	1
