N	3gram	Propp_Isto	Freidism
1	с точки зрения	1	15
2	не может быть	4	14
3	по отношению к	2	11
4	в том что	8	9
5	как мы видели	7	8
6	во всяком случае	2	8
7	и прежде всего	1	7
8	мы знаем что	8	6
9	может быть и	1	6
10	в большинстве случаев	2	5
11	с самого начала	1	5
12	можно сказать что	2	5
13	в свою очередь	1	4
14	это вовсе не	1	4
15	мы увидим что	2	4
16	тем не менее	6	4
17	на самом деле	1	4
18	в зависимости от	1	4
19	в данном случае	6	4
20	в таком случае	1	4
21	только то что	1	3
22	мы уже знаем	3	3
23	о том что	3	3
24	до сих пор	7	3
25	и той же	2	3
26	на этот вопрос	1	3
27	мы видели что	6	3
28	одной и той	2	3
29	мы не можем	1	3
30	в следующей главе	1	3
31	и не может	1	3
32	все же остальное	1	2
33	равно как и	1	2
34	но вместе с	1	2
35	и может быть	1	2
36	заключается в том	1	2
37	в чем же	1	2
38	один из них	1	2
39	на всю жизнь	1	2
40	и с помощью	1	2
41	в таких случаях	2	2
42	в узком смысле	1	2
43	у нас в	1	2
44	что и в	3	2
45	то обстоятельство что	1	2
46	в связь с	1	2
47	все что в	1	2
48	к тому что	1	2
49	самом же деле	1	2
50	это и есть	2	2
51	в другом месте	1	2
52	на самом же	1	2
53	с одной стороны	2	2
54	к этому времени	1	2
55	то же самое	1	2
56	и т д	30	1
57	что он не	1	1
58	о себе и	1	1
59	в этом случае	8	1
60	однако мы знаем	1	1
61	сих пор не	1	1
62	он должен был	1	1
63	но и не	1	1
64	и за другими	1	1
65	интересен тем что	1	1
66	и у нас	1	1
67	но тем не	2	1
68	еще на одну	1	1
69	же мы имеем	1	1
70	остановимся только на	1	1
71	и др в	1	1
72	но прежде всего	1	1
73	что же это	1	1
74	но и по	1	1
75	и даже не	1	1
76	которого она является	1	1
77	в более позднее	1	1
78	то что он	1	1
79	в свою противоположность	1	1
80	но и в	2	1
81	же это за	1	1
82	мы видим в	3	1
83	знаем что в	1	1
84	могут быть объяснены	1	1
85	мы имеем у	1	1
86	так и с	1	1
87	по сравнению с	2	1
88	то что как	1	1
89	его таким образом	1	1
90	большую роль в	1	1
91	в себя и	1	1
92	имеется в виду	1	1
93	они и не	1	1
94	авторитет и власть	1	1
95	нашей точки зрения	1	1
96	итоги мы можем	1	1
97	в жизни и	1	1
98	и дать ему	1	1
99	из этих двух	1	1
100	что мы знаем	1	1
101	и пр но	1	1
102	в чем состоит	2	1
103	отличает его от	1	1
104	что в данном	2	1
105	не менее он	1	1
106	уже знакомый нам	1	1
107	в то время	2	1
108	сравнению с ними	1	1
109	все же не	1	1
110	в нем происходит	1	1
111	не совсем так	2	1
112	хотя и не	1	1
113	данном случае в	1	1
114	друг с другом	2	1
115	в несколько иной	1	1
116	именно в этой	1	1
117	может оказаться весьма	1	1
118	все это только	1	1
119	у различных народов	1	1
120	ничего общего с	1	1
121	общего с этим	1	1
122	не что иное	6	1
123	через некоторое время	2	1
124	вовсе не есть	1	1
125	в такой же	1	1
126	иметь в виду	1	1
127	она не может	1	1
128	бросается в глаза	1	1
129	увидим что в	1	1
130	не похожи на	1	1
131	так как они	1	1
132	более позднее время	1	1
133	так же как	7	1
134	это не совсем	2	1
135	мы знаем теперь	1	1
136	смысле этого слова	3	1
137	подводя итоги мы	1	1
138	во всех этих	1	1
139	том что в	2	1
140	направление в котором	1	1
141	и как мы	1	1
142	к которой он	1	1
143	но этим дело	1	1
144	не только не	2	1
145	есть не что	2	1
146	ту роль которую	2	1
147	уже знаем что	1	1
148	мы остановимся только	1	1
149	не будем мы	1	1
150	так как в	1	1
151	но в чем	1	1
152	с этим комплексом	1	1
153	в целом и	1	1
154	можно сказать о	1	1
155	и всей той	1	1
156	по этому вопросу	1	1
157	что иное как	6	1
158	таким образом этот	1	1
159	но все же	5	1
160	мы имеем в	4	1
161	что в некоторых	3	1
162	нет ничего удивительного	1	1
163	мы не будем	2	1
164	из того что	1	1
165	таким образом и	2	1
166	не то что	1	1
167	но никогда не	1	1
168	и входит в	1	1
169	говорит об этом	1	1
170	можно было бы	2	1
171	имеет своей целью	1	1
172	бы он действительно	1	1
