N	2gram	Tiupa_Narr	formyVre
1	и в	19	148
2	в этом	17	73
3	то есть	19	70
4	в нем	4	51
5	прежде всего	4	46
6	и не	20	37
7	в его	9	36
8	и его	5	36
9	вовсе не	1	35
10	но и	23	33
11	то же	4	32
12	не только	32	32
13	в литературе	2	32
14	но в	6	31
15	жизни и	3	31
16	так и	9	29
17	времени в	2	27
18	может быть	25	27
19	не в	14	26
20	как мы	3	26
21	как и	7	25
22	как бы	4	25
23	человеческой жизни	1	24
24	точки зрения	10	24
25	мы уже	1	24
26	только в	4	23
27	в то	3	23
28	времени и	7	23
29	человека в	2	23
30	в том	18	22
31	то что	11	22
32	связи с	4	21
33	во всех	1	21
34	жизни в	3	21
35	же время	4	21
36	все эти	2	21
37	в своем	2	19
38	и др	2	19
39	и на	3	19
40	и для	2	19
41	таким образом	1	18
42	у него	4	18
43	и все	2	18
44	еще не	7	18
45	по существу	2	18
46	при этом	9	17
47	те же	4	17
48	в особенности	4	17
49	в пределах	2	17
50	все же	7	16
51	в связи	2	16
52	того же	1	16
53	в основе	5	16
54	и во	1	16
55	не может	10	16
56	в них	1	15
57	никогда не	3	15
58	с точки	2	15
59	так сказать	1	15
60	с его	6	15
61	в пространстве	4	15
62	лишь в	1	15
63	и как	5	14
64	и с	4	14
65	так же	2	14
66	в конце	1	14
67	его жизни	2	14
68	а не	12	14
69	как раз	2	14
70	в самом	1	13
71	в котором	1	13
72	друг с	1	13
73	с ним	1	13
74	как в	7	13
75	роль в	2	13
76	здесь в	1	13
77	в их	1	13
78	с другом	1	13
79	в частности	14	13
80	а в	11	13
81	же в	4	13
82	и до	2	12
83	время в	2	12
84	не было	2	12
85	он не	3	12
86	отнюдь не	5	12
87	что в	3	12
88	с природой	1	12
89	потому что	1	12
90	ничего не	2	12
91	но не	6	12
92	и наконец	1	12
93	из них	3	11
94	хотя и	3	11
95	его в	2	11
96	между ними	2	11
97	и у	1	11
98	ни в	3	11
99	смерть и	1	11
100	уже в	3	11
101	мира и	2	11
102	в ней	3	11
103	и времени	1	11
104	уже не	5	10
105	и того	2	10
106	входит в	1	10
107	в ее	3	10
108	сих пор	1	10
109	также и	1	10
110	до сих	1	10
111	со смертью	2	10
112	в ряд	1	10
113	здесь не	4	10
114	тот же	1	10
115	и даже	3	9
116	но все	4	9
117	их в	1	9
118	с другой	8	9
119	наряду с	2	9
120	всего в	1	9
121	на протяжении	6	9
122	к себе	5	9
123	могут быть	3	9
124	та же	2	9
125	отношения к	2	9
126	оно не	2	9
127	том что	14	9
128	этот ряд	1	9
129	в самой	1	9
130	для него	2	9
131	есть в	2	9
132	одного и	1	9
133	мира в	5	9
134	и к	1	8
135	в результате	2	8
136	в виду	1	8
137	и смерть	1	8
138	к тому	7	8
139	и т.п	8	8
140	с одной	7	8
141	в произведении	3	8
142	что и	1	8
143	в мире	9	8
144	героя и	4	8
145	здесь мы	1	8
146	и по	1	8
147	один из	3	8
148	для себя	1	8
149	со всеми	1	8
150	если бы	1	8
151	в непосредственном	1	8
152	здесь и	2	8
153	жизни но	2	8
154	и то	1	8
155	том числе	6	8
156	это не	2	8
157	и прежде	1	8
158	а также	7	8
159	на фоне	1	8
160	и потому	2	8
161	отношение к	2	8
162	отношению к	6	8
163	или иной	5	8
164	себе самому	1	8
165	в целом	1	8
166	в той	6	7
167	не как	2	7
168	имеет место	4	7
169	между собой	2	7
170	из этих	3	7
171	картину мира	2	7
172	в себе	8	7
173	но он	1	7
174	не знает	1	7
175	в себя	6	7
176	в форме	5	7
177	с ее	3	7
178	в процессе	1	7
179	например в	2	7
180	поэтому и	1	7
181	и он	3	7
182	себя и	2	7
183	нет ничего	1	7
184	было бы	4	7
185	не могло	2	7
186	в эпизоде	3	7
187	в отличие	5	7
188	том же	1	7
189	того что	2	7
190	мир в	1	7
191	этом отношении	3	7
192	отличие от	5	7
193	во времени	8	7
194	место в	1	7
195	что было	1	6
196	именно в	6	6
197	на первый	2	6
198	о том	6	6
199	между двумя	5	6
200	в различных	1	6
201	ни одного	1	6
202	сказать что	4	6
203	во всей	2	6
204	характерно что	1	6
205	в разрезе	1	6
