N	2gram	Voloshinov	slovoVRo
1	и в	3	92
2	может быть	1	59
3	и не	1	51
4	не только	1	44
5	не может	4	41
6	но и	1	39
7	литературного языка	1	37
8	а не	1	34
9	точки зрения	1	30
10	в его	1	27
11	то же	1	23
12	и на	1	22
13	в то	1	20
14	же время	1	18
15	с точки	1	15
16	в особенности	1	13
17	один из	2	11
18	для него	1	11
19	языка как	1	11
20	в языке	1	10
21	и все	1	10
22	может не	1	10
23	с другими	1	10
24	в ней	1	8
25	язык как	1	7
26	связи с	1	7
27	конечно и	1	6
28	подхода к	1	6
29	по своим	1	6
30	он в	1	6
31	не менее	1	5
32	в каждом	1	5
33	если бы	1	4
34	влияния на	1	4
35	к тому	1	4
36	в системе	1	4
37	художественной прозе	1	4
38	и событий	1	3
39	и социальной	1	3
40	и заставляет	1	3
41	его от	1	3
42	тому что	1	3
43	смысл и	1	3
44	может и	1	3
45	во второй	1	3
46	из этих	1	3
47	речь и	1	3
48	вещей и	1	3
49	о формах	1	2
50	риторических форм	1	2
51	без учета	1	2
52	формальных приемов	1	2
53	себя от	1	2
54	при анализе	1	2
55	несмотря на	1	2
56	нет и	1	2
57	не из	1	2
58	мы видим	1	2
59	риторические жанры	1	2
60	анализа и	1	2
61	персонажей и	1	2
62	этой проблемы	1	1
63	достоевского и	2	1
64	если в	2	1
65	можно и	1	1
66	исходя из	1	1
67	и должно	1	1
68	не оказать	1	1
69	имен вещей	1	1
70	историческому становлению	1	1
71	конкретного осуществления	1	1
72	о художественной	1	1
73	художественного произведения	1	1
74	поставить в	1	1
75	во внехудожественной	1	1
76	бы на	1	1
77	понимания этого	1	1
78	с теми	1	1
79	второй части	1	1
80	себе все	1	1
81	бы в	1	1
82	почти с	1	1
83	грамматических категорий	1	1
84	и аудитории	1	1
85	тех же	1	1
86	категорий и	1	1
