N	3gram	Bakhtin_Fr	KulturaY
1	для того чтобы	8	38
2	с точки зрения	5	36
3	в том что	8	33
4	в самом деле	2	29
5	можно было бы	2	25
6	тем не менее	1	19
7	с другой стороны	2	17
8	в зависимости от	1	16
9	до сих пор	3	14
10	по отношению к	1	13
11	в связи с	5	12
12	и в самом	1	11
13	не может быть	4	11
14	в этом отношении	7	11
15	о том что	5	10
16	вместе с тем	2	9
17	на самом деле	4	8
18	не только в	1	8
19	а с другой	1	7
20	в свою очередь	1	7
21	с одной стороны	2	7
22	после того как	1	7
23	в отличие от	3	6
24	к тому же	3	6
25	то же время	14	6
26	только тогда когда	1	6
27	той или иной	1	6
28	в то же	14	6
29	можно говорить о	2	5
30	так и в	1	5
31	потому что он	3	5
32	более или менее	2	5
33	в соответствии с	1	5
34	в данном случае	4	5
35	на этот вопрос	1	5
36	как мы видели	4	5
37	хотя бы в	2	5
38	в конечном счете	1	4
39	но вряд ли	1	4
40	в первом случае	3	4
41	и того же	1	4
42	в нашем смысле	1	4
43	одного и того	1	4
44	сих пор еще	2	4
45	только то что	1	4
46	и вовсе не	3	4
47	так же как	4	4
48	дает нам право	1	4
49	в этой области	1	4
50	о том как	2	3
51	совершенно ясно что	1	3
52	в конце концов	1	3
53	вместо того чтобы	1	3
54	как раз и	1	3
55	точки зрения на	2	3
56	или меньшей степени	1	3
57	большей или меньшей	1	3
58	не только для	2	3
59	от того что	1	3
60	все это не	1	3
61	и не в	2	3
62	в то время	3	3
63	в большей или	1	3
64	у нас есть	1	3
65	в лучшем случае	1	3
66	что и в	2	3
67	только для того	2	3
68	тем что она	1	3
69	что он не	1	2
70	в вопросе о	1	2
71	в той или	1	2
72	рано или поздно	1	2
73	но вернемся к	3	2
74	в противоречии с	1	2
75	и прежде всего	4	2
76	а следовательно и	1	2
77	в большинстве случаев	5	2
78	в каждом из	1	2
79	находится в противоречии	1	2
80	того чтобы не	1	2
81	имеется в виду	2	2
82	самом деле в	1	2
83	с вопросом о	1	2
84	в том числе	6	2
85	и в других	1	2
86	и тот же	2	2
87	потому что она	2	2
88	потому что в	1	2
89	друг от друга	1	2
90	в строгом смысле	1	2
91	по природе своей	1	2
92	и то же	1	2
93	по своему содержанию	1	2
94	и если бы	1	2
95	то же слово	1	2
96	ничего общего с	1	2
97	один из собеседников	1	2
98	какое же значение	1	2
99	в особенности же	1	2
100	между тем как	2	2
101	и в то	3	2
102	и литературной речи	1	2
103	хотя и не	1	2
104	и там где	1	2
105	в известной мере	5	2
106	это все же	1	2
107	так как он	1	2
108	в буквальном смысле	1	2
109	для этой цели	1	2
110	в ее целом	1	2
111	лишь тогда когда	1	2
112	в узком смысле	1	2
113	но он не	1	2
114	но кроме того	1	2
115	так один из	1	2
116	это вовсе не	1	2
117	в этом своем	1	2
118	один и тот	1	2
119	в другом месте	3	2
120	и дает нам	1	2
121	можно сказать что	4	2
122	и той же	1	2
123	таким образом в	3	2
124	и в особенности	1	2
125	все те же	1	2
126	в большей степени	1	2
127	не что иное	1	2
128	одной и той	1	2
129	большую роль в	1	2
130	что иное как	1	2
131	также и в	2	2
132	ровно ничего не	2	2
133	потому что они	1	2
134	может быть и	1	2
135	в таком например	1	1
136	отношению к которому	1	1
137	нет почти ни	1	1
138	между ними и	1	1
139	с представлением о	2	1
140	именно это и	1	1
141	несмотря на их	1	1
142	они свидетельствуют о	2	1
143	ту же функцию	1	1
144	все то что	5	1
145	но в разной	1	1
146	это и дает	1	1
147	и с его	1	1
148	и на все	1	1
149	огромном большинстве случаев	1	1
150	никак не может	2	1
151	между словом и	2	1
152	сводится в сущности	1	1
153	в этом обновленном	1	1
154	связи с вопросом	1	1
155	то что не	1	1
156	но нас интересует	1	1
157	и к этому	1	1
158	так в особенности	1	1
159	это особенно ясно	1	1
160	эта связь между	1	1
161	на том же	1	1
162	и в нашем	1	1
163	казалось бы не	1	1
164	но уже и	1	1
165	до наших дней	1	1
166	если они не	1	1
167	в числе прочих	1	1
168	в коем случае	1	1
169	и независимо от	1	1
170	i гл iv	2	1
171	случаях перед нами	1	1
172	не будем говорить	1	1
173	но именно это	1	1
174	вообще можно сказать	1	1
175	они уже не	1	1
176	но и с	1	1
177	все они имеют	1	1
178	во втором случае	3	1
179	было бы неправильно	1	1
180	и некоторые другие	1	1
181	конечно далеко не	2	1
182	на которой он	1	1
183	в особенности в	1	1
184	именно потому что	1	1
185	это в сущности	1	1
186	есть не что	1	1
187	не могло не	2	1
188	того же явления	1	1
189	ни в коем	1	1
190	если же вы	2	1
191	это конечно не	4	1
192	один из самых	1	1
193	и что нет	1	1
194	и даже в	2	1
195	а вслед за	1	1
196	тогда когда они	1	1
197	в частности и	1	1
198	как это утверждает	1	1
199	с этим словом	1	1
200	том что в	1	1
201	находит себе место	1	1
202	каждом из этих	1	1
203	но и более	1	1
204	что именно в	1	1
205	не хочет и	1	1
206	то же самое	3	1
207	не мог понять	1	1
208	по этому поводу	1	1
209	и говорить о	1	1
210	и в самых	1	1
211	но все это	1	1
212	не нуждается в	2	1
213	это своего рода	2	1
214	в стороне от	1	1
215	в своей книге	1	1
216	а именно в	1	1
217	ко второму из	1	1
218	в одном случае	1	1
219	одном и том	1	1
220	все это конечно	1	1
