N	2gram	Trubetskoy	OGranits
1	и в	14	13
2	прежде всего	8	9
3	может быть	9	8
4	и не	19	8
5	не может	22	8
6	в его	4	7
7	и их	1	7
8	точки зрения	11	7
9	таким образом	11	6
10	не только	9	6
11	мы должны	7	6
12	только в	5	6
13	то что	13	6
14	как бы	4	6
15	языка и	1	5
16	хотя бы	5	5
17	с точки	9	5
18	и т.д	4	5
19	но ведь	1	5
20	все же	4	5
21	и наконец	2	5
22	мы можем	2	4
23	не является	1	4
24	мы не	1	4
25	то же	11	4
26	еще и	1	4
27	было бы	5	4
28	все это	6	4
29	в сознании	3	4
30	лишь в	3	4
31	в своей	5	4
32	но мы	3	4
33	но в	2	4
34	вопроса о	1	4
35	с этим	2	3
36	что в	4	3
37	к одному	1	3
38	и то	4	3
39	ни один	1	3
40	так и	1	3
41	говорить о	3	3
42	не столько	1	3
43	отношению к	1	3
44	по отношению	2	3
45	превращается в	1	3
46	в их	4	3
47	в ее	1	3
48	здесь мы	1	3
49	самом деле	7	3
50	не в	4	3
51	в которой	1	3
52	что же	4	3
53	для целей	1	3
54	и все	1	3
55	но для	2	3
56	в себе	9	3
57	так как	4	3
58	вряд ли	3	3
59	да и	3	3
60	но и	10	3
61	и для	6	3
62	как и	4	3
63	точку зрения	4	3
64	никогда не	5	3
65	в области	2	2
66	в самом	3	2
67	во всем	4	2
68	и к	6	2
69	что они	3	2
70	того или	2	2
71	может иметь	1	2
72	иное как	1	2
73	в данном	7	2
74	мы уже	2	2
75	и этот	3	2
76	в своих	6	2
77	в этом	17	2
78	в общем	1	2
79	случае и	1	2
80	данном случае	3	2
81	мог бы	1	2
82	в течение	2	2
83	входит в	1	2
84	для себя	2	2
85	и при	6	2
86	и должно	2	2
87	который мы	1	2
88	роль в	1	2
89	в другом	3	2
90	при этом	5	2
91	несмотря на	3	2
92	между тем	5	2
93	в полном	1	2
94	для него	6	2
95	и задача	1	2
96	и тем	2	2
97	в руках	1	2
98	те же	1	2
99	ее в	2	2
100	в том	17	2
101	с этой	1	2
102	что эта	1	2
103	и является	2	2
104	не на	1	2
105	от этого	1	2
106	так же	2	2
107	самого начала	1	2
108	а в	5	2
109	если бы	6	2
110	себе что	1	2
111	от своего	1	2
112	в ней	2	2
113	с самого	1	2
114	тем что	3	2
115	могут быть	1	2
116	вовсе не	1	2
117	может в	1	2
118	в связи	1	2
119	в зависимости	1	2
120	с ними	1	2
121	вне всякой	2	2
122	все эти	2	2
123	конечно мы	1	2
124	с другой	1	2
125	не менее	1	2
126	том что	9	2
127	в нем	5	2
128	или иного	2	2
129	а не	2	2
130	пути к	2	2
131	к тому	7	2
132	есть не	1	2
133	бы в	1	2
134	разумеется что	2	2
135	борьбы и	1	1
136	в некоторых	2	1
137	всего в	1	1
138	поскольку она	1	1
139	этого и	1	1
140	о сущности	1	1
141	к которому	1	1
142	и оба	1	1
143	выражение в	1	1
144	ее и	1	1
145	него прежде	1	1
146	эпохи не	1	1
147	для всех	6	1
148	еще одну	1	1
149	это конечно	1	1
150	только к	3	1
151	и других	1	1
152	является для	1	1
153	один из	1	1
154	то это	3	1
155	она и	1	1
156	вопрос о	5	1
157	как же	1	1
158	и заняться	1	1
159	оказались бы	1	1
160	они не	1	1
161	наблюдается у	1	1
162	ведь в	2	1
163	строя и	1	1
164	на нем	1	1
165	ясное и	1	1
166	само собой	1	1
167	творца и	1	1
168	лишен всякого	1	1
169	которая как	1	1
170	даже и	2	1
171	с единым	1	1
172	которые не	1	1
173	должно быть	3	1
174	если он	1	1
175	которой он	4	1
176	необходимо чтобы	1	1
177	и вот	2	1
178	на том	3	1
179	но при	1	1
180	более или	4	1
181	это особенно	1	1
182	потому что	5	1
183	в значительной	3	1
184	должны быть	1	1
185	он всегда	1	1
186	но даже	2	1
187	возможностью и	1	1
188	того чтобы	8	1
189	и если	7	1
190	же как	1	1
191	или иных	1	1
192	можно лишь	1	1
193	и более	2	1
194	и у	1	1
195	также и	1	1
196	ту же	1	1
197	для которой	1	1
198	это и	1	1
199	для того	6	1
200	тому что	2	1
201	с одним	1	1
202	его себе	1	1
203	которые и	1	1
204	быть не	1	1
205	к новым	1	1
206	которых он	1	1
207	главное и	1	1
208	они считают	1	1
209	его и	2	1
210	не всегда	1	1
211	в своем	6	1
212	в разных	1	1
213	на службу	1	1
214	и тогда	2	1
215	говорить не	1	1
216	значительной мере	2	1
217	этом отношении	1	1
218	этой возможностью	1	1
219	совокупность элементов	1	1
220	время в	2	1
221	что при	1	1
222	явствует что	1	1
223	остается только	1	1
224	тем не	1	1
225	сознании и	1	1
226	как это	1	1
227	вследствие этого	1	1
228	те или	1	1
229	в свои	1	1
230	свою новую	1	1
231	что такое	2	1
232	всю достижимую	1	1
233	мы в	1	1
234	только на	2	1
235	может лишь	1	1
236	об этом	1	1
237	борьбе с	3	1
238	себе на	1	1
239	переходит в	1	1
240	остановиться на	1	1
241	и что	2	1
242	на самом	6	1
243	для человека	1	1
244	в различных	1	1
245	для них	3	1
246	и тот	2	1
247	мышление и	1	1
248	можно было	4	1
249	в этой	4	1
250	для данного	1	1
251	которое является	1	1
252	людей и	2	1
253	у других	2	1
254	борьба с	1	1
255	иметь в	1	1
256	в начале	2	1
257	ни одна	3	1
258	что к	1	1
259	быть может	1	1
260	сводится к	3	1
261	и есть	2	1
262	конечно не	5	1
263	в действительном	1	1
264	этой внутренней	1	1
265	но это	2	1
266	только то	1	1
267	по себе	2	1
268	в совершенно	4	1
269	этот вопрос	2	1
270	в истории	1	1
271	все равно	1	1
272	по своей	1	1
273	же время	10	1
274	его в	4	1
275	отчасти в	1	1
276	с понятием	1	1
277	отметить что	2	1
278	основании что	1	1
279	а на	1	1
280	связь с	1	1
281	а лишь	4	1
282	однако если	1	1
283	событий и	1	1
284	не было	3	1
285	связи с	3	1
286	же особенно	1	1
287	ко всем	3	1
288	в борьбе	2	1
289	если не	2	1
290	он весь	1	1
291	что касается	1	1
292	состоит в	2	1
293	если только	2	1
294	зависимость от	2	1
295	или в	3	1
296	к полной	1	1
297	в основе	1	1
298	для создания	1	1
299	на то	5	1
300	же самое	1	1
301	из нее	1	1
302	вся эта	2	1
303	их в	2	1
304	считают себя	1	1
305	нет и	1	1
306	заключается в	1	1
307	у некоторых	1	1
308	природы и	1	1
309	раз навсегда	2	1
310	на себя	2	1
311	неразрывно связаны	1	1
312	возможно только	1	1
313	та или	1	1
314	в эпоху	1	1
315	или менее	4	1
316	в определенной	1	1
317	найти в	1	1
318	не произойдет	3	1
319	сил которые	1	1
320	представление о	1	1
321	такой же	1	1
322	с большим	1	1
323	к другим	1	1
324	в конце	3	1
325	одной из	3	1
326	совершенно иных	1	1
327	до такой	1	1
328	пищи и	1	1
329	к этому	1	1
330	не знаем	1	1
331	в одной	1	1
332	и как	3	1
333	лишь с	1	1
334	ведь уже	1	1
335	некоторых других	1	1
336	до конца	1	1
337	что он	6	1
338	том основании	1	1
339	столь же	1	1
340	в собственном	1	1
341	привести только	1	1
342	себя как	2	1
343	или даже	1	1
344	и о	2	1
345	является не	2	1
346	в мире	4	1
347	вместе с	4	1
348	же остается	1	1
349	и вместе	2	1
350	одна из	3	1
351	на эту	2	1
352	но когда	1	1
353	этого слова	1	1
354	другом месте	1	1
355	в которых	1	1
356	но не	4	1
357	собой разумеется	1	1
358	именно с	1	1
359	но если	3	1
360	при таком	1	1
361	себя и	5	1
362	оно может	1	1
363	на место	1	1
364	может привести	1	1
365	тех или	1	1
366	говорить и	1	1
367	в такой	1	1
368	быть и	2	1
369	в то	10	1
370	должно было	1	1
371	ли вообще	1	1
372	отнюдь не	7	1
373	только с	2	1
374	о которых	3	1
375	понятие о	1	1
376	это направление	1	1
377	может и	1	1
378	vi мы	1	1
379	в себя	1	1
380	именно этого	1	1
381	воздействия на	1	1
382	для этого	3	1
383	с ее	1	1
384	и это	1	1
385	этим самым	1	1
386	в индии	1	1
387	того же	1	1
388	только они	1	1
389	из одного	1	1
390	в самой	1	1
391	в виде	3	1
392	ставить в	1	1
393	от него	2	1
394	и другое	1	1
395	к нему	2	1
396	не можем	2	1
397	в какую-то	1	1
398	последнее время	2	1
399	тем более	1	1
400	которой остается	1	1
401	особенно часто	1	1
402	из ранних	1	1
403	его можно	1	1
404	что такой	4	1
405	на все	1	1
406	еще не	3	1
