N	4gram	Vygotskiy_	VLabPisa
1	в том числе и	2	2
2	с одной стороны и	2	2
3	уже по одному тому	2	2
4	по одному тому что	2	2
5	в этом и заключается	2	2
6	есть одно и то	1	1
7	только в том что	2	1
8	с этой точки зрения	7	1
9	в том смысле что	1	1
10	имеет свою внутреннюю логику	1	1
11	в этом отношении может	1	1
12	и по отношению к	1	1
13	думается что все эти	1	1
14	не значит что он	1	1
15	одно и то же	1	1
16	но вместе с тем	3	1
17	то что должно быть	1	1
18	но то же самое	1	1
19	от того что мы	1	1
20	после всего сказанного выше	1	1
21	уже сама по себе	1	1
22	которая уже сама по	1	1
23	между этими двумя полюсами	1	1
24	по отношению к этим	1	1
25	так же как и	2	1
26	в то время как	4	1
27	что для того чтобы	1	1
28	не говоря уже о	1	1
29	мы имеем дело с	1	1
30	что мы имеем дело	1	1
31	и вместе с тем	1	1
32	ответ на этот вопрос	2	1
33	в этой области не	1	1
34	для того чтобы понять	1	1
35	если можно так выразиться	1	1
