N	2gram	Vygotskiy_	Istorich
1	и в	38	181
2	может быть	25	115
3	не только	16	114
4	что он	13	111
5	мы имеем	6	102
6	что в	31	90
7	но и	9	85
8	в этом	35	81
9	так как	19	75
10	то что	27	73
11	таким образом	36	72
12	вместе с	18	71
13	и не	16	67
14	мы видим	13	65
15	все же	11	65
16	в этих	4	64
17	еще не	6	63
18	не может	11	61
19	этих случаях	1	60
20	так же	26	57
21	то же	18	56
22	никогда не	11	56
23	в том	59	53
24	том что	44	53
25	а в	7	52
26	с другой	11	52
27	потому что	14	52
28	и что	15	51
29	и здесь	5	51
30	что и	14	51
31	мы видели	8	49
32	а не	7	48
33	о том	6	48
34	связь с	4	47
35	его в	8	47
36	не в	10	47
37	другой стороны	5	46
38	превращается в	1	45
39	мы должны	15	44
40	но в	4	44
41	это не	5	43
42	и его	5	43
43	мы знаем	10	42
44	в нем	4	42
45	только в	16	42
46	показывает что	9	42
47	как в	14	42
48	представление о	1	41
49	или в	4	39
50	тем что	12	38
51	и на	9	38
52	в его	22	38
53	для нас	6	38
54	как и	20	37
55	уже не	3	37
56	мы уже	8	37
57	он не	6	37
58	что здесь	2	37
59	так и	11	37
60	знаем что	1	36
61	мы увидим	4	36
62	мы можем	13	36
63	что они	23	35
64	с тем	18	35
65	мы не	14	35
66	здесь мы	4	35
67	все эти	9	35
68	не всегда	1	34
69	связи с	14	34
70	но не	7	34
71	а именно	1	34
72	у него	3	34
73	во время	3	34
74	что это	8	34
75	видим что	2	34
76	представления о	2	33
77	же как	10	33
78	там где	4	33
79	об этом	2	33
80	сих пор	3	32
81	в качестве	25	32
82	один из	8	31
83	прежде всего	6	31
84	так в	1	31
85	представляет собой	6	31
86	с этим	6	30
87	с одной	8	30
88	до сих	3	30
89	к нему	1	30
90	при помощи	3	30
91	этом случае	4	29
92	но все	4	29
93	одной стороны	8	29
94	как мы	14	29
95	но это	7	29
96	что она	7	28
97	и с	5	28
98	например в	2	28
99	так что	3	27
100	могут быть	9	27
101	того что	17	27
102	как он	8	27
103	как это	16	26
104	на него	2	26
105	и др	1	26
106	представляют собой	1	26
107	в ней	3	26
108	вопрос о	2	25
109	в дальнейшем	3	25
110	и он	1	25
111	не менее	8	24
112	к этому	5	24
113	было бы	15	24
114	раньше чем	3	24
115	того как	5	24
116	в виде	4	24
117	если бы	12	24
118	что мы	18	24
119	их в	6	23
120	как бы	17	23
121	точно так	4	23
122	и это	7	23
123	показывают что	6	23
124	тем не	6	23
125	в этой	7	23
126	все это	8	23
127	когда он	5	23
128	в частности	4	23
129	и по	5	22
130	с ним	4	22
131	при этом	13	22
132	в некоторых	1	22
133	связано с	2	21
134	в другом	3	21
135	в одном	4	21
136	сказать что	10	21
137	совершенно ясно	3	21
138	в связи	9	21
139	связан с	2	21
140	здесь не	2	21
141	к тому	8	21
142	они не	4	21
143	ее в	2	21
144	из них	5	20
145	из этих	5	20
146	она не	1	20
147	эта связь	1	20
148	наряду с	3	20
149	одна из	2	20
150	в свете	2	20
151	в других	2	20
152	очень часто	4	20
153	в силу	9	20
154	видели что	4	20
155	после чего	1	20
156	другими словами	3	20
157	а затем	4	19
158	так например	1	19
159	мы рассмотрим	1	19
160	что у	3	19
161	на том	3	19
162	но он	1	19
163	в тех	2	19
