N	2gram	Vinokur_Vv	FransuaR
1	и в	35	367
2	в этом	35	112
3	и т.п	1	108
4	и не	13	101
5	таким образом	21	100
6	и его	6	99
7	в его	12	98
8	прежде всего	10	92
9	не только	26	87
10	мы уже	2	85
11	но и	7	84
12	как бы	7	82
13	все эти	3	79
14	вовсе не	6	77
15	как и	7	76
16	в нем	13	75
17	но в	10	75
18	в эпоху	1	75
19	и на	3	72
20	и др	2	72
21	в том	38	71
22	как мы	11	71
23	то же	11	66
24	и все	1	66
25	в них	5	65
26	в этой	3	65
27	так и	2	65
28	и с	2	64
29	в сущности	3	64
30	в то	6	63
31	во время	1	63
32	во всех	2	62
33	все это	6	62
34	же время	6	55
35	что в	13	52
36	в своем	3	51
37	только в	16	48
38	так как	15	46
39	и до	2	46
40	том что	30	45
41	то что	19	41
42	здесь в	1	41
43	у него	1	40
44	жизни и	2	40
45	в самом	13	38
46	точки зрения	12	37
47	в ней	3	37
48	о том	16	35
49	он был	1	35
50	может быть	30	35
51	мы видим	1	35
52	сказать что	6	34
53	и даже	6	34
54	в себе	4	34
55	до нас	3	34
56	рядом с	2	32
57	мы видели	3	32
58	в конце	3	32
59	для него	1	32
60	до конца	3	31
61	в литературе	1	31
62	в своей	4	31
63	так же	3	30
64	но он	1	30
65	один из	6	30
66	потому что	18	30
67	той же	4	30
68	и потому	2	30
69	никогда не	3	30
70	в духе	1	29
71	в одном	4	29
72	еще не	4	29
73	связи с	3	29
74	в этих	3	29
75	что он	5	29
76	не может	19	29
77	в особенности	4	29
78	при этом	3	29
79	его в	6	29
80	не в	10	29
81	и к	3	28
82	из них	4	28
83	также и	20	28
84	в той	10	28
85	и другие	2	27
86	сих пор	7	27
87	до сих	7	27
88	том числе	1	27
89	все же	9	27
90	на части	1	27
91	во франции	1	27
92	по своему	5	27
93	кроме того	1	26
94	средние века	1	26
95	в средние	1	26
96	на самом	1	25
97	в области	4	25
98	с помощью	2	25
99	но это	2	25
100	этот образ	1	24
101	он и	2	24
102	но не	9	24
103	например в	2	24
104	в ее	11	24
105	и у	1	24
106	и от	1	24
107	как в	3	24
108	того чтобы	22	24
109	времени и	4	24
110	в частности	3	24
111	отношение к	3	24
112	так сказать	1	23
113	своего рода	3	23
114	и здесь	3	23
115	с ним	1	23
116	и для	4	23
117	в их	12	23
118	есть и	5	23
119	к нему	3	23
120	это не	8	23
121	еще и	4	23
122	не было	2	22
123	а в	6	22
124	тем что	6	22
125	что и	5	22
126	и других	3	22
127	вместе с	6	22
128	и о	1	22
129	в своих	2	21
130	именно в	8	21
131	культуры и	1	21
132	в отношении	3	21
133	уже в	5	21
134	и как	9	21
135	есть в	1	21
136	в качестве	8	21
137	одним из	5	21
138	в себя	1	21
139	что это	3	21
140	в виду	5	20
141	в связи	2	20
142	и это	6	20
143	в значительной	3	20
144	одной из	4	20
145	этом отношении	4	20
146	с точки	4	20
147	как раз	4	20
148	а также	3	20
149	самом деле	7	20
150	во всем	2	19
151	к этому	3	19
152	в эту	1	19
153	того же	3	19
154	за пределы	1	19
155	было бы	7	19
156	в дальнейшем	2	19
157	с другой	8	19
158	на протяжении	2	19
159	хотя и	5	19
160	в форме	2	19
161	далеко не	1	19
162	мы находим	1	18
163	конечно и	1	18
164	это и	1	18
165	здесь не	3	18
166	одна из	3	18
167	превращается в	1	18
168	на этом	3	18
169	это в	2	18
170	в большей	7	17
171	большей или	3	17
172	для того	23	17
173	в результате	4	17
174	можно было	8	17
175	своего времени	1	17
176	на его	1	17
177	еще более	1	17
178	но все	4	17
179	меньшей степени	1	17
180	связана с	4	17
181	и вот	3	17
182	того что	12	17
183	а не	5	17
184	в другом	3	16
185	с одной	4	16
186	между ними	3	16
187	между тем	10	16
188	нужно сказать	1	16
189	тот же	1	16
190	в начале	3	16
191	в свете	1	16
192	или меньшей	3	16
193	ничего не	2	16
194	они не	1	16
195	дело в	5	16
196	мысли и	2	15
197	а затем	2	15
198	в которой	1	15
199	из этих	9	15
200	с их	5	15
201	и вообще	3	15
202	одно из	5	15
203	как на	12	15
204	не мог	2	15
205	в первой	1	15
206	еще в	1	15
207	в истории	9	15
208	в самой	1	15
209	и прежде	1	15
210	в котором	4	14
211	в чем	4	14
212	образом в	1	14
213	мы не	2	14
214	на них	1	14
215	все что	1	14
216	в данном	11	14
217	несмотря на	2	14
218	в более	4	14
219	по существу	2	14
220	и сам	3	13
221	с этим	3	13
222	что все	1	13
223	его к	2	13
224	на языке	2	13
225	в одной	1	13
226	мира в	1	13
227	о чем	4	13
228	в жизни	1	13
229	одновременно и	3	13
230	на этой	3	13
231	одной стороны	4	13
232	здесь нет	4	13
233	отличие от	4	13
234	средних веков	2	13
235	бы в	2	13
236	и есть	3	13
237	только на	3	13
238	не на	1	13
239	этот процесс	4	13
240	или в	1	13
241	и эта	1	13
242	это было	1	13
243	жизнь и	1	13
244	как он	6	13
245	в известной	3	13
246	более того	1	13
247	другой стороны	5	12
248	во всей	1	12
249	вещей и	1	12
250	главным образом	1	12
251	и ее	4	12
252	та же	1	12
253	в новой	1	12
254	известной мере	2	12
255	у нас	2	12
256	раз в	1	12
257	другом месте	2	12
258	место в	1	12
259	с полной	2	12
260	можно сказать	4	12
261	в атмосфере	1	12
262	не могут	6	12
263	литературы и	2	12
264	он в	1	12
265	все то	1	12
266	но здесь	1	12
267	лишь в	1	12
268	об этом	6	12
269	зрения на	1	11
270	из самых	1	11
271	на эту	1	11
272	так например	6	11
273	уже не	6	11
274	что они	2	11
275	той или	3	11
276	и что	6	11
277	она была	2	11
278	в общем	14	11
279	и самый	1	11
280	того как	3	11
281	в течение	5	11
282	наконец в	1	11
283	в отличие	4	11
284	в свое	3	11
285	в ряде	2	11
286	и т.д	5	11
287	культуры в	5	11
288	все время	2	11
289	момент в	1	11
290	были в	1	11
291	время в	2	11
292	в системе	1	11
293	и особенно	1	11
294	это уже	2	11
295	и так	2	11
296	с ними	1	11
297	и более	1	11
298	слова и	1	11
299	ни с	2	11
300	другими словами	1	11
301	в заключение	1	11
302	по отношению	4	10
303	на котором	2	10
304	до наших	2	10
305	да и	4	10
306	и литературы	2	10
307	в таких	2	10
308	данном случае	5	10
309	наших дней	2	10
310	человека и	1	10
311	или иной	3	10
312	конце концов	2	10
313	новое и	1	10
314	самом же	1	10
315	к тому	4	10
316	даже и	4	10
317	на этот	6	10
318	значительной степени	1	10
319	второй половины	3	10
320	не просто	5	10
321	к которому	1	10
322	в изображении	1	10
323	здесь как	1	10
324	выражение в	2	10
325	мы здесь	1	10
326	во второй	3	10
327	в целом	5	10
328	был и	1	9
329	еще раз	2	9
330	в свет	1	9
331	в разных	7	9
332	связано с	1	9
333	в основу	2	9
334	для этой	1	9
335	как это	5	9
336	в тех	2	9
337	значение и	2	9
338	был в	2	9
339	но на	1	9
340	в которых	6	9
341	о котором	8	9
342	именно на	2	9
343	как к	1	9
344	ведь это	1	9
345	и со	2	9
346	это как	1	9
347	же в	1	9
348	что на	1	9
349	говорит о	3	9
350	эпоху возрождения	1	9
351	вся эта	1	9
352	отношения к	1	9
353	но как	2	9
354	мы можем	2	9
355	это были	1	9
356	но дело	3	9
357	правда не	1	9
358	не имеет	4	9
359	свое время	3	9
360	чем же	3	9
361	том же	2	9
362	на время	1	9
363	и то	7	9
364	в формах	2	9
365	для нас	1	9
366	отношению к	4	9
367	что не	5	9
368	с этой	5	8
369	более или	1	8
370	не менее	9	8
371	следовательно и	2	8
372	понятно что	3	8
373	в этот	2	8
374	и те	2	8
375	или менее	1	8
376	всего в	1	8
377	от этого	5	8
378	др в	1	8
379	оно было	1	8
380	и при	2	8
381	с тем	6	8
382	языка и	15	8
383	значение в	2	8
384	движение в	1	8
385	его современников	1	8
386	включает в	1	8
387	для этого	3	8
388	как они	1	8
389	перестает быть	1	8
390	нельзя было	1	8
391	по поводу	1	8
392	после того	2	8
393	ко всему	1	8
394	тому же	1	8
395	так что	5	8
396	как о	4	8
397	если бы	3	8
398	народа и	1	8
399	но с	5	8
400	и без	2	8
401	этой традиции	2	8
402	с самого	1	8
403	дело не	5	8
404	ведь и	1	8
405	того времени	1	8
406	нуждается в	3	8
407	не как	3	7
408	во всяком	5	7
409	искусства и	2	7
410	времени в	3	7
411	себе и	2	7
412	к ним	1	7
413	к этим	1	7
414	что у	1	7
415	на том	3	7
416	и та	1	7
417	не касается	1	7
418	связи и	1	7
419	по адресу	1	7
420	интерес к	1	7
421	подобно тому	2	7
422	литературы в	3	7
423	нет и	1	7
424	только с	4	7
425	них и	2	7
426	в виде	4	7
427	и очень	1	7
428	в некоторых	1	7
429	в различных	5	7
430	представление о	1	7
431	в наиболее	2	7
432	правда в	1	7
433	что по	1	7
434	эта связь	1	7
435	значительной мере	2	7
436	настоящее время	1	7
437	себя в	2	7
438	и этим	1	7
439	это конечно	1	7
440	всех его	1	7
441	так много	1	7
442	в таком	1	7
443	которые были	2	7
444	а как	5	7
445	и за	1	7
446	никак не	1	7
447	из которых	3	7
448	том как	1	7
449	в настоящее	1	7
450	точку зрения	1	7
451	как нечто	8	7
452	здесь все	3	7
453	есть только	2	7
454	к концу	1	7
455	должен быть	4	7
456	тому как	2	7
457	в свою	2	7
458	и часто	1	7
459	одного из	1	7
460	по этому	3	7
461	и всего	2	6
462	в центре	4	6
463	и был	2	6
464	не столько	2	6
465	жизнь в	1	6
466	казалось бы	2	6
467	не могли	2	6
468	хотя бы	6	6
469	имеем в	1	6
470	уже и	10	6
471	свою очередь	2	6
472	формах и	1	6
473	руки и	1	6
474	что она	3	6
475	котором мы	1	6
476	судить о	1	6
477	не остается	1	6
478	ведь в	1	6
479	и тот	1	6
480	например у	1	6
481	в какой-то	1	6
482	смысле слова	7	6
483	для них	2	6
484	языков и	2	6
485	его и	1	6
486	этот последний	1	6
487	у них	2	6
488	в руках	1	6
489	или даже	1	6
490	и эти	1	6
491	эту тему	1	6
492	как будто	3	6
493	момента в	2	6
494	и которые	1	6
495	а именно	6	6
496	и такие	1	6
497	говорить о	5	6
498	самого начала	1	6
499	до того	2	6
500	жизни как	2	6
501	преимущественно в	2	6
502	это прежде	1	6
503	такого рода	3	6
504	не была	1	6
505	литературе и	1	6
506	между прочим	1	6
507	не дает	1	6
508	могут быть	6	6
509	можно только	2	6
510	в языке	2	6
511	человеческой культуры	3	6
512	вряд ли	3	6
513	совершенно не	1	6
514	язык и	3	6
515	тех же	1	6
516	роста и	1	6
517	мы знаем	1	6
518	что здесь	2	6
519	этого слова	2	6
520	дает нам	1	6
521	ее в	1	6
522	очень много	1	6
523	как она	4	6
524	в новом	1	6
525	видит в	4	6
526	входит в	3	6
527	и обратно	4	6
528	в xix	1	6
529	от того	3	6
530	свое значение	2	6
531	в применении	7	5
532	в числе	1	5
533	сливается с	3	5
534	применении к	6	5
535	отсюда и	2	5
536	в риме	1	5
537	в строгом	3	5
538	и была	1	5
539	все в	1	5
540	этой книги	2	5
541	быть только	1	5
542	с другими	1	5
543	чем в	3	5
544	из важнейших	1	5
545	в ряду	2	5
546	и речи	1	5
547	из него	2	5
548	не могла	1	5
549	в историческом	1	5
550	который был	1	5
551	этой системе	1	5
552	одного и	2	5
553	тогда когда	4	5
554	этого процесса	1	5
555	значения и	1	5
556	изобразительных искусствах	1	5
557	французский язык	1	5
558	сравнению с	4	5
559	по сравнению	4	5
560	из его	2	5
561	со всей	3	5
562	каждый из	2	5
563	как например	6	5
564	литературного языка	1	5
565	мы имеем	4	5
566	которых он	1	5
567	и всегда	1	5
568	различия между	1	5
569	слово в	1	5
570	тем более	2	5
571	ему не	1	5
572	в г	5	5
573	имен и	1	5
574	есть не	5	5
575	же самое	3	5
576	на то	2	5
577	дело здесь	1	5
578	что было	1	5
579	можно говорить	3	5
580	в первом	5	5
581	по их	2	5
582	в собственном	3	5
583	было не	1	5
584	во многих	1	5
585	но уже	2	5
586	говорит что	1	5
587	не вполне	4	5
588	входят в	1	5
589	то в	1	5
590	от его	1	5
591	жить в	1	5
592	на язык	1	5
593	первом случае	2	5
594	должно быть	2	5
595	притом не	1	5
596	ни было	1	5
597	и сама	2	5
598	связан и	1	5
599	же как	3	5
600	он сам	3	5
601	вообще в	2	5
602	совсем не	3	5
603	на отдельные	1	5
604	независимо от	5	5
605	во втором	2	5
606	говорить в	1	5
607	почти не	1	5
608	должна быть	2	5
609	и из	2	5
610	возрождения и	2	5
611	в слове	3	5
612	была и	1	5
613	автора и	1	5
614	свою роль	1	5
615	нем не	1	5
616	если мы	1	5
617	такие которые	1	5
618	включая и	1	5
619	всяком случае	5	5
620	видеть в	1	5
621	бы и	3	5
622	по словам	1	5
623	должен был	4	5
624	вообще не	3	5
625	что мы	2	5
626	к своему	2	5
627	нисколько не	3	5
628	по его	2	5
629	человека в	1	5
630	стороны и	3	5
631	только то	1	5
632	слова в	1	5
633	язык в	3	5
634	заявляет что	2	5
635	и новые	1	5
636	не к	2	5
637	таковы например	1	4
638	до него	1	4
639	вещи и	1	4
640	труда и	2	4
641	его от	1	4
642	и судьбы	1	4
643	в действительности	1	4
644	и той	3	4
645	одной и	2	4
646	о них	2	4
647	втором случае	1	4
648	предисловии к	1	4
649	века но	1	4
650	что даже	3	4
651	время и	1	4
652	и особые	1	4
653	внимание на	5	4
654	именно для	1	4
655	что самая	1	4
656	в латинской	1	4
657	нас дошел	1	4
658	ее от	2	4
659	тесно связаны	1	4
660	но для	1	4
661	традиции и	4	4
662	особенности в	1	4
663	о которых	2	4
664	действительности и	1	4
665	в каждом	4	4
666	одно и	2	4
667	наконец с	1	4
668	этот вопрос	7	4
669	как один	1	4
670	не раз	1	4
671	них не	2	4
672	чтобы не	1	4
673	них в	1	4
674	культуры но	1	4
675	также что	1	4
676	и сейчас	2	4
677	он только	1	4
678	и далее	2	4
679	языках и	1	4
680	оно не	1	4
681	строгом смысле	3	4
682	есть нечто	1	4
683	он мог	3	4
684	в очень	3	4
685	культура в	1	4
686	своему характеру	1	4
687	у меня	1	4
688	о таких	1	4
689	и глубокого	1	4
690	языка но	2	4
691	но если	6	4
692	не видит	1	4
693	понять и	1	4
694	он должен	1	4
695	всего того	3	4
696	имеется в	1	4
697	говорит об	1	4
698	в предисловии	1	4
699	смешным и	1	4
700	одну из	1	4
701	дошедших до	1	4
702	в мировоззрении	1	4
703	не осталось	1	4
704	роль и	1	4
705	в подлиннике	2	4
706	дело с	9	4
707	однако и	1	4
708	по себе	11	4
709	находит себе	3	4
710	духа в	1	4
711	видеть и	1	4
712	что этот	1	4
713	которых мы	1	4
714	собственных имен	1	4
715	связь между	5	4
716	есть такие	1	4
717	и именно	13	4
718	к языку	2	4
719	и становится	1	4
720	различных областей	1	4
721	она и	1	4
722	чем на	1	4
723	что между	1	4
724	говорит он	2	4
725	но ведь	4	4
726	учение о	2	4
727	также в	1	4
728	в уста	1	4
729	находит свое	1	4
730	или же	3	4
731	так называемые	2	4
732	и тем	5	4
733	если же	2	4
