N	2gram	Vygotskiy_	Literetu
1	а не	14	50
2	и не	18	47
3	не только	28	46
4	и в	33	44
5	может быть	15	43
6	при этом	9	41
7	но и	14	41
8	тогда как	3	40
9	в том	44	39
10	в этом	43	38
11	своего рода	1	37
12	том что	41	32
13	такого рода	1	30
14	в частности	9	30
15	то что	48	29
16	в качестве	13	27
17	то же	12	26
18	состоит в	11	26
19	как и	13	23
20	в то	5	23
21	себя в	4	22
22	не в	10	22
23	того что	34	22
24	так и	8	22
25	не может	31	22
26	и т.п	2	20
27	в себе	4	20
28	прежде всего	5	19
29	как бы	11	18
30	с другой	11	17
31	точки зрения	27	17
32	в его	15	17
33	в жизни	2	16
34	сознания в	3	16
35	в этой	8	16
36	не менее	4	15
37	я не	6	15
38	только в	21	15
39	со стороны	3	15
40	тем самым	13	15
41	в целом	8	15
42	и даже	3	14
43	по отношению	19	14
44	однако в	1	14
45	что он	40	14
46	в своем	11	13
47	с одной	10	13
48	как это	11	13
49	но не	13	13
50	и его	6	13
51	в своей	5	12
52	о том	13	12
53	в данном	4	12
54	одной стороны	10	12
55	пути в	1	12
56	одним из	4	12
57	еще не	11	12
58	отношению к	19	12
59	не столько	3	11
60	в другом	7	11
61	никогда не	10	11
62	и сам	1	11
63	столь же	5	11
64	еще в	3	11
65	вместе с	9	11
66	как в	7	11
67	в основе	12	11
68	в отличие	3	11
69	с его	3	11
70	данном случае	3	11
71	это не	8	11
72	отличие от	3	11
73	или иначе	1	11
74	а в	5	11
75	даже в	1	10
76	из них	6	10
77	в ее	1	10
78	что в	33	10
79	и на	11	10
80	для себя	1	10
81	потому что	40	10
82	другого в	1	10
83	этом отношении	7	10
84	жизни и	2	10
85	отнюдь не	2	10
86	в области	19	10
87	с этой	8	9
88	мыслится как	1	9
89	на смену	1	9
90	к тому	14	9
91	представляет собой	11	9
92	связи с	9	9
93	один из	4	9
94	что я	4	9
95	в начале	2	9
96	и т.д	6	9
97	лишь в	1	9
98	же в	2	9
99	говоря уже	1	8
100	в своих	5	8
101	тем что	12	8
102	все же	5	8
103	исходит из	2	8
104	того же	13	8
105	едва ли	2	8
106	ли не	2	8
107	с точки	12	8
108	как раз	5	8
109	что не	2	8
110	в конце	3	8
111	особого рода	1	8
112	слова и	3	8
113	той же	7	8
114	но в	9	8
115	уже в	4	8
116	для него	9	8
117	по существу	5	8
118	и как	7	8
119	не говоря	1	8
120	в самом	10	7
121	в одном	3	7
122	другой стороны	9	7
123	для всех	2	7
124	на свою	2	7
125	именно в	8	7
126	ведет к	2	7
127	для этого	3	7
128	как правило	1	7
129	не как	3	7
130	говоря словами	1	7
131	тому же	3	7
132	в случае	2	7
133	он не	13	7
134	и тем	5	7
135	и с	7	7
136	в нем	10	7
137	из того	12	7
138	по своей	7	7
139	в сфере	9	7
140	до конца	3	7
141	друг друга	1	7
142	и для	3	7
143	он и	1	7
144	у нас	4	7
145	в их	4	7
146	и других	7	7
147	это как	1	7
148	тому как	6	7
149	в виду	4	6
150	например в	1	6
151	казалось бы	5	6
152	уже о	2	6
153	как на	4	6
154	и он	3	6
155	у него	8	6
156	его в	6	6
157	не было	1	6
158	во всех	3	6
159	в каждом	1	6
160	было бы	18	6
161	подобно тому	6	6
162	с ее	1	6
163	но одновременно	1	6
164	то в	7	6
165	самом деле	9	6
166	как о	1	6
167	в слове	1	6
168	еще и	3	6
169	то и	2	6
170	тем же	1	6
171	одного из	1	6
172	и др	1	6
173	и то	9	6
174	что ему	2	6
175	том числе	2	6
176	в ней	2	6
177	как будто	2	6
178	и только	4	6
179	и наконец	3	6
180	и к	7	5
181	самого себя	1	5
182	к этой	3	5
183	в связи	6	5
184	хотя бы	5	5
185	в нашем	5	5
186	как я	3	5
187	он сам	2	5
188	всего в	1	5
189	том чтобы	3	5
190	должно быть	10	5
191	несмотря на	3	5
192	ни было	1	5
193	тем не	1	5
194	и за	1	5
195	к жизни	7	5
196	не знает	6	5
197	по аналогии	2	5
198	в себя	4	5
199	этой точки	7	5
200	между тем	5	5
201	так что	8	5
202	все более	4	5
203	эти слова	1	5
204	я это	3	5
205	в силу	14	5
206	во втором	2	5
207	в сущности	17	5
208	и одновременно	1	5
209	себя и	2	5
210	не с	2	5
211	идет о	1	5
212	вслед за	3	5
213	так как	20	5
214	мы не	6	5
215	что и	11	5
216	но с	2	5
217	в равной	4	5
218	но уже	2	5
219	этот путь	2	5
220	как он	7	5
221	место в	2	5
222	или иной	1	5
223	в уме	5	5
224	более того	1	5
225	что было	2	4
226	более не	1	4
227	исходя из	2	4
228	которая в	3	4
229	пути как	1	4
230	оказывается не	2	4
231	но тем	1	4
232	в них	3	4
233	с тем	9	4
234	только для	2	4
235	в природе	1	4
236	во всяком	4	4
237	то это	2	4
238	входит в	1	4
239	не должен	1	4
240	для того	20	4
241	как совокупность	2	4
242	в руках	1	4
243	только на	3	4
244	за собой	4	4
245	перед ним	1	4
246	как мы	20	4
247	во всей	3	4
248	к этому	7	4
249	не мог	1	4
250	бы то	2	4
251	мышления и	8	4
252	хотя и	1	4
253	для своего	1	4
254	все время	3	4
255	что его	2	4
256	очевидно что	2	4
257	себе и	1	4
258	могли бы	15	4
259	на этом	8	4
260	ту же	5	4
261	то ни	1	4
262	и что	18	4
263	за пределы	4	4
264	общего с	3	4
265	могут быть	7	4
266	и есть	8	4
267	можно сказать	7	4
268	из этого	3	4
269	а потому	3	4
270	сводится к	1	4
271	в единстве	2	4
272	со всеми	2	4
273	и все	2	4
274	в пределах	6	4
275	отношения к	2	4
276	приводит к	10	4
277	бы не	1	4
278	знает что	5	4
279	аналогии с	2	4
280	нет ничего	1	4
281	совершенно не	5	4
282	то он	1	4
283	не является	7	4
284	тех же	1	4
285	и выше	1	4
286	более чем	1	4
287	в свою	5	4
288	на том	4	4
289	со всей	1	4
290	каждый из	1	4
291	при котором	1	4
292	одной из	5	4
293	но это	4	4
294	таким образом	30	4
295	деятельности как	1	4
296	как к	1	4
297	для нас	1	4
298	и прежде	1	4
299	на его	4	4
300	вовсе не	2	4
301	не могу	1	4
302	но при	2	4
303	во второй	4	4
304	а по	1	4
305	такой же	4	4
306	на то	6	4
307	нуждается в	3	4
308	все что	2	3
309	мы и	6	3
310	при которой	2	3
311	о чем	3	3
312	мысли и	7	3
313	в этих	7	3
314	по себе	8	3
315	в первом	4	3
316	мысль о	1	3
317	речь идет	1	3
318	нам представляется	1	3
319	и того	8	3
320	вопрос о	15	3
321	он был	1	3
322	в сознание	1	3
323	так же	22	3
324	свою очередь	4	3
325	по которым	1	3
326	или нет?	1	3
327	следующим образом	1	3
328	который в	2	3
329	с ним	6	3
330	говорить о	3	3
331	что такое	6	3
332	а с	3	3
333	отношения между	3	3
334	с появлением	1	3
335	не есть	4	3
336	в чем	10	3
337	а для	1	3
338	той или	1	3
339	но как	6	3
340	для его	2	3
341	сознания а	1	3
342	же как	9	3
343	и является	6	3
344	но только	4	3
345	вот в	1	3
346	же это	1	3
347	над ним	1	3
348	он в	3	3
349	что для	2	3
350	в первой	2	3
351	и от	2	3
352	те кто	1	3
353	там где	2	3
354	в советской	1	3
355	не так	1	3
356	взгляд на	3	3
357	за ним	1	3
358	если в	4	3
359	во время	1	3
360	должна быть	7	3
361	из которых	3	3
362	мы в	2	3
363	в отношении	18	3
364	целом ряде	1	3
365	не на	5	3
366	можно было	11	3
367	если не	3	3
368	если бы	13	3
369	с ней	3	3
370	они не	7	3
371	не имеет	7	3
372	да и	1	3
373	всей своей	1	3
374	которая не	1	3
375	ничего общего	6	3
376	я говорю	1	3
377	речь в	3	3
378	и состоит	1	3
379	того чтобы	26	3
380	относится к	3	3
381	из его	2	3
382	и тогда	1	3
383	и уже	1	3
384	не могло	1	3
385	отношении к	2	3
386	в решении	1	3
387	в истории	3	3
388	к объекту	8	3
389	еще один	1	3
390	а во	1	3
391	как например	1	3
392	что же	2	3
393	в этот	4	3
394	из наиболее	1	3
395	том же	1	3
396	в сознании	5	3
397	столько в	1	3
398	к предмету	2	3
399	всяком случае	2	3
400	тот же	7	3
401	ничего не	6	3
402	различие между	4	3
403	сколько в	1	3
404	ее в	3	3
405	в полном	1	3
406	на самом	3	3
407	сознания и	3	3
408	с их	4	3
409	все равно	2	3
410	а на	1	3
411	этого не	1	3
412	на нее	2	3
413	дело в	1	3
414	в ту	1	3
415	а то	1	3
416	в действительности	6	3
417	в какой	8	3
418	этой цели	1	3
419	все эти	9	3
420	но по	1	3
421	в ссср	2	3
422	путь к	1	3
423	и потому	3	3
424	он говорит	3	3
425	на один	1	3
426	как уже	5	3
427	также и	2	3
428	одну из	1	3
429	не по	1	3
430	когда он	3	3
431	положение при	1	3
432	стороны и	3	3
433	только то	4	3
434	поэтому для	1	3
435	еще на	1	3
436	числе и	2	3
437	же самое	7	3
438	отношение к	12	3
439	и о	1	3
440	в ходе	17	3
441	есть не	3	3
442	в той	8	2
443	во всем	2	2
444	практически не	1	2
445	от него	3	2
446	в центре	2	2
447	об отношении	2	2
448	в свое	2	2
449	и другими	3	2
450	в результате	9	2
