N	3gram	Bakhtin_Fr	Narrotol
1	в том что	6	18
2	не только в	5	13
3	в отличие от	4	11
4	по отношению к	2	11
5	к тому же	1	9
6	о том что	3	9
7	не может быть	5	8
8	той или иной	5	8
9	то же время	5	8
10	в то же	5	8
11	в этом отношении	5	8
12	в известном смысле	1	6
13	можно сказать что	3	6
14	с одной стороны	2	6
15	для того чтобы	2	5
16	но при этом	1	5
17	но и в	5	5
18	на самом деле	2	5
19	подобно тому как	2	5
20	начало и конец	2	4
21	во всяком случае	2	4
22	в самом деле	1	3
23	и не может	2	3
24	до сих пор	7	3
25	в связи с	1	3
26	того или иного	1	3
27	на то что	1	3
28	к себе самому	2	3
29	так и не	3	3
30	с точки зрения	6	3
31	дело в том	2	3
32	как раз в	1	3
33	существенную роль в	3	3
34	в той или	5	2
35	все то что	1	2
36	и в то	2	2
37	но и на	2	2
38	если бы она	1	2
39	далеко не всегда	1	2
40	сами по себе	1	2
41	а между тем	1	2
42	тому же в	1	2
43	играют существенную роль	1	2
44	не только на	1	2
45	не только не	1	2
46	чем иным как	1	2
47	как если бы	1	2
48	но еще и	1	2
49	не входит в	2	2
50	как своего рода	1	2
51	прежде всего на	3	2
52	не только от	1	2
53	но все же	3	2
54	в отрыве от	2	2
55	только потому что	1	2
56	по своей природе	1	2
57	как бы в	1	2
58	а во время	1	2
59	но они являются	1	1
60	усматривает и в	1	1
61	в самом начале	1	1
62	в этой системе	1	1
63	в художественной литературе	1	1
64	в меньшей степени	1	1
65	или иной степени	1	1
66	до известной степени	2	1
67	так и его	2	1
68	и многие другие	1	1
69	его развития в	2	1
70	в большинстве случаев	2	1
71	одной из этих	1	1
72	по сравнению с	2	1
73	целый ряд других	1	1
74	для проникновения в	1	1
75	для него уже	1	1
76	во всех его	3	1
77	при этом что	2	1
78	то или иное	1	1
79	и еще более	1	1
80	не представляется возможным	1	1
81	и он не	1	1
82	прошлого и настоящего	1	1
83	все эти столь	1	1
84	лично для себя	1	1
85	он вовсе не	1	1
86	в том числе	10	1
87	в центре этого	1	1
88	не знает и	2	1
89	потому что в	1	1
90	друг от друга	1	1
91	не только с	1	1
92	в одну из	1	1
93	но и сам	1	1
94	так и в	3	1
95	но не только	2	1
96	друг с другом	2	1
97	что для него	1	1
98	в особенности в	1	1
99	лишь в самом	1	1
100	себе самому и	1	1
101	на ранних этапах	1	1
102	в строгом смысле	1	1
103	бросается в глаза	1	1
104	прямо или косвенно	1	1
105	большей или меньшей	7	1
106	и во многом	1	1
107	не могла бы	1	1
108	в своем роде	1	1
109	бытия в этой	1	1
110	и в других	2	1
111	из них не	1	1
112	людей так и	1	1
113	можно не только	1	1
114	к односторонней серьезности	1	1
115	как раз и	2	1
116	что с точки	1	1
117	и т.п но	1	1
118	только то что	1	1
119	том числе и	7	1
120	с другой стороны	1	1
121	имея в виду	1	1
122	в чем же	1	1
123	сих пор еще	4	1
124	в значительной степени	4	1
125	и т.п в	2	1
126	и т.п то	1	1
127	или хотя бы	1	1
128	что было для	1	1
129	в области литературы	2	1
130	может быть только	1	1
131	только в форме	1	1
132	бы она была	1	1
133	то что было	1	1
134	мира но не	1	1
135	которые по словам	1	1
136	в неразрывном единстве	1	1
137	то есть в	5	1
138	при этом между	1	1
139	они могут быть	1	1
140	к тому или	1	1
141	мы еще вернемся	1	1
142	и особенно в	1	1
143	как и для	1	1
144	свое отражение в	1	1
145	в мировой литературе	1	1
146	древних греков и	1	1
147	как и в	1	1
148	совпадает с его	1	1
149	и в них	1	1
150	этого термина в	1	1
151	жизни но и	1	1
152	и в чем	1	1
153	и целый ряд	1	1
154	один из наиболее	1	1
155	то есть с	1	1
156	на этот вопрос	2	1
157	точки зрения на	1	1
158	в большей или	7	1
159	в виду его	1	1
160	еще в самом	1	1
161	время в этой	1	1
162	и не только	1	1
163	них как бы	1	1
164	и та же	1	1
165	и здесь мы	1	1
166	на протяжении всего	5	1
167	содержит в себе	2	1
168	как мы видели	2	1
169	в чужой мир	1	1
170	жизни и смерти	6	1
171	это уже не	3	1
172	мысли и воображения	1	1
173	том что он	1	1
174	как и у	1	1
175	и когда все	1	1
176	одна и та	1	1
177	вовсе и не	1	1
178	нового времени и	3	1
179	смысловых и ценностных	1	1
180	бы это был	1	1
181	за пределами искусства	1	1
182	смысле они не	1	1
183	то что мы	1	1
184	в основе своей	2	1
185	не только художественная	1	1
186	к небольшому числу	1	1
187	это прежде всего	1	1
188	нет и не	1	1
189	здесь говорить не	1	1
190	случае не подлежит	1	1
191	да и всей	1	1
192	с этого момента	1	1
193	то и не	1	1
194	но одновременно и	1	1
