N	2gram	Bakhtin_Pr	KulturaY
1	и в	59	84
2	в том	17	74
3	потому что	20	68
4	не только	26	60
5	точки зрения	36	59
6	в этом	40	57
7	было бы	10	53
8	и не	66	52
9	может быть	38	47
10	что в	14	44
11	том что	15	44
12	того чтобы	5	44
13	в самом	19	41
14	для того	3	41
15	у нас	2	38
16	хотя бы	5	37
17	самом деле	9	37
18	так как	11	36
19	с точки	21	36
20	в области	3	34
21	таким образом	22	33
22	а не	30	33
23	если бы	12	32
24	можно было	5	32
25	не в	10	30
26	и пр	3	30
27	в его	44	30
28	прежде всего	17	30
29	все же	9	29
30	не менее	3	28
31	того что	4	28
32	все эти	12	28
33	уже не	14	26
34	то что	21	25
35	вовсе не	13	25
36	не может	31	25
37	вопрос о	4	24
38	с другой	3	24
39	еще не	11	24
40	то же	15	23
41	с помощью	1	23
42	только в	15	23
43	так и	13	23
44	тем не	1	21
45	по себе	13	20
46	во всяком	5	20
47	и что	2	20
48	но и	22	20
49	тем что	5	19
50	о том	5	19
51	что он	16	19
52	зависимости от	5	19
53	что же	5	19
54	всяком случае	3	19
55	но в	7	19
56	и с	10	18
57	к тому	1	18
58	в сущности	11	18
59	в качестве	1	18
60	связи с	1	18
61	между тем	5	18
62	вместе с	2	18
63	как бы	40	18
64	все это	12	18
65	в той	9	17
66	можно говорить	2	17
67	другой стороны	3	17
68	как это	2	17
69	что это	1	17
70	слова и	2	17
71	о языке	1	17
72	как раз	9	17
73	это не	13	17
74	в виду	2	16
75	в зависимости	5	16
76	что и	10	16
77	что не	6	16
78	тот же	4	16
79	ничего не	8	16
80	но не	13	16
81	при этом	5	15
82	именно в	8	15
83	в данном	3	15
84	как на	4	15
85	в нашем	3	15
86	русский язык	1	15
87	том чтобы	1	15
88	не было	5	15
89	и тем	2	15
90	один из	4	15
91	по отношению	17	15
92	того как	1	15
93	а в	9	15
94	лишь в	4	15
95	должно быть	4	15
96	в них	5	14
97	и на	15	14
98	сказать что	9	14
99	хотя и	1	14
100	что такое	1	14
101	я не	7	14
102	сих пор	3	14
103	в ней	8	14
104	до сих	3	14
105	если мы	1	14
106	как мы	10	14
107	мы имеем	2	14
108	отношению к	17	14
109	что она	6	13
110	крайней мере	3	13
111	в этой	5	13
112	там где	12	13
113	не могут	6	13
114	в которых	2	13
115	по крайней	3	13
116	той же	7	13
117	для нас	3	13
118	это и	10	13
119	по существу	5	13
120	в пределах	13	13
121	и его	21	13
122	с этой	1	12
123	говорить о	3	12
124	в результате	6	12
125	того же	1	12
126	ясно что	1	12
127	а только	3	12
128	этот вопрос	3	12
129	могут быть	5	12
130	тогда когда	2	12
131	как в	10	12
132	не трудно	1	12
133	этого слова	3	12
134	однако не	2	12
135	в рамках	2	12
136	для этого	4	12
137	те же	3	11
138	должен быть	1	11
139	в своем	12	11
140	на себе	2	11
141	он не	11	11
142	в нем	38	11
143	и здесь	5	11
144	должна быть	4	11
145	и то	1	11
146	совершенно не	2	11
147	из этих	2	11
148	и если	1	11
149	этом отношении	7	11
150	уже в	9	11
151	слова в	4	11
152	в их	5	11
153	в какой	2	11
154	или иной	3	11
155	в особенности	2	10
156	в первом	3	10
157	как и	21	10
158	так же	10	10
159	конечно не	7	10
160	к этому	6	10
161	несмотря на	7	10
162	бы в	7	10
163	ту же	1	10
164	этом смысле	12	10
165	в то	15	10
166	со стороны	6	10
167	в каком	2	10
168	с этим	2	10
169	они не	5	10
170	бы и	6	10
171	тем более	2	10
172	того или	1	10
173	тем самым	3	10
174	от того	4	10
175	в своей	17	9
176	можно сказать	3	9
177	что все	5	9
178	в которой	6	9
179	но для	2	9
180	рядом с	16	9
181	здесь не	2	9
182	и есть	6	9
183	или иного	1	9
184	ни в	5	9
185	не имеет	2	9
186	что мы	2	9
187	не потому	4	9
188	но это	7	9
189	и для	5	9
190	и вот	4	9
191	но уже	1	9
192	в целом	8	9
193	своего рода	1	8
194	в этих	5	8
195	но все	8	8
196	может служить	1	8
197	на практике	1	8
198	в структуре	1	8
199	что они	3	8
200	по преимуществу	3	8
201	с одной	1	8
202	это слово	1	8
203	в таком	2	8
204	тому что	3	8
205	не есть	2	8
206	в чем	2	8
207	смысл и	2	8
208	в своих	5	8
209	в тех	1	8
210	мы видели	3	8
211	в статье	1	8
212	а потому	4	8
213	был бы	6	8
214	заключается в	3	8
215	да и	3	8
216	то и	2	8
217	что я	2	8
218	с его	14	8
219	этом случае	1	8
220	независимо от	1	8
221	на самом	5	8
222	и как	10	8
223	об этом	4	8
224	мере в	1	8
225	в частности	2	8
226	далеко не	3	8
227	и о	5	8
228	же в	3	8
229	само по	4	8
230	что на	1	8
231	же и	2	7
232	следует что	1	7
233	стоит в	1	7
234	например в	5	7
235	а именно	4	7
236	казалось бы	1	7
237	всякого рода	1	7
238	в котором	6	7
239	в одном	14	7
240	была бы	5	7
241	той мере	1	7
242	о слове	2	7
243	на том	1	7
244	так сказать	8	7
245	а с	4	7
246	не значит	4	7
247	в процессе	4	7
248	и должно	1	7
249	с ним	13	7
250	никак не	3	7
251	с ними	3	7
252	в слове	1	7
253	и более	2	7
254	идет о	5	7
255	в свою	1	7
256	в истории	3	7
257	как например	2	7
258	до конца	11	7
259	бы сказать	1	7
260	на этот	2	7
261	в самой	10	7
262	все равно	3	7
263	смысле этого	2	7
264	лишь с	1	7
265	есть в	10	7
266	нисколько не	2	7
267	не все	2	7
268	и потому	9	7
269	она не	9	7
270	не знает	5	7
271	только как	1	7
272	что касается	1	7
273	как он	5	7
274	не следует	1	7
275	были бы	5	6
276	только что	3	6
277	даже в	7	6
278	только для	2	6
279	отличается от	3	6
280	о них	2	6
281	можно ли	1	6
282	вообще и	1	6
283	что как	1	6
284	что именно	2	6
285	по поводу	2	6
286	она есть	1	6
287	гораздо более	1	6
288	на язык	1	6
289	в ее	4	6
290	не столько	3	6
291	прежде чем	1	6
292	и именно	1	6
293	от этого	2	6
294	той или	3	6
295	могли бы	3	6
296	на этом	1	6
297	должны быть	1	6
298	за пределы	10	6
299	я в	1	6
300	его к	4	6
301	романа в	8	6
302	не на	6	6
303	оно не	2	6
304	если не	2	6
305	этой точки	3	6
306	но только	3	6
307	перед нами	8	6
308	роль в	2	6
309	что если	4	6
310	же время	10	6
311	в отличие	3	6
312	в сфере	4	6
313	тем же	1	6
314	в себе	9	6
315	что оно	2	6
316	данном случае	3	6
317	мы не	3	6
318	или в	2	6
319	то это	1	6
320	если и	2	6
321	как будто	4	6
322	может иметь	1	6
323	это конечно	1	6
324	отличие от	3	6
325	что значит	2	6
326	не с	1	6
327	только то	3	6
328	это только	1	6
329	приводит к	4	6
330	как к	3	6
331	которые в	2	6
332	на себя	3	6
333	же это	2	6
334	и к	5	5
335	еще более	1	5
336	формы в	1	5
337	не как	15	5
338	и даже	4	5
339	более или	1	5
340	имеет смысл	2	5
341	в духе	3	5
342	на которых	1	5
343	и того	1	5
344	даже и	2	5
345	в другом	1	5
346	превращается в	4	5
347	отметить что	2	5
348	и еще	2	5
349	ни одного	4	5
350	могло бы	1	5
351	капитанской дочки	1	5
352	кроме того	3	5
353	точка зрения	14	5
354	не то	1	5
355	никогда не	19	5
356	и он	3	5
357	на протяжении	3	5
358	к себе	2	5
359	чем в	3	5
360	как же	5	5
361	в конце	9	5
362	я и	2	5
363	же касается	1	5
364	и у	6	5
365	у него	9	5
366	здесь как	1	5
367	но как	4	5
368	и является	1	5
369	все те	2	5
370	в форме	8	5
371	бы уже	2	5
372	так что	3	5
373	всех этих	3	5
374	одного и	2	5
375	не так	3	5
376	также что	1	5
377	смысле слова	1	5
378	и при	1	5
379	бы привести	1	5
380	из того	1	5
381	речи как	1	5
382	в отношении	3	5
383	конечно и	5	5
384	к его	1	5
385	о котором	1	5
386	то он	3	5
387	относится к	2	5
388	быть не	1	5
389	и тогда	1	5
390	но если	1	5
391	на вопрос	2	5
392	о нем	16	5
393	и от	3	5
394	а на	1	5
395	но с	4	5
396	материал для	1	5
397	слово в	3	5
398	более что	2	5
399	так в	1	5
400	или менее	1	5
401	только не	1	5
402	и их	7	5
403	мы должны	6	5
404	как не	9	5
405	лишь как	6	5
406	отношение к	4	5
407	в каких	1	5
408	свою речь	1	5
409	и только	2	5
410	в разговоре	1	5
411	не надо	1	5
412	есть не	3	5
413	еще раз	3	4
414	мы и	2	4
415	перед собою	1	4
416	и работает	1	4
417	или иных	1	4
418	одно из	2	4
419	мне кажется	2	4
420	зрения на	12	4
