N	4gram	Voloshinov	slovoVRo
1	в то же время	1	18
2	но в то же	1	7
3	как мы уже сказали	1	4
4	с одной стороны и	2	4
5	быть более или менее	1	3
6	одно и то же	2	3
7	и с другой стороны	1	2
8	и не может быть	1	2
9	ни в чем не	1	2
10	в то время как	1	2
11	может быть более или	1	2
12	бы они ни были	1	2
13	до сих пор не	1	2
14	как не может быть	1	1
15	на самом же деле	1	1
16	мы имеем в виду	1	1
17	каково бы оно ни	1	1
18	не может находиться в	1	1
19	правовой и политической жизни	1	1
20	так как если бы	4	1
21	и не в такой	1	1
22	какая бы то ни	1	1
23	дело в том что	4	1
24	она имеет дело с	1	1
25	в том что в	1	1
26	ни в какой степени	1	1
27	что не может быть	1	1
28	а между тем это	1	1
29	не в такой степени	1	1
30	бы оно ни было	1	1
31	имеем в виду не	1	1
32	суждения и оценки относятся	1	1
33	еще раз подчеркнуть что	1	1
34	все более и более	1	1
35	бы то ни было	3	1
36	не довлеет себе оно	1	1
37	каковы бы они ни	1	1
38	так же как и	1	1
39	но и в истории	1	1
40	в какой степени не	1	1
41	находит свое выражение в	1	1
