N	2gram	Bakhtin_Pr	Literetu
1	а не	30	50
2	и не	66	47
3	не только	26	46
4	и в	59	44
5	может быть	38	43
6	при этом	5	41
7	но и	22	41
8	тогда как	1	40
9	в том	17	39
10	в этом	40	38
11	своего рода	1	37
12	том что	15	32
13	такого рода	1	30
14	в частности	2	30
15	то что	21	29
16	в мире	10	28
17	в качестве	1	27
18	то же	15	26
19	в году	1	26
20	как и	21	23
21	в то	15	23
22	себя в	5	22
23	не в	10	22
24	того что	4	22
25	так и	13	22
26	не может	31	22
27	я и	2	21
28	х годов	2	21
29	же время	10	21
30	и т.п	8	20
31	в себе	9	20
32	я в	1	19
33	прежде всего	17	19
34	как бы	40	18
35	с другой	3	17
36	точки зрения	36	17
37	то есть	64	17
38	в его	44	17
39	в жизни	7	16
40	сознания в	2	16
41	в этой	5	16
42	не менее	3	15
43	я не	7	15
44	в русской	3	15
45	только в	15	15
46	со стороны	6	15
47	тем самым	3	15
48	в целом	8	15
49	и даже	4	14
50	по отношению	17	14
51	однако в	2	14
52	что он	16	14
53	в рамках	2	14
54	уже не	14	13
55	е годы	2	13
56	в своем	12	13
57	с одной	1	13
58	как это	2	13
59	но не	13	13
60	и его	21	13
61	в своей	17	12
62	о том	5	12
63	в данном	3	12
64	к себе	2	12
65	одним из	11	12
66	художественного мышления	2	12
67	еще не	11	12
68	отношению к	17	12
69	в е	2	12
70	не столько	3	11
71	в другом	1	11
72	никогда не	19	11
73	причастности к	1	11
74	и сам	5	11
75	еще в	1	11
76	вместе с	2	11
77	как в	10	11
78	в основе	6	11
79	в отличие	3	11
80	с его	14	11
81	данном случае	3	11
82	это не	13	11
83	отличие от	3	11
84	а в	9	11
85	даже в	7	10
86	из них	8	10
87	в ее	4	10
88	что в	14	10
89	и на	15	10
90	для себя	5	10
91	жизни в	3	10
92	потому что	20	10
93	этом отношении	7	10
94	жизни и	21	10
95	в области	3	10
96	с этой	1	9
97	к тому	1	9
98	искусства и	1	9
99	связи с	1	9
100	один из	4	9
101	что я	2	9
102	одно из	2	9
103	отказ от	1	9
104	в начале	3	9
105	и т.д	2	9
106	лишь в	4	9
107	же в	3	9
108	в своих	5	8
109	тем что	5	8
110	все же	9	8
111	исходит из	3	8
112	одна из	4	8
113	того же	1	8
114	едва ли	1	8
115	с точки	21	8
116	как раз	9	8
117	на себя	3	8
118	что не	6	8
119	в конце	9	8
120	о себе	12	8
121	художественного творчества	3	8
122	а именно	4	8
123	слова и	2	8
124	той же	7	8
125	но в	7	8
126	уже в	9	8
127	для него	23	8
128	по существу	5	8
129	и как	10	8
130	в искусстве	2	8
131	мира в	6	8
132	в самом	19	7
133	русской литературе	2	7
134	в одном	14	7
135	другой стороны	3	7
136	на свою	1	7
137	именно в	8	7
138	ведет к	1	7
139	в художественном	5	7
140	для этого	4	7
141	в противоположность	3	7
142	в кругозоре	2	7
143	как правило	1	7
144	по преимуществу	3	7
145	не как	15	7
146	в случае	1	7
147	он не	11	7
148	и тем	2	7
149	и с	10	7
150	в нем	38	7
151	из того	1	7
152	по своей	1	7
153	наконец в	2	7
154	в сфере	4	7
155	до конца	11	7
156	друг друга	10	7
157	и для	5	7
158	перестает быть	4	7
159	он и	9	7
160	у нас	2	7
161	в их	5	7
162	так в	1	7
163	человека в	8	7
164	личности в	7	7
165	и других	8	7
166	это как	2	7
167	тому как	5	7
168	в виду	2	6
169	например в	5	6
170	казалось бы	1	6
171	при всей	1	6
172	как на	4	6
173	и он	3	6
174	у него	9	6
175	его в	6	6
176	не было	5	6
177	во всех	8	6
178	в каждом	11	6
179	было бы	10	6
180	подобно тому	5	6
181	с ее	5	6
182	то в	1	6
183	с миром	2	6
184	самом деле	9	6
185	самим собой	1	6
186	в слове	1	6
187	то и	2	6
188	тем же	1	6
189	и др	1	6
190	и то	1	6
191	том числе	1	6
192	в жизнь	1	6
193	в ней	8	6
194	далеко не	3	6
195	как будто	4	6
196	и только	2	6
197	и наконец	5	6
198	и к	5	5
199	к этой	1	5
200	тех кто	1	5
201	по выражению	2	5
202	хотя бы	5	5
203	жизни как	1	5
204	в нашем	3	5
205	он сам	9	5
206	от себя	2	5
207	всего в	2	5
208	том чтобы	1	5
209	должно быть	4	5
210	несмотря на	7	5
211	ни было	4	5
212	тем не	1	5
213	и за	1	5
214	не знает	5	5
215	одном из	3	5
216	в себя	3	5
217	этом как	1	5
218	этой точки	3	5
219	между тем	5	5
220	так что	3	5
221	в чужом	2	5
222	эти слова	1	5
223	человеческого духа	2	5
224	я это	2	5
225	во втором	1	5
226	в сущности	11	5
227	как писал	1	5
228	и одновременно	5	5
229	в россии	1	5
230	в романе	12	5
231	в словах	2	5
232	себя и	4	5
233	не с	1	5
234	идет о	5	5
235	и если	1	5
236	автора и	7	5
237	быть не	1	5
238	вслед за	1	5
239	так как	11	5
240	мир в	4	5
241	мы не	3	5
242	в художественной	4	5
243	в литературе	7	5
244	как у	4	5
245	что и	10	5
246	но с	4	5
247	но уже	1	5
248	однако не	2	5
249	на свете	1	5
250	как он	5	5
251	место в	2	5
252	или иной	3	5
253	все еще	2	5
254	другого сознания	1	5
255	не к	1	5
256	более того	5	5
257	что было	4	4
258	которая в	1	4
259	пути как	1	4
260	но тем	1	4
261	и само	2	4
262	в них	5	4
263	героя как	2	4
264	чужого сознания	2	4
265	только для	2	4
266	жизни на	1	4
267	и нет	2	4
268	во всяком	5	4
269	то это	1	4
270	входит в	11	4
271	для того	3	4
272	как совокупность	1	4
273	в руках	1	4
274	только на	1	4
275	за собой	3	4
276	перед ним	2	4
277	как мы	10	4
278	в индивидуальном	1	4
279	него не	4	4
280	под названием	1	4
281	во всей	2	4
282	к этому	6	4
283	бы то	3	4
284	хотя и	1	4
285	для своего	2	4
286	все время	4	4
287	себе и	3	4
288	в сторону	1	4
289	здесь как	1	4
290	могли бы	3	4
291	с образом	3	4
292	на этом	1	4
293	ту же	1	4
294	то ни	3	4
295	и что	2	4
296	за пределы	10	4
297	общего с	1	4
298	к своему	1	4
299	могут быть	5	4
300	и есть	6	4
