N	3gram	Bakhtin_Fr	Myslijsy
1	в том что	2	47
2	по отношению к	2	26
3	не может быть	2	19
4	только тогда когда	1	17
5	само по себе	1	14
6	в свою очередь	2	14
7	то же время	13	13
8	в то же	13	13
9	более или менее	1	12
10	смысле этого слова	2	12
11	с другой стороны	5	12
12	и в этом	1	12
13	до сих пор	6	12
14	во всяком случае	2	12
15	для того чтобы	5	11
16	подобно тому как	2	11
17	в то время	1	10
18	с одной стороны	4	10
19	одного и того	1	9
20	и того же	1	9
21	потому что не	1	9
22	но и в	4	9
23	о том что	3	9
24	что и в	1	9
25	так и в	1	8
26	на самом деле	5	8
27	в этом случае	1	8
28	с точки зрения	4	7
29	как и в	2	7
30	можно сказать что	2	7
31	и той же	2	7
32	одной и той	2	7
33	не только в	3	7
34	может быть только	1	6
35	с самого начала	1	6
36	после того как	1	6
37	в том случае	1	5
38	таким образом что	1	5
39	между тем как	1	5
40	то что в	1	5
41	таким образом в	1	5
42	и то что	1	5
43	мы видели что	1	4
44	мы не знаем	1	4
45	и тот же	3	4
46	в том же	3	4
47	все то что	2	4
48	в собственном смысле	1	4
49	все более и	1	4
50	в данном случае	3	4
51	что в то	1	4
52	и тем же	1	4
53	в том чтобы	1	4
54	один и тот	3	4
55	и в самом	1	4
56	более и более	1	4
57	не что иное	1	4
58	одним и тем	1	4
59	дело в том	2	4
60	что иное как	1	4
61	в этом отношении	4	4
62	то время как	1	4
63	одной стороны и	2	3
64	в применении к	1	3
65	до известной степени	1	3
66	в большинстве случаев	3	3
67	хотя бы и	1	3
68	нетрудно заметить что	1	3
69	это не значит	1	3
70	в первом случае	1	3
71	в связи с	5	3
72	бы то ни	1	3
73	но это не	1	3
74	в одном из	1	3
75	заключается в том	1	3
76	в них не	1	3
77	со всех сторон	1	3
78	можно было бы	2	3
79	не подлежит сомнению	2	3
80	есть то что	1	3
81	сказать несколько слов	1	3
82	притом не только	1	3
83	о которой мы	1	2
84	о том как	1	2
85	что в ней	1	2
86	в одном слове	1	2
87	в первый раз	2	2
88	и во всех	1	2
89	к больному месту	1	2
90	и все что	3	2
91	с нею в	1	2
92	одно из них	1	2
93	что в нем	1	2
94	таким образом то	1	2
95	его связь с	3	2
96	даже и в	2	2
97	и в других	3	2
98	в нем есть	1	2
99	что это не	1	2
100	там где нет	1	2
101	видно что в	3	2
102	и там где	1	2
103	вместе с нею	2	2
104	но все же	2	2
105	только то что	2	2
106	лицом к лицу	1	2
107	то ни было	1	2
108	имея в виду	1	2
109	так как в	1	2
110	и не может	1	2
111	в этом последнем	1	2
112	и потому не	1	2
113	между людьми и	1	2
114	но и для	1	2
115	не только для	1	2
116	каждый из этих	1	2
117	но дело в	1	2
118	того что они	1	2
119	не нуждается в	1	2
120	и в отношении	1	2
121	в свое время	1	2
122	во всем своем	1	2
123	в таких случаях	1	2
124	но никак не	1	2
125	то есть то	1	2
126	при известных условиях	1	2
127	не теряет своей	1	2
128	и до сих	2	2
129	и его связь	1	2
130	и сделал его	1	2
131	как мы видели	4	2
132	том случае если	1	2
133	дает нам право	1	2
134	и в одном	1	2
135	было бы совершенно	1	2
136	и все остальные	3	2
137	мы уже не	1	2
138	что этот образ	1	2
139	он говорит если	1	1
140	как она есть	1	1
141	далеко не сразу	1	1
142	но все эти	1	1
143	в целом как	1	1
144	же время не	1	1
145	с тех пор	1	1
146	в нем был	1	1
147	в той же	5	1
148	и сама литература	1	1
149	то что он	1	1
150	во всех этих	1	1
151	на том что	1	1
152	по сравнению с	2	1
153	к этим образам	1	1
154	не было ни	3	1
155	что мы уже	1	1
156	здесь только на	1	1
157	так как всякое	1	1
158	и со стороны	1	1
159	нельзя не согласиться	1	1
160	во всех отношениях	1	1
161	его отношение к	2	1
162	вовсе не в	2	1
163	он не видит	1	1
164	одновременно не только	1	1
165	но что в	1	1
166	в том числе	4	1
167	но в них	1	1
168	этот образ и	2	1
169	в строгом смысле	1	1
170	мы уже сказали	2	1
171	что в них	1	1
172	но даже и	2	1
173	той же книге	3	1
174	как мы уже	8	1
175	и вообще в	2	1
176	дело вовсе не	2	1
177	во втором случае	1	1
178	переходят друг в	2	1
179	кроме того что	1	1
180	и до того	1	1
181	мы знаем что	1	1
182	то в слове	1	1
183	отрицание должно быть	1	1
184	в таком же	1	1
185	и в более	1	1
186	как мы видим	2	1
187	это как бы	1	1
188	такой точки зрения	1	1
189	том числе и	3	1
190	между этими двумя	1	1
191	каждого из этих	1	1
192	если она и	1	1
