N	3gram	Voloshinov	SlovoVZh
1	по отношению к	9	11
2	не может быть	23	7
3	можно сказать что	4	5
4	в том что	9	4
5	дело в том	1	4
6	так как если	2	4
7	как если бы	6	4
8	то ни было	11	3
9	до сих пор	10	3
10	этой точки зрения	1	3
11	и не в	3	3
12	бы то ни	11	3
13	тем не менее	3	3
14	отражает в себе	1	3
15	и не может	11	3
16	может быть и	8	3
17	же самое справедливо	2	2
18	находит свое выражение	1	2
19	только в процессе	3	2
20	ни на один	1	2
21	жизни если бы	1	2
22	на самом деле	5	2
23	в какой степени	2	2
24	одной стороны и	1	2
25	в жизни и	1	2
26	то же самое	8	2
27	выходят за пределы	3	2
28	мы можем сказать	2	2
29	одно и то	3	2
30	в отношении к	7	2
31	в зависимости от	2	2
32	на материале слова	4	2
33	с одной стороны	2	2
34	с другой стороны	6	2
35	до известной степени	2	2
36	самое справедливо и	2	2
37	и то же	3	2
38	но отнюдь не	1	2
39	с точки зрения	31	2
40	но тем не	1	2
41	в настоящее время	6	2
42	со всех сторон	2	1
43	справедливо и относительно	2	1
44	сих пор не	1	1
45	данной социальной группы	3	1
46	все же не	1	1
47	для него не	1	1
48	сами по себе	1	1
49	идеологического творчества вырастают	1	1
50	в нашем случае	1	1
51	является таким образом	1	1
52	оно ни было	4	1
53	не должна быть	1	1
54	таким образом к	1	1
55	о том что	2	1
56	тесную связь с	1	1
57	идеологическое выражение и	1	1
58	на один миг	1	1
59	свою связь с	1	1
60	ни в какой	2	1
61	в противном случае	2	1
62	бы они ни	1	1
63	в самом деле	13	1
64	высказывания и его	2	1
65	один и тот	3	1
66	или менее широким	1	1
67	в двух направлениях	2	1
68	группы к которой	1	1
69	является для него	2	1
70	уже в ней	1	1
71	в науке о	3	1
72	прежде всего определяется	1	1
73	может реализовать себя	1	1
74	чтобы убедиться в	1	1
75	к которой принадлежит	1	1
76	все более и	2	1
77	остановимся несколько подробнее	1	1
78	в высшей степени	5	1
79	хотя бы только	1	1
80	мы не найдем	2	1
81	в свою очередь	5	1
82	ничего общего с	2	1
83	и тот же	3	1
84	в высший ранг	1	1
85	во внутренней речи	2	1
86	от каких бы	2	1
87	тесной зависимости от	1	1
88	но уже в	1	1
89	само нуждается в	1	1
90	а между тем	1	1
91	и та же	1	1
92	процессе социального взаимодействия	1	1
93	можно найти только	1	1
94	как и в	1	1
95	таким образом не	1	1
96	как мы уже	3	1
97	какой бы то	3	1
98	может быть понято	3	1
99	продукт социального взаимодействия	1	1
100	сама по себе	2	1
101	ни в коем	2	1
102	субъективного сознания говорящего	3	1
103	в кругозор говорящих	1	1
104	в каком направлении	1	1
105	в процессе этого	1	1
106	и внешней речи	1	1
107	и для него	1	1
108	во всяком случае	4	1
109	подвести итоги нашему	1	1
110	самом же деле	5	1
111	в коем случае	2	1
112	но в то	6	1
113	словом и его	1	1
114	в душе говорящего	1	1
115	сказать что и	1	1
116	равно как и	1	1
117	в этом направлении	1	1
118	если бы слово	1	1
119	и тем же	2	1
120	в процессе ее	1	1
121	только на основе	1	1
122	подобно тому как	1	1
123	является очень важным	1	1
124	как это делает	1	1
125	форму и стиль	1	1
126	с самого начала	9	1
127	на самом же	5	1
128	в конечном счете	1	1
129	же как и	2	1
130	наиболее яркое и	1	1
131	и в нем	1	1
132	одна и та	1	1
133	и относительно всех	1	1
134	по аналогии с	1	1
135	у нее не	1	1
136	не приблизимся к	1	1
137	его значение и	1	1
138	той социальной группы	2	1
139	а не к	2	1
140	внутренней и внешней	1	1
141	в основе своей	1	1
142	слова и не	2	1
143	и делает его	1	1
144	допустим что мы	1	1
145	кругозор на который	1	1
146	можно было бы	2	1
147	находят свое выражение	1	1
148	в этом отношении	4	1
149	к этому пределу	2	1
150	так же как	2	1
151	науки об идеологии	1	1
152	то же время	7	1
153	свое выражение в	2	1
154	мы должны различать	1	1
155	бы оно ни	1	1
156	не совпадает с	1	1
157	точки зрения не	2	1
158	и прежде всего	4	1
159	более или менее	3	1
160	но и в	3	1
161	более и более	2	1
162	в то же	7	1
163	в значительной степени	3	1
164	и его социальная	1	1
165	двух направлениях к	1	1
166	говорящего со слушателем	1	1
167	не поймет их	1	1
168	не перестает быть	1	1
169	сих пор мы	1	1
170	по крайней мере	1	1
171	с такою же	1	1
172	обстоит дело и	1	1
173	и тогда когда	1	1
174	коем случае нельзя	1	1
175	бытия данной группы	1	1
176	в индивидуальной психике	2	1
177	следовательно только в	1	1
178	в этом смысле	2	1
179	по своей тенденции	1	1
180	в русской литературе	1	1
181	или хотя бы	2	1
182	области социального общения	1	1
183	или может быть	2	1
184	в процессе социального	4	1
185	не может стать	1	1
186	но все же	4	1
187	какой степени не	1	1
188	социальной группы к	1	1
189	мы уже сказали	1	1
190	в жизненной речи	3	1
191	все разобранные нами	2	1
192	внутренней речи а	1	1
193	и здесь мы	3	1
194	каких бы то	3	1
195	слова и его	2	1
196	одним и тем	2	1
197	отнюдь не является	5	1
198	к тому же	2	1
199	они ни были	1	1
200	может быть только	1	1
201	к вопросу о	1	1
