N	2gram	Voloshinov	KulturaY
1	и т	1	143
2	и в	28	84
3	в том	10	74
4	потому что	4	68
5	не только	10	60
6	точки зрения	31	59
7	в этом	28	57
8	было бы	8	53
9	и не	34	52
10	может быть	28	47
11	что в	7	44
12	том что	12	44
13	того чтобы	5	44
14	т д	1	42
15	в самом	12	41
16	для того	6	41
17	у нас	3	38
18	хотя бы	7	37
19	самом деле	14	37
20	так как	15	36
21	с точки	15	36
22	в области	4	34
23	таким образом	34	33
24	а не	9	33
25	если бы	4	32
26	можно было	1	32
27	не в	10	30
28	и пр	29	30
29	в его	25	30
30	прежде всего	26	30
31	все же	8	29
32	не менее	6	28
33	того что	7	28
34	все эти	15	28
35	уже не	9	26
36	то что	17	25
37	вовсе не	16	25
38	не может	30	25
39	вопрос о	2	24
40	с другой	2	24
41	еще не	8	24
42	то же	12	23
43	с помощью	20	23
44	только в	11	23
45	так и	14	23
46	тем не	4	21
47	по себе	4	20
48	во всяком	9	20
49	и что	6	20
50	но и	10	20
51	тем что	1	19
52	о том	3	19
53	обстоятельство что	2	19
54	что он	12	19
55	зависимости от	4	19
56	что же	10	19
57	всяком случае	8	19
58	но в	13	19
59	то обстоятельство	2	19
60	и с	10	18
61	с тем	1	18
62	к тому	6	18
63	в качестве	2	18
64	связи с	1	18
65	между тем	3	18
66	вместе с	5	18
67	как бы	19	18
68	все это	12	18
69	можно говорить	1	17
70	как это	5	17
71	что это	5	17
72	слова и	4	17
73	как раз	6	17
74	это не	5	17
75	в виду	4	16
76	в зависимости	4	16
77	что и	5	16
78	тот же	10	16
79	ничего не	5	16
80	но не	7	16
81	при этом	8	15
82	именно в	4	15
83	в данном	4	15
84	как на	3	15
85	в нашем	3	15
86	не было	5	15
87	и тем	2	15
88	один из	10	15
89	по отношению	13	15
90	целый ряд	1	15
91	только потому	1	15
92	а в	8	15
93	должно быть	2	15
94	в них	3	14
95	и на	9	14
96	сказать что	11	14
97	хотя и	1	14
98	что такое	6	14
99	я не	4	14
100	сих пор	3	14
101	в ней	8	14
102	до сих	3	14
103	если мы	7	14
104	как мы	18	14
105	мы имеем	6	14
106	также и	2	14
107	отношению к	11	14
108	что она	5	13
109	крайней мере	1	13
110	в этой	7	13
111	там где	2	13
112	не могут	7	13
113	по крайней	1	13
114	той же	5	13
115	для нас	2	13
116	это и	4	13
117	по существу	1	13
118	в пределах	6	13
119	и его	22	13
120	говорить о	5	12
121	в результате	3	12
122	того же	3	12
123	ясно что	2	12
124	а только	4	12
125	этот вопрос	4	12
126	могут быть	9	12
127	тогда когда	2	12
128	как в	4	12
129	этого слова	1	12
130	однако не	1	12
131	для этого	6	12
132	те же	9	11
133	должен быть	2	11
134	в своем	4	11
135	на себе	1	11
136	речи и	2	11
137	он не	10	11
138	в нем	7	11
139	и здесь	1	11
140	должна быть	2	11
141	и то	3	11
142	совершенно не	9	11
143	из этих	6	11
144	этом отношении	4	11
145	уже в	3	11
146	слова в	1	11
147	в их	2	11
148	в таких	4	11
149	в какой	3	11
150	или иной	2	11
151	в особенности	1	10
152	в первом	2	10
153	как и	13	10
154	так же	4	10
155	конечно не	10	10
156	к этому	9	10
157	бы в	2	10
158	ту же	1	10
159	этом смысле	2	10
160	в общем	5	10
161	в то	7	10
162	после того	1	10
163	со стороны	5	10
164	в каком	7	10
165	с этим	8	10
166	они не	3	10
167	бы и	2	10
168	на фоне	1	10
169	тем более	1	10
170	того или	1	10
171	тех же	5	10
172	в нашей	2	10
173	от того	5	10
174	в своей	14	9
175	можно сказать	6	9
176	что все	7	9
177	в которой	5	9
178	но для	3	9
179	рядом с	2	9
180	здесь не	1	9
181	мы говорим	1	9
182	и есть	3	9
183	или иного	1	9
184	ни в	12	9
185	не имеет	2	9
186	что мы	3	9
187	но это	4	9
188	и для	7	9
189	дает нам	4	9
190	и вот	8	9
191	то мы	2	9
192	этого рода	1	9
193	а также	2	9
194	ли не	1	9
195	но уже	1	9
196	на то	1	9
197	в целом	4	9
198	в этих	5	8
199	но все	2	8
200	может служить	1	8
201	что они	1	8
202	по преимуществу	2	8
203	с одной	2	8
204	в таком	6	8
205	тому что	5	8
206	не есть	2	8
207	в чем	9	8
208	смысл и	2	8
209	в своих	5	8
210	в тех	1	8
211	отнюдь не	5	8
212	мы видели	12	8
213	а потому	4	8
214	заключается в	5	8
215	да и	2	8
216	то и	1	8
217	слов и	1	8
218	с его	9	8
219	этом случае	1	8
220	независимо от	3	8
221	на самом	6	8
222	и как	3	8
223	об этом	7	8
224	не говоря	1	8
225	далеко не	5	8
226	и о	6	8
227	же в	1	8
228	что на	1	8
229	например в	1	7
230	а именно	2	7
231	нам не	1	7
232	в котором	4	7
233	в одном	3	7
234	свою очередь	4	7
235	была бы	1	7
236	указать на	1	7
237	внимание на	1	7
238	во внимание	1	7
239	учение о	6	7
240	так сказать	7	7
241	а с	2	7
242	одной стороны	2	7
243	в процессе	5	7
244	и должно	1	7
245	с ним	14	7
246	никак не	1	7
247	сводится к	4	7
248	есть лишь	1	7
249	с ними	5	7
250	в слове	1	7
251	когда мы	2	7
252	в свою	6	7
253	в истории	4	7
254	до конца	7	7
255	на этот	3	7
256	в г	3	7
257	смысле этого	1	7
258	и вовсе	1	7
259	есть в	1	7
260	нисколько не	4	7
261	не все	1	7
262	и потому	12	7
263	она не	6	7
264	не знает	5	7
265	когда он	3	7
266	только как	4	7
267	как он	1	7
268	не следует	2	7
269	даже в	1	6
270	в корне	6	6
271	только для	2	6
272	отличается от	2	6
273	на этой	3	6
274	не всегда	4	6
275	о них	3	6
276	можно ли	3	6
277	что как	2	6
278	именно с	1	6
279	по поводу	5	6
280	она есть	1	6
281	гораздо более	1	6
282	на язык	4	6
283	мы знаем	11	6
284	в ее	5	6
285	прежде чем	1	6
286	от этого	2	6
287	той или	1	6
288	могли бы	2	6
289	на этом	8	6
290	должны быть	4	6
291	за пределы	10	6
292	то или	2	6
293	или иное	2	6
294	я в	1	6
295	мы называем	3	6
296	главным образом	4	6
297	его к	4	6
298	не на	1	6
299	оно не	3	6
300	но только	1	6
301	содержание и	2	6
302	перед нами	1	6
303	роль в	7	6
304	на основе	3	6
305	пишет он	2	6
306	что если	1	6
307	же время	6	6
308	в отличие	2	6
309	в сфере	1	6
310	тем же	3	6
311	свое время	1	6
312	в свое	1	6
313	в себе	7	6
314	что оно	4	6
315	данном случае	4	6
316	мы не	9	6
317	что с	2	6
318	или в	1	6
319	этого не	3	6
320	то это	1	6
321	если и	2	6
322	как будто	1	6
323	может иметь	1	6
324	это конечно	1	6
325	отличие от	2	6
326	что значит	2	6
327	дело не	2	6
328	не с	1	6
329	говоря о	1	6
330	только то	5	6
331	чтобы не	2	6
332	это только	4	6
333	приводит к	3	6
334	как к	2	6
335	которые в	1	6
336	на себя	3	6
337	нуждается в	3	6
338	же это	1	6
339	и к	7	5
340	очень много	2	5
341	еще более	2	5
342	думаю что	1	5
343	не как	2	5
344	нас в	2	5
345	но что	1	5
346	и даже	3	5
347	на которых	1	5
348	вопрос этот	1	5
349	и того	1	5
350	даже и	1	5
351	доказать что	2	5
352	в другом	4	5
353	превращается в	2	5
354	отметить что	4	5
355	и еще	1	5
356	точка зрения	15	5
357	не то	2	5
358	никогда не	10	5
359	и он	1	5
360	на протяжении	7	5
361	к себе	3	5
362	время в	2	5
363	чем в	1	5
364	как же	1	5
365	в конце	2	5
366	я и	7	5
367	в двух	1	5
368	же касается	3	5
369	и у	7	5
370	у него	4	5
371	но как	2	5
372	и является	3	5
373	все те	10	5
374	в форме	1	5
375	в современной	1	5
376	всех этих	6	5
377	в кругу	1	5
378	не так	3	5
379	смысле слова	4	5
380	и при	3	5
381	в область	1	5
382	мы в	3	5
383	интерес к	1	5
384	из того	2	5
385	в отношении	2	5
386	конечно и	5	5
387	к его	3	5
388	если можно	1	5
389	уже из	1	5
390	относится к	2	5
391	быть не	1	5
392	и тогда	1	5
393	на примере	1	5
394	переход от	1	5
395	но если	2	5
396	которые можно	2	5
397	только о	2	5
398	на вопрос	1	5
399	не будем	3	5
400	бы на	1	5
401	а это	1	5
402	о нем	2	5
403	и от	3	5
404	мы находим	4	5
405	а на	2	5
406	материал для	2	5
407	слово в	1	5
408	язык и	1	5
409	по своему	4	5
410	это так	1	5
411	только не	3	5
412	в конечном	3	5
413	и их	2	5
414	мы должны	9	5
415	учения о	2	5
416	как не	3	5
417	пр и	2	5
418	что можно	1	5
419	отношение к	7	5
420	в каких	1	5
421	и только	6	5
422	есть не	1	5
423	науки о	1	4
424	мы и	4	4
425	одно из	6	4
426	как они	1	4
427	зрения на	6	4
428	при том	1	4
429	представление о	1	4
430	конечном счете	3	4
431	само собою	1	4
432	связано с	3	4
433	ответить на	1	4
434	так называемых	1	4
435	к этой	2	4
436	не сделал	1	4
