N	2gram	Bakhtin_Pr	Vvedenie
1	и т	14	45
2	т е	44	40
3	т д	4	39
4	в том	12	38
5	в этом	33	35
6	и в	64	35
7	может быть	43	30
8	том что	8	30
9	не только	26	26
10	для того	1	23
11	того чтобы	2	22
12	таким образом	15	21
13	также и	3	20
14	не может	26	19
15	то что	21	19
16	потому что	8	18
17	только в	13	16
18	со стороны	1	16
19	о том	5	16
20	так как	9	15
21	в общем	1	14
22	что в	11	13
23	в самом	17	13
24	и именно	1	13
25	и не	55	13
26	в нем	28	13
27	в его	30	12
28	того что	3	12
29	в их	6	12
30	точки зрения	31	12
31	что такое	2	12
32	как на	4	12
33	то же	18	11
34	в ее	2	11
35	по себе	16	11
36	в данном	2	11
37	этом смысле	12	11
38	как мы	13	11
39	прежде всего	16	10
40	не в	15	10
41	вопрос о	3	10
42	между тем	7	10
43	в той	5	10
44	уже и	2	10
45	но в	14	10
46	тем не	2	9
47	смысле этого	1	9
48	все же	11	9
49	из этих	3	9
50	но не	12	9
51	и как	9	9
52	не менее	3	9
53	в истории	2	9
54	это не	12	8
55	в качестве	1	8
56	именно в	5	8
57	о котором	1	8
58	а только	1	8
59	можно было	3	8
60	с другой	7	8
61	до сих	9	7
62	смысле слова	2	7
63	в большей	2	7
64	как и	25	7
65	самом деле	10	7
66	но и	26	7
67	не трудно	1	7
68	сих пор	9	7
69	было бы	8	7
70	только как	2	7
71	этот вопрос	4	7
72	как бы	33	7
73	один из	3	6
74	на вопрос	2	6
75	об этом	3	6
76	этом случае	1	6
77	к истории	1	6
78	все это	9	6
79	не могут	10	6
80	его в	8	6
81	на этот	4	6
82	тем что	6	6
83	в какой	2	6
84	а именно	2	6
85	вместе с	1	6
86	в которых	4	6
87	же время	13	6
88	и это	8	6
89	вовсе не	12	6
90	уже не	15	6
91	и даже	5	6
92	хотя бы	4	6
93	нельзя не	1	6
94	и что	5	6
95	как он	3	6
96	как например	2	6
97	сказать что	4	6
98	работы над	1	6
99	могут быть	9	6
100	но если	1	6
101	и его	21	6
102	в то	15	6
103	а в	10	6
104	на почве	5	5
105	а потому	2	5
106	уже в	5	5
107	с этой	2	5
108	хотя и	5	5
109	что и	7	5
110	в виду	3	5
111	другой стороны	6	5
112	с их	7	5
113	в них	5	5
114	в г	1	5
115	но с	4	5
116	в первом	2	5
117	одним из	7	5
118	дело в	2	5
119	что не	3	5
120	не есть	4	5
121	при том	1	5
122	что он	15	5
123	одно из	2	5
124	от этого	2	5
125	по своему	1	5
126	данном случае	2	5
127	во всяком	7	5
128	языка в	1	5
129	как уже	1	5
130	так что	6	5
131	и тем	1	5
132	а не	29	5
133	есть и	5	5
134	в различных	3	5
135	т п	10	5
136	а как	11	5
137	независимо от	1	5
138	в целом	8	5
139	как это	1	5
140	всяком случае	4	5
141	в особенности	1	4
142	ответ на	1	4
143	в более	1	4
144	в центре	1	4
145	в прямом	1	4
146	только что	1	4
147	здесь нет	4	4
148	с одной	1	4
149	тогда когда	1	4
150	любовь к	1	4
151	с точки	21	4
152	этом отношении	3	4
153	о чем	1	4
154	как раз	9	4
155	в результате	7	4
156	по мере	4	4
157	в себе	11	4
158	видит в	1	4
159	должен был	1	4
160	так или	1	4
161	и понимать	2	4
162	но все	6	4
163	из двух	1	4
164	или иначе	1	4
165	в одном	20	4
166	в котором	7	4
167	заключается в	1	4
168	и ее	5	4
169	но ведь	3	4
170	что могло	1	4
171	в своей	11	4
172	речь в	2	4
173	да и	2	4
174	сравнению с	1	4
175	должен быть	1	4
176	к тому	4	4
177	по крайней	2	4
178	еще не	10	4
179	однако не	3	4
180	не имеет	2	4
181	времени и	2	4
182	в каждом	15	4
183	еще и	1	4
184	от характера	3	4
185	одной стороны	1	4
186	по сравнению	1	4
187	это только	1	4
188	не признать	1	4
189	е в	3	4
190	в чисто	3	4
191	по отношению	12	4
192	мы имеем	1	4
193	свой материал	2	4
194	отличие от	4	4
195	истории и	1	4
196	в отличие	4	4
197	крайней мере	2	4
198	можно сказать	2	4
199	той же	8	4
200	отношению к	12	4
201	одной из	1	4
202	связи между	3	4
203	в области	1	4
204	все более	1	4
205	только с	1	4
206	и для	7	4
207	и обратно	1	4
208	само по	4	4
209	из них	3	4
210	всего того	1	3
211	своего рода	1	3
212	и к	5	3
213	с этим	3	3
214	собственном смысле	1	3
215	что с	1	3
216	и здесь	6	3
217	и на	16	3
218	как две	1	3
219	того как	3	3
220	зависит от	1	3
221	и вот	1	3
222	на том	2	3
223	такого рода	1	3
224	понятно что	2	3
225	именно как	2	3
226	при этом	8	3
227	что это	2	3
228	в сущности	10	3
229	из которых	3	3
230	не как	20	3
231	но что	1	3
232	в отношении	5	3
233	в этих	5	3
234	чем в	3	3
235	связи с	3	3
236	если бы	12	3
237	себе что	2	3
238	и сам	6	3
239	за собой	1	3
240	нет надобности	1	3
241	в конце	8	3
242	вообще не	2	3
243	сама по	5	3
244	находит себе	1	3
245	в собственном	1	3
246	как в	7	3
247	большей или	2	3
248	нисколько не	3	3
249	между ними	6	3
250	зависимости от	5	3
251	в известном	1	3
252	в каком	1	3
253	той или	1	3
254	русский язык	1	3
255	бы и	6	3
256	от себя	1	3
257	на этой	1	3
258	и других	1	3
259	все эти	13	3
260	то это	3	3
261	как целое	3	3
262	и есть	3	3
263	сливается с	6	3
264	что даже	1	3
265	на этом	2	3
266	стороны и	4	3
267	так называемой	1	3
268	что же	9	3
269	в значительной	1	3
270	входит в	9	3
271	же как	2	3
272	так чтобы	7	3
273	в работе	1	3
274	в другом	3	3
275	в ней	2	3
276	вот почему	1	3
277	времени в	1	3
278	или же	2	3
