N	2gram	Voloshinov	VerxiiNi
1	и в	28	26
2	таким образом	34	22
3	с тем	1	18
4	в этом	28	15
5	вместе с	5	15
6	точки зрения	31	13
7	как бы	19	12
8	в том	10	11
9	не только	10	10
10	и с	10	10
11	может быть	28	10
12	из этих	6	10
13	что в	7	9
14	так как	15	9
15	связи с	1	9
16	но и	10	9
17	в области	4	9
18	в общем	5	8
19	и у	7	8
20	и не	34	8
21	как на	3	8
22	главным образом	4	8
23	с другой	2	8
24	но не	7	8
25	с одной	2	7
26	но все	2	7
27	в эпоху	3	7
28	связанные с	4	7
29	том что	12	7
30	потому что	4	7
31	одной стороны	2	7
32	а с	2	7
33	то что	17	7
34	но в	13	7
35	из них	7	7
36	к нему	9	7
37	так и	14	6
38	в конце	2	6
39	все это	12	6
40	что и	5	6
41	в отношении	2	6
42	представление о	1	6
43	все эти	15	6
44	все же	8	6
45	к тому	6	6
46	о том	3	6
47	во всяком	9	6
48	и потому	12	6
49	всяком случае	8	6
50	мы должны	9	6
51	и т.д	1	6
52	с точки	15	6
53	в себе	7	6
54	того же	3	6
55	и к	7	5
56	до сих	3	5
57	в его	25	5
58	в мире	2	5
59	не имеет	2	5
60	с другом	1	5
61	сих пор	3	5
62	по крайней	1	5
63	того чтобы	5	5
64	для того	6	5
65	так же	4	5
66	отношение к	7	5
67	одной из	1	5
68	образом в	2	5
69	друг с	1	5
70	а не	9	5
71	и для	7	5
72	крайней мере	1	5
73	никогда не	10	5
74	в самом	12	4
75	что оно	4	4
76	ничем не	2	4
77	то есть	1	4
78	и по	5	4
79	то же	12	4
80	культурных ценностей	1	4
81	из которых	2	4
82	только в	11	4
83	в этих	5	4
84	должен был	1	4
85	с другими	8	4
86	целый ряд	1	4
87	учение о	6	4
88	что он	12	4
89	к своим	1	4
90	в смысле	1	4
91	в котором	4	4
92	в течение	2	4
93	и тогда	1	4
94	он не	10	4
95	и что	6	4
96	далеко не	5	4
97	а в	8	4
98	этой эпохи	1	4
99	в этой	7	4
100	и от	3	4
101	не может	30	4
102	что все	7	4
103	на этот	3	4
104	в виде	1	4
105	в то	7	4
106	и только	6	4
107	в нем	7	4
108	во время	6	4
109	уже с	1	3
110	к сожалению	1	3
111	и другие	2	3
112	и при	3	3
113	при этом	8	3
114	для него	12	3
115	из всех	1	3
116	что это	5	3
117	тем не	4	3
118	в качестве	2	3
119	в результате	3	3
120	и даже	3	3
121	если бы	4	3
122	в которой	5	3
123	на нее	1	3
124	с самого	7	3
125	в таком	6	3
126	случае не	3	3
127	ясно что	2	3
128	и как	3	3
129	же как	2	3
130	не менее	6	3
131	из которого	4	3
132	и таким	3	3
133	и нет	1	3
134	можно сказать	6	3
135	за собой	1	3
136	хотя бы	7	3
137	представляет собой	2	3
138	у них	1	3
139	когда он	3	3
140	по учению	2	3
141	в одном	3	3
142	оказывается что	1	3
143	и те	5	3
144	сознание своей	1	3
145	всегда и	1	3
146	и о	6	3
147	культуры и	1	3
148	отношению к	11	3
149	в своем	4	3
150	уже не	9	3
151	подойти к	2	3
152	к этому	9	3
153	конце концов	2	3
154	никаких нравственных	1	3
155	того что	7	3
156	убеждение что	1	2
157	ни чувств	1	2
158	бы то	3	2
159	связан с	1	2
160	все что	10	2
161	для всех	3	2
162	один из	10	2
163	и здесь	1	2
164	ему в	1	2
165	и на	9	2
166	связанных с	4	2
167	благодаря этому	1	2
168	и заставляет	1	2
169	уже в	3	2
170	тогда когда	2	2
171	или по	1	2
172	мы имеем	6	2
173	не с	1	2
174	ни было	2	2
175	утверждать что	1	2
176	этом отношении	4	2
177	в пользу	1	2
178	только не	3	2
179	культуры на	1	2
180	те же	9	2
181	не как	2	2
182	не исчерпывается	2	2
183	прежде всего	26	2
184	из своих	1	2
185	требует от	1	2
186	одно из	6	2
187	его от	1	2
188	не могут	7	2
189	со всеми	5	2
190	в них	3	2
191	связь с	7	2
192	похож на	1	2
193	из него	3	2
194	не было	5	2
195	психической жизни	12	2
196	к его	3	2
197	отличаются от	1	2
198	не в	10	2
199	у всех	1	2
