N	2gram	Ircho_Kome	EvropaiC
1	таким образом	16	34
2	в том	24	31
3	и в	37	24
4	том что	22	20
5	все эти	1	19
6	то что	5	18
7	не может	9	18
8	может быть	14	17
9	до сих	12	15
10	все же	9	15
11	сих пор	12	15
12	точки зрения	8	14
13	в этом	18	13
14	все это	7	13
15	самом деле	13	12
16	с этим	5	12
17	между тем	6	12
18	в своем	9	12
19	по отношению	6	11
20	но и	18	11
21	отношению к	4	11
22	все что	6	10
23	мы знаем	2	10
24	не только	13	10
25	так и	4	10
26	как и	10	10
27	во всех	4	10
28	из себя	3	10
29	как бы	7	10
30	что в	11	9
31	при этом	11	9
32	в результате	2	9
33	не в	7	9
34	и все	6	9
35	и не	28	9
36	с другом	3	9
37	потому что	19	9
38	и что	8	9
39	на то	3	9
40	друг с	3	9
41	того же	9	9
42	в самом	17	8
43	с точки	6	8
44	более или	2	8
45	ясно что	12	8
46	или менее	2	8
47	к тому	11	8
48	для того	9	8
49	если бы	18	8
50	того чтобы	9	8
51	так же	8	8
52	знаем что	1	8
53	идет речь	2	8
54	из этих	2	8
55	так как	16	7
56	что при	1	7
57	того что	1	7
58	что и	12	7
59	что он	15	7
60	не менее	9	7
61	о котором	1	7
62	из этого	2	7
63	о том	21	7
64	вместе с	16	7
65	по своей	2	7
66	в этой	7	7
67	в сознании	1	7
68	в силу	2	7
69	по существу	4	7
70	для этого	3	7
71	мы можем	7	6
72	и на	6	6
73	несмотря на	7	6
74	с ним	10	6
75	что с	4	6
76	только в	3	6
77	тому же	11	6
78	от друга	1	6
79	в мире	2	6
80	друг от	1	6
81	еще не	10	6
82	все они	1	6
83	и если	3	6
84	должна быть	2	6
85	так что	7	6
86	и при	1	6
87	что касается	5	6
88	как на	1	6
89	с другой	5	6
90	в то	14	6
91	у них	1	6
92	и для	7	6
93	и к	4	5
94	как к	3	5
95	ничем не	4	5
96	в состоянии	1	5
97	в его	12	5
98	из всех	3	5
99	многие из	1	5
100	пор не	3	5
101	другой стороны	2	5
102	у него	10	5
103	его в	9	5
104	так или	3	5
105	в которой	6	5
106	но все	5	5
107	и с	5	5
108	или иначе	3	5
109	и без	2	5
110	по своему	3	5
111	по сравнению	3	5
112	сравнению с	3	5
113	быть и	1	5
114	не будет	2	5
115	между двумя	2	5
116	и их	1	5
117	далеко не	3	5
118	так называемого	1	5
119	в себе	4	5
120	и от	3	5
121	что все	1	5
122	столь же	5	5
123	как будто	3	5
124	к этому	11	5
125	в пользу	1	5
126	в целом	4	5
127	из них	11	5
128	но в	7	5
129	не так	4	4
130	то они	1	4
131	ее и	1	4
132	народы которые	1	4
133	этой области	1	4
134	на вопрос	5	4
135	из того	3	4
136	этом случае	2	4
137	хотя и	6	4
138	тем не	3	4
139	мало того	1	4
140	совершенно не	2	4
141	из которых	7	4
142	чем больше	1	4
143	в их	5	4
144	связи с	5	4
145	что его	10	4
146	одним из	2	4
147	в конце	14	4
148	в таком	2	4
149	с тем	6	4
150	не могут	2	4
151	между собой	5	4
152	то ясно	1	4
153	и у	4	4
154	а с	2	4
155	что мы	4	4
156	мы уже	1	4
157	в течение	3	4
158	ни один	1	4
159	хотя бы	5	4
160	то ни	4	4
161	в дальнейшем	5	4
162	в такой	1	4
163	мы должны	1	4
164	что эта	2	4
165	целый ряд	5	4
166	признать что	5	4
167	отношение к	7	4
168	что для	7	4
169	что как	1	4
170	без того	1	4
171	том же	2	4
172	сходства с	1	4
173	представление об	1	4
174	ибо в	1	4
175	в области	3	4
176	он не	11	4
177	конце концов	3	4
178	если мы	2	4
179	то же	14	4
180	никогда не	5	4
181	ближе к	3	3
182	во всем	2	3
183	бы то	3	3
184	от него	2	3
185	только что	11	3
186	и по	3	3
187	которые не	1	3
188	в начале	5	3
189	с одной	5	3
190	за ними	1	3
191	еще больше	4	3
192	даже в	3	3
193	ни было	3	3
194	в нашем	1	3
195	с более	1	3
196	и говорить	1	3
197	для нас	7	3
198	в с	2	3
199	прежде всего	7	3
200	у нас	1	3
201	одно из	3	3
202	же не	3	3
203	в этих	2	3
204	чем в	5	3
205	ко всем	1	3
206	что по	2	3
207	в нем	8	3
208	представление о	2	3
209	очевидно что	1	3
210	в жизни	1	3
211	можно назвать	1	3
212	в связи	4	3
213	случаях когда	1	3
214	же как	1	3
215	на земле	2	3
216	настоящее время	1	3
217	в истории	2	3
218	может не	1	3
219	и это	4	3
220	в сторону	1	3
221	ничего общего	1	3
222	что их	4	3
223	тем более	9	3
224	жизнь и	1	3
225	и того	1	3
226	и потому	2	3
227	и других	1	3
228	отличие от	5	3
229	вопрос о	2	3
230	но даже	1	3
231	в ней	7	3
232	и может	2	3
233	если же	2	3
234	с этой	5	3
235	может служить	2	3
236	это не	3	3
237	в тех	4	3
238	тем самым	1	3
239	и до	2	3
240	конечно не	4	3
241	от того	2	3
242	при помощи	1	3
243	к которой	1	3
244	каждый из	1	3
245	а в	12	3
246	было бы	7	3
247	как мы	6	3
248	указывают на	1	3
249	они должны	1	3
250	что только	1	3
251	даже если	2	3
252	мы будем	1	3
253	образом в	2	3
254	но не	9	3
255	в эти	1	3
256	является ли	3	3
257	таким же	2	3
258	бы в	5	3
259	в настоящее	1	3
260	не надо	2	3
261	одного и	1	3
262	тот же	11	3
263	и наконец	1	3
264	с которыми	1	2
265	представить себе	2	2
266	от нее	5	2
267	и весь	1	2
268	что они	3	2
269	только не	1	2
270	заметим что	1	2
271	во втором	2	2
272	образом и	2	2
273	все его	2	2
274	что у	2	2
275	что эти	1	2
276	как две	1	2
277	них в	1	2
278	то в	1	2
279	для себя	1	2
280	он считает	1	2
281	из таких	1	2
282	не без	2	2
283	от которого	1	2
284	для него	1	2
285	следует что	3	2
286	же образом	1	2
287	тем как	2	2
288	это обстоятельство	3	2
289	раннем детстве	1	2
290	те же	1	2
291	а затем	4	2
292	то и	1	2
293	него в	3	2
294	но как	1	2
295	разобраться в	1	2
296	и из	1	2
297	не от	1	2
298	в виду	3	2
299	сводится к	1	2
300	том и	1	2
301	в своих	4	2
302	не было	6	2
303	меньше чем	2	2
304	все то	1	2
305	не знает	7	2
306	к полной	1	2
307	не очень	1	2
308	и некоторые	1	2
309	и сам	11	2
310	помнить что	1	2
311	более на	1	2
312	и там	3	2
313	наконец не	2	2
314	том виде	1	2
315	вопросов на	1	2
316	вовсе не	6	2
317	и тому	1	2
318	такой же	2	2
319	в один	1	2
320	и начало	1	2
321	при том	1	2
322	на месте	3	2
323	жизни и	1	2
324	то время	3	2
325	если он	3	2
326	вся его	1	2
327	войдя в	2	2
328	тому что	5	2
329	виде как	1	2
330	я не	4	2
331	между ними	4	2
332	как не	2	2
333	с ними	1	2
334	их в	3	2
335	и так	1	2
336	при таком	1	2
337	в которых	7	2
338	никто не	2	2
339	они не	2	2
340	на одном	1	2
341	себя и	2	2
342	не имеет	6	2
343	высшей степени	2	2
344	и считают	1	2
345	со своей	2	2
346	почти все	1	2
347	ему и	3	2
348	зависимости от	1	2
349	в себя	1	2
350	на каждом	1	2
351	нет в	1	2
352	должен быть	2	2
353	в эту	1	2
354	на себе	2	2
355	при виде	3	2
356	по его	2	2
357	быть вполне	1	2
358	в них	6	2
359	этих двух	2	2
360	во всяком	3	2
361	ко всему	1	2
362	со временем	5	2
363	а к	1	2
364	а для	2	2
365	в основе	3	2
366	и более	1	2
367	в котором	6	2
368	до тех	5	2
369	считает себя	1	2
370	и только	1	2
371	на этом	3	2
372	по тем	1	2
373	к своим	2	2
374	она не	3	2
375	всяком случае	3	2
376	к нему	8	2
377	в свою	12	2
378	именно потому	2	2
379	одной стороны	4	2
380	на друга	1	2
381	одну из	1	2
382	в другом	2	2
383	и поэтому	5	2
384	не более	1	2
385	дальше так	1	2
386	и уже	1	2
387	на долю	4	2
388	только один	2	2
389	с уже	2	2
390	говорить о	6	2
391	о них	1	2
392	тех же	3	2
393	же что	1	2
394	для всякого	1	2
395	которую он	3	2
396	из двух	3	2
397	конечно в	2	2
398	с общим	1	2
399	не следует	2	2
400	и те	1	2
401	этот вопрос	2	2
402	же время	12	2
403	от своей	2	2
404	но вместе	1	2
405	из одного	1	2
406	это может	1	2
407	свою очередь	10	2
408	друг на	1	2
409	я в	1	2
410	что же	2	2
411	к ним	5	2
412	уже более	1	2
413	со своими	1	2
414	к двум	1	2
415	тех пор	5	2
416	общего с	2	2
417	о которой	2	2
418	было принято	1	2
419	той же	2	2
420	том чтобы	4	2
421	образом как	1	2
422	для самого	1	2
423	в высшей	2	2
424	на него	6	2
425	в глазах	10	2
426	на первый	1	2
427	по этому	3	2
428	понять что	1	2
429	показывают что	1	2
430	что она	10	2
431	в частности	4	2
432	и дальше	2	2
433	в сущности	3	2
434	но если	3	2
435	и его	10	2
436	от них	2	2
437	мы видели	1	2
438	от себя	2	2
439	по происхождению	1	2
440	отнюдь не	5	2
441	в ту	2	2
442	независимо от	4	2
443	истинную сущность	1	2
444	входящих в	1	2
445	тем же	3	2
446	но так	1	2
447	которой мы	2	2
448	в самой	1	2
449	они могут	1	2
450	или вовсе	2	2
451	и особенно	2	2
452	точку зрения	1	2
453	если это	1	2
454	и ее	3	2
455	что на	1	2
456	друг друга	7	2
457	из этой	2	2
458	он должен	1	2
459	на время	1	1
460	целой группы	1	1
461	как все	1	1
462	к сожалению	2	1
463	всего в	1	1
464	начиная с	1	1
465	своих предшественников	1	1
466	само собой	5	1
467	и другие	1	1
468	всякому ясно	1	1
469	на деле	1	1
470	которую они	1	1
471	представим себе	1	1
472	в другой	5	1
473	на родину	1	1
474	из отдельных	1	1
475	которого она	1	1
476	не отличается	1	1
477	профессии и	1	1
478	им у	1	1
479	мы видим	2	1
480	один из	6	1
481	то обстоятельство	3	1
482	в заблуждение	1	1
483	это делает	2	1
484	и ничем	1	1
485	за ним	3	1
486	говоря уже	2	1
487	и аргументы	1	1
488	к их	2	1
489	она и	2	1
490	течение которого	1	1
491	на эти	1	1
492	менее в	2	1
493	же и	2	1
494	друга в	1	1
495	различие между	1	1
496	что надо	1	1
497	похожи на	3	1
498	что слова	1	1
499	если в	4	1
500	условий и	1	1
501	малейшего намека	1	1
502	свидетельствует о	1	1
503	ее на	2	1
504	сам он	3	1
505	рассказ о	1	1
506	того как	5	1
507	нет а	1	1
508	приходится считать	1	1
509	пор они	1	1
510	забота о	1	1
511	представлению о	1	1
512	том числе	2	1
513	уже в	3	1
514	мы не	6	1
515	но еще	2	1
516	в угоду	1	1
517	что я	5	1
518	вывод что	2	1
519	в раннем	1	1
520	именно как	1	1
521	по всему	3	1
522	еще более	4	1
523	была бы	2	1
524	эта идея	1	1
525	своем уме	2	1
526	бы на	2	1
527	за пределами	3	1
528	в своей	6	1
529	в положение	1	1
530	эти вопросы	1	1
531	он и	5	1
532	кроме того	1	1
533	строго говоря	1	1
534	в ее	3	1
