N	3gram	Losev_Dial	Freidism
1	с точки зрения	25	15
2	не может быть	12	14
3	в самом деле	6	10
4	в том что	12	9
5	во всяком случае	3	8
6	и прежде всего	6	7
7	в то же	3	6
8	то же время	3	6
9	– все это	2	5
10	с самого начала	1	5
11	можно сказать что	1	5
12	как мы уже	1	5
13	это вовсе не	1	4
14	тем не менее	10	4
15	сам по себе	6	4
16	на самом деле	1	4
17	в зависимости от	3	4
18	в данном случае	3	4
19	в чем не	1	4
20	в таком случае	11	4
21	не могут быть	3	4
22	на первый план	4	4
23	в этом отношении	2	4
24	ни в чем	2	4
25	только то что	1	3
26	ничего общего не	2	3
27	для того чтобы	1	3
28	в своей последней	1	3
29	выйти за пределы	2	3
30	о том что	6	3
31	в собственном смысле	1	3
32	до сих пор	1	3
33	и той же	4	3
34	все это –	1	3
35	далеко не всегда	1	3
36	бы то ни	2	3
37	цельной личности и	1	3
38	одной и той	4	3
39	но в то	1	3
40	в конечном счете	1	3
41	мы не можем	2	3
42	не в силах	2	3
43	и не может	1	3
44	и тем не	2	2
45	это как бы	1	2
46	ни о каком	1	2
47	ни в каком	8	2
48	равно как и	2	2
49	внешний мир в	1	2
50	в применении к	1	2
51	и может быть	1	2
52	ни о какой	1	2
53	в этом смысле	1	2
54	заключается в том	1	2
55	в чем же	2	2
56	то или иное	4	2
57	с другой –	1	2
58	вовсе не в	3	2
59	в конце концов	1	2
60	а следовательно и	1	2
61	не отличается от	4	2
62	и ни в	1	2
63	и пр и	2	2
64	– одно из	1	2
65	в каком случае	2	2
66	что же такое	3	2
67	что он сам	1	2
68	к отцу и	2	2
69	его жизни и	1	2
70	не чем иным	1	2
71	чем иным как	1	2
72	– это и	1	2
73	мы никогда не	1	2
74	и все его	1	2
75	что и в	1	2
76	в отличие от	1	2
77	то ни было	1	2
78	то обстоятельство что	1	2
79	в таком виде	1	2
80	к тому что	2	2
81	самом же деле	1	2
82	это и есть	4	2
83	на самом же	1	2
84	с одной стороны	3	2
85	то что мы	3	2
86	пр и пр	1	2
87	мы показали что	1	2
88	как раз и	3	2
89	и пр –	1	2
90	то же самое	1	2
91	и т д	38	1
92	того что он	4	1
93	другими словами мы	1	1
94	все это учение	1	1
95	и с ними	1	1
96	связь с внешними	1	1
97	это как мы	1	1
98	в вопросе о	2	1
99	даже тогда когда	1	1
100	удивительного в том	1	1
101	к нему и	1	1
102	ведь от этого	1	1
103	и сама она	1	1
104	того или иного	3	1
105	пр – все	1	1
106	той или иной	2	1
107	но прежде всего	1	1
108	вместе с ним	1	1
109	только одно из	1	1
110	и даже не	2	1
111	прежде всего от	3	1
112	ни о каких	1	1
113	т д таким	1	1
114	он хочет быть	1	1
115	только одна из	1	1
116	принимать во внимание	1	1
117	не зная ни	1	1
118	в пределах одной	1	1
119	в себе свою	1	1
120	от того что	4	1
121	мы видим в	1	1
122	по крайней мере	10	1
123	в данный момент	2	1
124	по сравнению с	1	1
125	была бы совершенно	1	1
126	в себя и	1	1
127	что бы то	1	1
128	это – чисто	1	1
129	и вот –	1	1
130	то что является	1	1
131	имеется в виду	5	1
132	и в вопросе	1	1
133	даже если это	1	1
134	может быть даже	1	1
135	в обществе а	1	1
136	их взаимоотношения и	1	1
137	каком случае нельзя	1	1
138	имеем в виду	1	1
139	а иногда и	1	1
140	и в отношении	1	1
141	ни в каких	1	1
142	все той же	1	1
143	приходится принимать во	1	1
144	и вот когда	2	1
145	в жизни и	1	1
146	как бы в	1	1
147	конечно с точки	1	1
148	он и не	1	1
149	в коем случае	4	1
150	из этих двух	1	1
151	в человеке –	1	1
152	в свое время	1	1
153	того и другого	1	1
154	и пр но	1	1
155	нет это –	1	1
156	это не может	1	1
157	и об его	1	1
158	что в данном	1	1
159	в глубине ее	1	1
160	во что бы	1	1
161	в то время	6	1
162	самом деле если	1	1
163	– ни в	1	1
164	одна на другую	1	1
165	но даже и	3	1
166	и то же	2	1
167	тем что его	1	1
168	зависит от того	1	1
169	ничего не говорит	5	1
170	друг на друга	1	1
171	и на всем	1	1
172	и в таком	1	1
173	но что же	1	1
174	ничего удивительного в	1	1
175	случае не может	1	1
176	уже не может	1	1
177	со всех сторон	1	1
178	возможно только в	1	1
179	хотя и не	2	1
180	и только он	1	1
181	не было бы	1	1
182	убедить в этом	1	1
183	данном случае в	1	1
184	но при этом	1	1
185	что это вовсе	1	1
186	– только одно	1	1
187	не похоже на	1	1
188	как и на	1	1
189	но и все	1	1
190	не что иное	6	1
191	сказать что нет	1	1
192	одно из них	1	1
193	вовсе не есть	5	1
194	мы берем его	1	1
195	в такой же	1	1
196	иметь в виду	3	1
197	как и все	5	1
198	она не может	1	1
199	ни в коем	4	1
200	или по крайней	4	1
201	это учение о	3	1
202	одно и то	2	1
203	таким образом что	1	1
204	и к отцу	1	1
205	мира а не	1	1
206	так же как	2	1
207	д таким образом	1	1
208	оно превращается в	1	1
209	только потому что	1	1
210	и таким образом	1	1
211	бытие определяет сознание	3	1
212	не приходится принимать	1	1
213	том что в	1	1
214	в глубине души	1	1
215	ее жизнь в	1	1
216	– при условии	1	1
217	как бы второе	1	1
218	никакого отношения к	3	1
219	при этом условии	2	1
220	и никогда не	1	1
221	можно говорить о	1	1
222	они утверждают что	1	1
223	точки зрения в	2	1
224	и не мог	2	1
225	и в то	2	1
226	есть прежде всего	4	1
227	всей его жизни	1	1
228	не только не	7	1
229	есть не что	3	1
230	только он один	2	1
231	самом деле что	2	1
232	она есть только	1	1
233	и что оно	1	1
234	– ровно ничего	1	1
235	– совершенно не	1	1
236	в этом вопросе	1	1
237	ничего что давало	1	1
238	с научной точки	2	1
239	социальные и даже	1	1
240	личности и ее	2	1
241	на своем месте	1	1
242	о себе самом	1	1
243	и все прочие	1	1
244	то в нем	1	1
245	но теперь мы	1	1
246	что с точки	2	1
247	что давало бы	1	1
248	что иное как	6	1
249	оно не есть	1	1
250	что это не	3	1
251	и что он	1	1
252	– и в	1	1
253	личности а не	1	1
254	мы находим в	1	1
255	все это не	2	1
256	это – не	3	1
257	мы имеем в	1	1
258	сама она есть	1	1
259	нет ничего удивительного	1	1
260	из того что	2	1
261	общего не имеет	1	1
262	миф – это	1	1
263	в основе их	1	1
264	даже и не	3	1
265	и нет ничего	4	1
266	научной точки зрения	3	1
267	в чем заключается	2	1
268	но так как	1	1
269	вывести из него	1	1
270	тот или иной	2	1
271	– об этом	1	1
272	свой смысл и	1	1
273	в основе своей	1	1
274	коем случае не	4	1
275	если мы будем	1	1
276	мы уже сказали	2	1
277	это было бы	3	1
278	то ни стало	1	1
279	что такое сознание	1	1
