N	3gram	Trubetskoy	Vladivir
1	в том что	16	29
2	о том что	4	22
3	тем не менее	4	18
4	что же касается	2	14
5	и то что	3	14
6	в то время	2	13
7	дело в том	1	13
8	во всяком случае	2	12
9	в связи с	3	12
10	более или менее	8	11
11	в конце концов	4	11
12	к тому же	5	11
13	не может быть	4	10
14	в то же	2	10
15	вместе с тем	3	10
16	с точки зрения	8	10
17	у него в	1	9
18	то же время	2	9
19	на то что	7	8
20	точно так же	1	7
21	так или иначе	5	6
22	в данном случае	3	6
23	также и то	1	6
24	с другой стороны	4	6
25	как мы знаем	1	6
26	в настоящее время	3	6
27	как мы видели	1	6
28	том что он	2	6
29	бы то ни	3	5
30	и в том	2	5
31	не говоря уже	1	5
32	то время как	1	5
33	говоря уже о	1	4
34	в том же	3	4
35	для того чтобы	7	4
36	по крайней мере	1	4
37	заключается в том	3	4
38	в себе и	1	4
39	можно было бы	1	4
40	с одной стороны	2	4
41	у него с	2	3
42	в самом деле	5	3
43	в том числе	1	3
44	не в том	1	3
45	выше мы уже	1	3
46	мы знаем что	7	3
47	в том случае	4	3
48	ничего общего с	2	3
49	свидетельствует о том	1	3
50	иметь в виду	1	3
51	а с другой	2	3
52	а в том	1	3
53	не только не	1	3
54	по этому поводу	1	3
55	к тому что	1	3
56	только то что	2	3
57	для тех кто	1	3
58	ко всему этому	2	3
59	в свою очередь	2	3
60	несмотря на все	1	3
61	и в дальнейшем	1	3
62	только в том	1	3
63	тем более что	1	3
64	хотя и не	1	3
65	мы видели выше	1	3
66	так что в	1	3
67	с самого начала	1	3
68	мы уже сказали	1	3
69	что несмотря на	2	3
70	так же как	3	2
71	но вместе с	2	2
72	то что это	2	2
73	в вопросе о	2	2
74	на том же	1	2
75	совершенно так же	4	2
76	ввиду того что	1	2
77	до некоторой степени	1	2
78	что у него	1	2
79	и в конце	1	2
80	здесь не было	1	2
81	до сих пор	15	2
82	в тот же	1	2
83	в этой области	4	2
84	к которой он	1	2
85	не без влияния	1	2
86	мы уже знаем	1	2
87	то ни было	3	2
88	не может не	3	2
89	все это конечно	1	2
90	уже о том	1	2
91	то что у	2	2
92	сих пор не	5	2
93	в том и	2	2
94	за то что	1	2
95	что это есть	1	2
96	а так как	1	2
97	и без того	4	2
98	а следовательно и	2	2
99	независимо от того	1	2
100	но и его	2	2
101	до тех пор	1	2
102	одно и то	1	2
103	и то же	1	2
104	в этом случае	4	2
105	при таких условиях	2	2
106	то обстоятельство что	1	2
107	и все же	1	2
108	том случае если	4	2
109	как мы сказали	1	2
110	по этому вопросу	1	2
111	то что мы	1	2
112	может быть и	4	2
113	нечего и говорить	3	2
114	от нее и	1	1
115	лишь в том	5	1
116	благодаря тому что	1	1
117	что если эта	1	1
118	если мы будем	1	1
119	и в жизни	1	1
120	хотя и прикрытые	1	1
121	все то что	1	1
122	без которого немыслим	1	1
123	ни тем более	1	1
124	о которой мы	2	1
125	все дело заключается	1	1
126	мы видим что	1	1
127	как и вообще	1	1
128	мы и не	1	1
129	к одному из	1	1
130	наука не может	1	1
131	между ними нет	1	1
132	о которых мы	4	1
133	потому что как	1	1
134	он не может	2	1
135	и в сознании	1	1
136	а может быть	1	1
137	потому что для	1	1
138	для этого нужно	1	1
139	но тут надо	1	1
140	они не могут	1	1
141	и все это	1	1
142	только с точки	1	1
143	самом деле если	1	1
