N	3gram	Bakhtin_Pr	Stilisti
1	в то же	13	9
2	для того чтобы	1	7
3	в зависимости от	5	7
4	то же время	13	7
5	того или иного	1	5
6	с точки зрения	21	5
7	в свою очередь	1	4
8	той или иной	1	4
9	с самого начала	1	4
10	то же самое	1	4
11	прежде всего в	1	4
12	но и в	1	3
13	как мы уже	2	3
14	на самом деле	4	3
15	в конце концов	7	3
16	как мы видели	1	3
17	тех или иных	1	3
18	не только в	2	3
19	в этом случае	1	3
20	но все же	3	3
21	как бы в	6	3
22	в той же	3	3
23	в самом деле	6	2
24	может показаться что	1	2
25	все то что	3	2
26	не может быть	8	2
27	по отношению к	12	2
28	и ту же	1	2
29	о том что	2	2
30	мы увидим что	1	2
31	и сам так	1	2
32	может быть понято	1	2
33	можно сказать что	2	2
34	в каждом слове	1	2
35	для наших целей	1	2
36	мы будем говорить	1	2
37	не было бы	1	2
38	но при этом	2	2
39	смысле этого слова	1	2
40	но в то	7	2
41	зависимости от того	1	2
42	мы не знаем	1	2
43	и в то	2	2
44	в точном смысле	1	2
45	как мы увидим	3	2
46	на первый взгляд	1	2
47	в связи с	1	2
48	к тому что	1	2
49	и на его	1	2
50	в этом отношении	3	2
51	одну и ту	1	2
52	в значительной степени	1	2
53	совершенно особый тип	1	1
54	в том что	6	1
55	собственном смысле слова	1	1
56	и в жизни	1	1
57	в том и	2	1
58	в одном из	2	1
59	неразрывно связано с	1	1
60	а в этом	1	1
61	вот что говорит	1	1
62	и в романе	2	1
63	несмотря на свою	1	1
64	установка в свою	1	1
65	мы должны были	1	1
66	а с помощью	1	1
67	ни на минуту	1	1
68	представим себе что	1	1
69	от того в	1	1
70	мы должны перейти	1	1
71	в себе все	1	1
72	на другого человека	1	1
73	в большинстве случаев	10	1
74	но все эти	1	1
75	по крайней мере	2	1
76	остается тем же	1	1
77	и другом случае	1	1
78	точку зрения на	3	1
79	социальной группы к	1	1
80	данной социальной группы	1	1
81	наконец и это	1	1
82	в другом месте	1	1
83	в собственном смысле	1	1
84	хотя бы и	3	1
85	в себе и	2	1
86	как и в	3	1
87	перейти к более	1	1
88	не только его	1	1
89	элементами из которых	1	1
90	и во всех	1	1
91	тем не менее	2	1
92	точек зрения как	1	1
93	выражать одну и	1	1
94	том и другом	1	1
95	не может до	1	1
96	и здесь остается	1	1
97	по ту сторону	2	1
98	тот же самый	1	1
99	при этом не	1	1
100	мы не поймем	1	1
101	более или менее	4	1
102	слово как бы	1	1
103	по сравнению с	1	1
104	независимо от того	1	1
105	их в целом	1	1
106	и соответствующие ей	1	1
107	таким образом в	1	1
108	интонации и в	1	1
109	они как бы	1	1
110	на этот вопрос	2	1
111	необходимо заметить что	1	1
112	приведенный нами отрывок	1	1
113	бы совершенно иной	1	1
114	противоречащих друг другу	1	1
115	лишь то что	1	1
116	оглядывается на своего	1	1
117	различные точки зрения	1	1
118	и противоречащих друг	1	1
119	не вошел в	1	1
120	первостепенное значение для	1	1
121	но не только	1	1
122	одной из тех	1	1
123	принадлежит к какому-нибудь	1	1
124	до сих пор	9	1
125	именно потому что	2	1
126	заложенные уже в	1	1
127	же время и	1	1
128	иметь в виду	1	1
129	двух точек зрения	2	1
130	слово вовсе не	1	1
131	то все же	1	1
132	которые ближе всего	1	1
133	чтобы убедиться в	1	1
134	что было бы	1	1
135	литературном произведении но	1	1
136	само по себе	4	1
137	как мы видим	1	1
138	один из этих	1	1
139	между этими двумя	1	1
140	как мы это	1	1
141	точкой зрения на	1	1
142	вполне понятно что	2	1
143	мы имеем в	1	1
144	ту же тему	2	1
145	и никогда не	1	1
146	по себе не	1	1
147	лишь там где	2	1
148	в пределах одного	6	1
149	а затем и	1	1
150	сознания при этом	1	1
151	свое внешнее выражение	1	1
152	вокруг одного центра	1	1
153	и по отношению	1	1
154	не только не	2	1
155	и не могут	1	1
156	находит свое внешнее	1	1
157	в своей жизни	1	1
158	не может не	1	1
159	не менее и	1	1
160	в высшей степени	1	1
161	так как и	1	1
162	как раз и	5	1
163	тем что он	1	1
164	друг друга но	1	1
165	человека с человеком	1	1
166	мы увидим дальше	2	1
167	другими словами к	1	1
168	что для них	1	1
169	та или иная	1	1
170	будут ли они	1	1
171	но уже не	1	1
172	в нем и	1	1
173	на минуту не	1	1
174	в котором они	1	1
175	с другой стороны	6	1
176	сказать что вся	1	1
177	перед нами не	1	1
178	точки зрения и	1	1
179	в виду прежде	1	1
180	здесь таким образом	1	1
181	может до конца	1	1
182	уже не только	1	1
183	это прежде всего	1	1
184	виду прежде всего	1	1
185	в виду что	1	1
186	так как в	1	1
187	из которых слагается	1	1
188	можно было бы	3	1
189	всего того что	1	1
190	вся внутренняя жизнь	1	1
191	и не может	6	1
192	если же он	1	1
193	и в этом	5	1
194	прежде всего на	1	1
