N	3gram	Bakhtin_Fr	VrazhdaK
1	то же время	14	4
2	в то же	14	4
3	в связи с	5	3
4	в том что	8	2
5	не может быть	4	2
6	но в то	6	2
7	мотивы и образы	1	2
8	он не только	2	2
9	с точки зрения	5	2
10	и что в	1	2
11	в году в	1	2
12	в свою очередь	1	1
13	в них много	1	1
14	в ту эпоху	2	1
15	с помощью которых	2	1
16	же время и	1	1
17	по преимуществу на	1	1
18	в то время	3	1
19	далеко не все	2	1
20	в конце концов	1	1
21	одно и то	1	1
22	это не просто	1	1
23	был в то	1	1
24	в конце жизни	2	1
25	о том как	2	1
26	так же как	4	1
27	но это не	1	1
28	быть и речи	1	1
29	и в то	3	1
30	в соответствии с	1	1
31	что в этой	1	1
32	он и не	1	1
33	а с другой	1	1
34	имеется в виду	2	1
35	и то что	1	1
36	и никому не	1	1
37	раз в году	2	1
38	о том что	5	1
39	в мировой литературе	2	1
40	одним из первых	1	1
41	при этом он	1	1
42	о которой не	1	1
43	до сих пор	3	1
44	в это время	1	1
45	в том же	1	1
46	а следовательно и	1	1
47	тем не менее	1	1
48	но нас интересует	1	1
49	и в самом	1	1
50	как бы в	2	1
51	на первый план	3	1
52	с другой стороны	2	1
53	в своем увлечении	1	1
54	не мешало их	1	1
55	связи с этим	3	1
56	один раз в	2	1
57	это и есть	2	1
58	независимо от того	1	1
59	одним из сильнейших	1	1
60	на первый взгляд	1	1
61	и то же	1	1
62	да и в	1	1
63	в этом отношении	7	1
64	все же не	1	1
65	и не может	1	1
66	может быть и	1	1
