N	2gram	Bakhtin_Fr	Mirosoze
1	и в	68	97
2	может быть	10	64
3	не только	21	63
4	в этом	28	55
5	но и	17	54
6	он не	11	53
7	а не	6	53
8	в нем	12	49
9	не может	5	49
10	у него	14	47
11	и не	25	39
12	во имя	1	39
13	никогда не	2	38
14	в ней	6	37
15	потому что	3	37
16	не было	7	36
17	не в	2	34
18	и есть	5	33
19	для него	7	31
20	но он	9	30
21	есть лишь	1	30
22	человеческой природы	1	30
23	как и	17	29
24	прежде всего	23	29
25	и он	2	27
26	в мире	6	27
27	но в	20	27
28	в своей	11	25
29	он был	5	25
30	и это	5	25
31	переходит в	1	24
32	и все	16	24
33	у нас	4	24
34	в своем	11	23
35	что в	14	23
36	что он	7	22
37	в самом	6	21
38	в себе	5	20
39	отношение к	11	20
40	как бы	7	19
41	до конца	10	19
42	человек не	1	19
43	в его	21	18
44	того что	3	17
45	и потому	6	17
46	том что	6	16
47	в том	12	16
48	то что	11	16
49	было бы	4	16
50	и его	26	16
51	быть может	2	15
52	в котором	3	15
53	не был	4	15
54	не знает	1	15
55	в этой	15	15
56	в конце	8	14
57	человек в	1	14
58	нет ничего	1	14
59	те которые	1	14
60	в творчестве	5	14
61	так как	7	14
62	и на	16	13
63	друг друга	2	13
64	и вот	4	13
65	в них	19	12
66	он сам	1	12
67	к нему	4	12
68	и у	2	12
69	но не	4	12
70	смысле слова	5	12
71	в человеке	1	12
72	это не	5	12
73	все это	6	12
74	и к	4	11
75	с тем	1	11
76	уже не	2	11
77	хотя бы	2	11
78	в которой	6	11
79	был бы	1	11
80	только в	9	11
81	как в	4	11
82	и там	1	11
83	но это	5	11
84	и для	6	11
85	менее всего	2	11
86	жизни и	6	11
87	то же	14	10
88	так же	3	10
89	один из	9	10
90	не могут	1	10
91	не имеет	1	10
92	это и	4	10
93	связана с	4	10
94	в самой	1	10
95	есть не	1	10
96	со свободой	1	10
97	все что	4	9
98	из самых	2	9
99	к свободе	1	9
100	не мог	1	9
101	должно быть	1	9
102	что и	3	9
103	xix века	5	9
104	то есть	31	9
105	с ним	3	9
106	вместе с	4	9
107	в свою	3	9
108	и во	6	9
109	свободу и	2	9
110	образ и	2	9
111	бы и	1	9
112	есть и	4	9
113	а в	3	9
114	лишь в	3	9
115	в этих	8	8
116	и с	15	8
117	тем что	6	8
118	о том	5	8
119	себя в	2	8
120	что не	1	8
121	жизнь в	3	8
122	не так	3	8
123	в отношении	3	8
124	еще в	4	8
125	того чтобы	6	8
126	нет и	1	8
127	с его	6	8
128	ничего не	4	8
129	они не	4	8
130	уже в	4	8
131	мира и	4	8
132	для того	5	8
133	во всем	4	7
134	что человек	1	7
135	в духе	11	7
136	если он	1	7
137	нем есть	1	7
138	в нашем	5	7
139	что все	2	7
140	точки зрения	8	7
141	она есть	1	7
142	все в	2	7
143	те же	6	7
144	чем в	2	7
145	на этом	3	7
146	в боге	1	7
147	в жизни	1	7
148	отношения к	2	7
