N	2gram	Vygotskiy_	Hudozhes
1	в качестве	25	31
2	в мире	2	24
3	и в	38	23
4	не только	16	20
5	состоит в	4	20
6	в том	59	20
7	при этом	13	19
8	может быть	25	19
9	в частности	4	18
10	и не	16	16
11	но и	9	14
12	внутренней речи	19	14
13	а не	7	13
14	но не	7	13
15	а в	7	13
16	в себе	9	13
17	в этом	35	12
18	то же	18	12
19	такого рода	7	12
20	так и	11	12
21	и его	5	12
22	сводится к	1	11
23	представляет собой	6	11
24	как бы	17	11
25	точки зрения	27	11
26	в его	22	11
27	по отношению	4	10
28	но в	4	10
29	отношению к	3	10
30	или иной	3	9
31	том что	44	9
32	с другой	11	9
33	не сводится	1	9
34	не в	10	9
35	не может	11	9
36	в области	9	8
37	в то	5	8
38	что в	31	7
39	в самом	8	7
40	только в	16	7
41	в своей	9	7
42	в основе	32	7
43	и т.п	3	7
44	в отличие	8	7
45	отличие от	8	7
46	не столько	4	7
47	как это	16	7
48	по своей	12	7
49	отношение к	1	7
50	другой стороны	5	6
51	в состав	1	6
52	более или	3	6
53	приводит к	5	6
54	уже не	3	6
55	можно сказать	2	6
56	с ее	5	6
57	с его	3	6
58	мы имеем	6	6
59	в ее	1	6
60	а также	6	6
61	или менее	5	6
62	в нем	4	6
63	ни в	12	5
64	в виду	4	5
65	не на	2	5
66	не предполагает	1	5
67	конечном счете	1	5
68	что он	13	5
69	не менее	8	5
70	не является	13	5
71	того чтобы	15	5
72	для того	14	5
73	со стороны	1	5
74	иначе говоря	2	5
75	для него	6	5
76	того что	17	5
77	прежде всего	6	5
78	с другими	3	5
79	в их	12	5
80	в конечном	2	5
81	или иначе	2	5
82	между ними	6	5
83	той или	2	5
84	и одновременно	3	5
85	тем самым	6	5
86	то что	27	5
87	в ходе	1	5
88	могут быть	9	5
89	место в	3	5
90	слова как	1	5
91	порядка в	1	4
92	для себя	2	4
93	так или	1	4
94	по пути	5	4
95	не следует	1	4
96	например в	2	4
97	отношения к	1	4
98	в слове	3	4
99	из которого	1	4
100	еще не	6	4
101	в данном	1	4
102	языка в	1	4
103	входит в	7	4
104	в другом	3	4
105	говорить о	1	4
106	и т.д	8	4
107	сказать что	10	4
108	к которому	6	4
109	в своем	9	4
110	к тому	8	4
111	во времени	1	4
112	и то	9	4
113	это не	5	4
114	в отношении	14	4
115	его в	8	4
116	не знает	1	4
117	деятельности в	1	4
118	и как	11	4
119	в этих	4	4
120	так в	1	4
121	в себя	3	4
122	а только	1	4
123	того или	2	4
124	между тем	10	4
125	речи и	11	4
126	он не	6	4
127	и тем	8	4
128	и что	15	4
129	в форме	2	4
130	далеко не	2	4
131	однако в	2	4
132	в силу	9	4
133	или иного	2	4
134	хотя и	2	4
135	в той	2	3
136	и к	9	3
137	к действительности	1	3
138	на деле	6	3
139	и составляет	1	3
140	и на	9	3
141	с этой	6	3
142	даже в	5	3
143	говорит и	2	3
144	подобно тому	1	3
145	если бы	12	3
146	и сам	4	3
147	есть в	1	3
148	а именно	1	3
149	в жизни	3	3
150	имеет место	4	3
151	как и	20	3
152	к его	1	3
153	их в	6	3
154	никто не	1	3
155	тем не	6	3
156	художественное произведение	1	3
157	и того	5	3
158	виду не	1	3
159	в роли	4	3
160	в противоположность	1	3
161	к нему	1	3
162	потому что	14	3
163	одной стороны	8	3
164	направленной на	2	3
165	в одном	4	3
166	не обязательно	1	3
167	другого в	2	3
168	известной степени	1	3
169	мог бы	5	3
170	как правило	2	3
171	за пределами	1	3
172	во всей	3	3
173	от себя	1	3
174	из этих	5	3
175	и для	4	3
176	таким образом	36	3
177	человека к	1	3
178	по преимуществу	1	3
179	с одной	8	3
180	том числе	3	3
181	с точки	11	3
182	как раз	1	3
183	и притом	1	3
184	связи с	14	3
185	но он	1	3
186	в таком	4	3
187	как говорит	7	3
188	в связи	9	3
189	или даже	2	3
190	по своему	14	3
191	во всех	3	3
192	как уже	8	3
193	тому как	2	3
194	личности и	1	3
195	в акте	1	3
196	принадлежит к	1	3
197	в свою	4	3
198	с языком	1	3
199	в которой	4	3
200	не будет	2	3
201	одно и	7	3
202	к области	2	3
203	автора и	1	3
204	говоря о	2	3
205	в пределах	1	3
206	этом смысле	7	3
207	того же	12	3
208	человека с	1	3
209	что можно	1	3
210	тот или	1	3
211	одного и	5	3
212	слова в	8	3
213	не случайно	1	3
214	в целом	22	3
215	и ее	1	3
216	ведет к	1	2
217	мире и	1	2
218	образом и	1	2
219	один из	8	2
220	речевой деятельности	1	2
221	и который	1	2
222	для возникновения	4	2
223	с ним	4	2
224	из которых	6	2
225	не как	3	2
226	а затем	4	2
227	окружающей его	1	2
228	задолго до	2	2
229	одно из	2	2
230	знаков в	2	2
231	он тем	1	2
232	по себе	11	2
233	в них	3	2
234	оно не	3	2
235	этой точки	4	2
236	самом деле	4	2
237	заключается в	22	2
238	все эти	9	2
239	имеет дело	2	2
240	к более	1	2
241	именно в	6	2
242	значения и	6	2
243	ясно говорит	1	2
244	значительной степени	1	2
245	с ними	3	2
246	как в	14	2
247	роль в	5	2
248	бы не	1	2
249	отличается от	5	2
250	вследствие этого	1	2
251	в известном	6	2
252	всей своей	1	2
253	которая не	5	2
254	в каком	3	2
255	к другому	2	2
256	своей жизни	1	2
257	о том	6	2
258	мы легко	1	2
259	не входит	1	2
260	при всем	2	2
261	свою очередь	3	2
262	это и	1	2
263	еще и	2	2
264	и конец	1	2
265	вытекает из	2	2
266	не могли	3	2
267	между собой	15	2
268	внешней речи	6	2
269	своей природе	1	2
270	совпадает с	7	2
271	на основе	29	2
272	не всегда	1	2
273	слова и	8	2
274	между двумя	3	2
275	и больше	1	2
276	не могло	1	2
277	или иных	1	2
278	вступает в	3	2
279	может служить	2	2
280	речь идет	4	2
281	говорит что	1	2
282	вслед за	4	2
283	и это	7	2
284	превращается в	1	2
285	для которого	1	2
286	так же	26	2
287	и наоборот	1	2
