N	3gram	Voloshinov	Problemy
1	то же время	1	26
2	в то же	1	26
3	с точки зрения	5	25
4	по отношению к	3	18
5	на самом деле	1	15
6	не может быть	4	14
7	но в то	1	11
8	в самом деле	2	9
9	с другой стороны	2	9
10	с самого начала	2	9
11	в том что	2	8
12	и не может	1	8
13	между тем как	1	6
14	в отличие от	1	6
15	не входит в	1	6
16	в зависимости от	2	5
17	а не как	1	5
18	подобно тому как	1	5
19	можно было бы	1	5
20	вполне понятно что	3	4
21	и наконец в	2	4
22	тем не менее	1	4
23	более или менее	1	4
24	само по себе	1	4
25	как и в	1	4
26	в этом отношении	1	4
27	он и не	1	4
28	а вовсе не	1	4
29	может быть и	1	4
30	все то что	1	3
31	почти никогда не	1	3
32	и то же	2	3
33	в данном случае	2	3
34	выходит за пределы	1	3
35	на то что	1	3
36	в каждом слове	1	3
37	в узком смысле	1	3
38	одно и то	3	3
39	нам кажется что	1	3
40	точки зрения своего	1	2
41	входит в замысел	1	2
42	для того чтобы	1	2
43	но тем не	1	2
44	тот же самый	1	2
45	то же самое	1	2
46	ни один элемент	1	2
47	к тому что	1	2
48	только то что	1	2
49	в себя как	1	2
50	человека и его	1	2
51	в пределах того	1	2
52	этой точки зрения	1	2
53	то что в	1	2
54	и к тому	1	2
55	ну что же	1	2
56	него прежде всего	1	2
57	почему же не	1	2
58	как в музыке	1	2
59	мы чувствуем что	1	2
60	прежде всего в	1	2
61	так же как	1	1
62	является таким образом	1	1
63	в двух разных	2	1
64	может быть это	1	1
65	в этот момент	1	1
66	и как бы	1	1
67	на всем протяжении	1	1
68	в целом произведения	1	1
69	так и для	1	1
70	отношение к слову	1	1
71	ничего общего не	1	1
72	по себе а	1	1
73	во все уголки	1	1
74	проблем связанных с	1	1
75	для него прежде	1	1
76	него не может	1	1
77	в собственном смысле	1	1
78	же самое слово	1	1
79	из него все	1	1
80	не только его	2	1
81	и тот же	1	1
82	в своей статье	1	1
83	всей своей полноте	1	1
84	то же слово	2	1
85	не чем иным	2	1
86	иметь в виду	1	1
87	это конечно не	1	1
88	эта интонация в	1	1
89	за пределы настоящей	1	1
90	и вместе с	1	1
91	неизбежно превращается в	1	1
92	тех или иных	1	1
93	в данную эпоху	1	1
94	быть и речи	1	1
95	в каждом отдельном	1	1
96	и никогда не	1	1
97	во всей своей	1	1
98	и превращается в	1	1
99	мы полагаем что	1	1
100	одна из существеннейших	1	1
101	чем иным как	2	1
102	играет громадную роль	1	1
103	от него не	1	1
104	социальных оценок в	1	1
105	нужно сказать что	1	1
106	в связи с	1	1
107	его можно лишь	1	1
108	и эта интонация	1	1
109	не мог бы	1	1
110	но что же	1	1
111	не создает еще	1	1
112	только в категории	1	1
113	собственном смысле слова	1	1
114	здесь и там	1	1
115	того или иного	2	1
116	между собою и	1	1
117	и сводится к	1	1
118	этом мы закончим	1	1
119	представим себе что	2	1
120	в выборе и	1	1
121	в сознании и	1	1
122	мы должны перейти	1	1
123	общего не имеет	1	1
124	там где она	1	1
125	данной социальной группы	1	1
126	выйти за пределы	1	1
127	но там где	1	1
128	в другом месте	1	1
129	слово но при	1	1
130	художественного произведения и	1	1
131	сюда относятся все	1	1
132	прежде всего не	1	1
133	к нему те	1	1
134	в каждом элементе	1	1
135	здесь мы должны	1	1
136	может быть не	1	1
137	стиля но для	1	1
138	не было бы	1	1
139	и не является	2	1
140	в нашу задачу	1	1
141	каждый элемент его	1	1
142	и в их	1	1
143	петербургской поэмы двойник	1	1
144	в чем же	1	1
145	лишь с точки	1	1
146	смысле слова и	1	1
147	входит в нашу	1	1
148	есть прежде всего	3	1
149	один и тот	1	1
150	но может быть	1	1
151	его и не	1	1
152	с ними и	1	1
153	тому что он	1	1
154	та или иная	1	1
155	все же остается	1	1
156	совершенно справедливо отмечает	1	1
157	как объективный факт	1	1
158	с одной стороны	2	1
159	что же такое	1	1
160	точки зрения и	1	1
161	себя как свой	1	1
162	в виду что	1	1
163	и следовательно в	1	1
164	потому что они	1	1
165	на этом мы	1	1
