N	2gram	Vygotskiy_	Myshleni
1	в том	55	195
2	в этом	21	167
3	то что	47	166
4	и в	55	162
5	том что	30	161
6	таким образом	38	147
7	точки зрения	32	143
8	с помощью	1	131
9	что в	39	119
10	мышления и	3	117
11	не только	25	116
12	того что	15	109
13	в процессе	7	101
14	так же	29	100
15	речи и	1	99
16	потому что	27	95
17	того чтобы	13	91
18	может быть	35	89
19	с точки	12	89
20	что он	17	86
21	не может	30	81
22	как и	25	79
23	для того	12	78
24	так как	28	78
25	и не	24	78
26	только в	18	75
27	в целом	8	74
28	как мы	2	72
29	но и	12	70
30	заключается в	15	67
31	в его	8	67
32	сказать что	12	65
33	мы могли	1	65
34	как бы	11	64
35	вместе с	10	62
36	представляет собой	2	60
37	и что	28	60
38	было бы	14	60
39	в качестве	3	60
40	что ребенок	2	60
41	то же	17	58
42	в основе	13	58
43	в отношении	3	55
44	могли бы	3	54
45	между собой	1	53
46	в силу	4	53
47	что мы	9	53
48	в самом	18	52
49	по сравнению	3	51
50	в сущности	15	51
51	мы должны	4	50
52	к тому	8	49
53	что они	7	48
54	тем что	7	48
55	мы можем	6	48
56	понятий и	3	47
57	тогда когда	7	47
58	на основе	2	47
59	мы не	15	47
60	сравнению с	3	46
61	если бы	10	46
62	но не	5	45
63	с другой	7	45
64	в мышлении	2	44
65	с тем	11	43
66	же как	8	43
67	тем самым	2	43
68	тому что	7	42
69	как это	8	42
70	не является	5	41
71	о том	11	40
72	одной стороны	7	40
73	никогда не	13	39
74	говорит он	3	39
75	с одной	6	39
76	так и	6	39
77	мы видели	2	38
78	в области	12	38
79	и к	5	37
80	вопрос о	3	37
81	если мы	21	37
82	мы видим	8	37
83	не в	19	37
84	в этой	5	37
85	значение слова	1	37
86	с самого	1	36
87	в своем	3	36
88	все эти	7	36
89	самого начала	1	36
90	как в	17	36
91	а не	18	36
92	и его	14	36
93	того же	3	35
94	можно было	4	35
95	в себе	6	35
96	в которой	6	35
97	и т.д	1	35
98	он не	8	35
99	для себя	2	35
100	связи с	2	34
101	и как	9	34
102	приводит к	3	34
103	прежде всего	5	33
104	при этом	28	33
105	по себе	21	33
106	именно в	1	32
107	и на	6	32
108	той же	9	32
109	что оно	4	32
110	нас к	1	32
111	по своему	2	32
112	же самое	8	32
113	что и	27	32
114	и тем	5	32
115	но в	5	32
116	слова и	1	32
117	все же	9	31
118	из того	2	31
119	и то	4	31
120	мысли и	2	30
121	на то	17	30
122	этом отношении	7	30
123	этого слова	5	29
124	между тем	6	29
125	могут быть	15	29
126	показывает что	6	29
127	от того	6	29
128	с этим	7	28
129	что с	5	28
130	речи мы	1	28
131	самом деле	19	28
132	только что	3	27
133	с этой	8	27
134	в результате	4	27
135	другой стороны	7	27
136	в то	8	27
137	и с	5	27
138	в своей	6	27
139	связь между	1	27
140	что все	10	27
141	речи но	1	27
142	перед нами	1	27
143	в их	4	26
144	понятия в	1	26
145	показали что	2	26
146	нашего исследования	4	26
147	в собственном	4	26
148	собственном смысле	3	26
149	что это	12	26
150	для него	1	26
151	мысли в	3	26
152	в частности	6	26
153	значения слова	1	25
154	в чем	5	25
155	что она	11	25
156	еще не	2	25
157	уже в	3	25
158	все это	11	25
159	можно сказать	2	25
160	только не	4	25
161	это не	1	25
162	в смысле	3	24
163	мы знаем	8	24
164	тот же	8	24
165	понятия и	1	24
