N	2gram	Vygotskiy_	SlovoVZh
1	не может	31	16
2	может быть	15	14
3	точки зрения	27	14
4	как бы	11	13
5	и его	6	13
6	таким образом	30	12
7	и в	33	12
8	отношению к	19	11
9	по отношению	19	11
10	в нашем	5	11
11	и не	18	10
12	так как	20	9
13	если бы	13	9
14	прежде всего	5	8
15	для нас	1	7
16	сказать что	18	7
17	нашем примере	2	7
18	все время	3	6
19	в ней	2	6
20	слова и	3	6
21	с помощью	32	6
22	в том	44	6
23	в процессе	37	6
24	только в	21	6
25	в нем	10	6
26	при этом	9	6
27	и др	1	5
28	можно сказать	7	5
29	что мы	11	5
30	хотя бы	5	5
31	должна быть	7	5
32	то же	12	5
33	к предмету	2	5
34	а не	14	5
35	в виду	4	5
36	то что	48	5
37	в жизни	2	5
38	как и	13	5
39	как в	7	5
40	отнюдь не	2	5
41	том что	41	5
42	и следовательно	7	5
43	но в	9	5
44	никогда не	10	5
45	в самом	10	4
46	и к	7	4
47	и на	11	4
48	свое выражение	1	4
49	не только	28	4
50	ни было	1	4
51	и является	6	4
52	на самом	3	4
53	за пределы	4	4
54	от того	8	4
55	его в	6	4
56	с другой	11	4
57	не в	10	4
58	дело в	1	4
59	отношение к	12	4
60	что не	2	4
61	так и	8	4
62	жизни и	2	4
63	в этом	43	4
64	все же	5	4
65	зависимости от	3	4
66	к нему	4	4
67	бы то	2	3
68	как к	1	3
69	и с	7	3
70	находит свое	2	3
71	до сих	3	3
72	это как	1	3
73	и более	8	3
74	в котором	2	3
75	и по	5	3
76	является продуктом	1	3
77	мы не	6	3
78	то ни	1	3
79	или не	2	3
80	между тем	5	3
81	для него	9	3
82	отношении к	2	3
83	с ним	6	3
84	того что	34	3
85	и уже	1	3
86	когда он	3	3
87	тем не	1	3
88	имеет в	1	3
89	все это	2	3
90	он должен	9	3
91	ни в	1	3
92	в пределах	6	3
93	по себе	8	3
94	так же	22	3
95	в них	3	3
96	из общего	1	3
97	в каком	2	3
98	этой точки	7	3
99	самом деле	9	3
100	только на	3	3
101	но для	3	3
102	в себе	4	3
103	слово в	3	3
104	ясно что	2	3
105	все эти	9	3
106	о том	13	3
107	в своей	5	3
108	не менее	4	3
109	из этого	3	3
110	в такой	5	3
111	нуждается в	3	3
112	да и	1	3
113	но и	14	3
114	и для	3	3
115	точек зрения	4	3
116	точка зрения	8	3
117	и ее	2	3
118	и наконец	3	3
119	сих пор	3	3
120	внутренней речи	7	3
121	еще не	11	3
122	что в	33	2
123	этих двух	4	2
124	самое слово	2	2
125	нет ничего	1	2
126	но это	4	2
127	не так	1	2
128	и потому	3	2
129	действия и	1	2
130	в строгой	1	2
131	и другие	13	2
132	ни на	3	2
133	какой степени	2	2
134	и то	9	2
135	опираясь на	1	2
136	мы можем	15	2
137	влияние на	2	2
138	и самое	1	2
139	в данном	4	2
140	в то	5	2
141	находит в	1	2
142	которые мы	2	2
143	сливается с	1	2
144	на один	1	2
145	данном случае	3	2
146	в момент	4	2
147	в основном	2	2
148	зависит от	4	2
149	с одной	10	2
150	совпадает с	4	2
151	уже в	4	2
152	там где	2	2
153	в его	15	2
154	с этой	8	2
155	она не	2	2
156	это не	8	2
157	одной стороны	10	2
158	относится к	3	2
159	как уже	5	2
160	дело с	2	2
161	с точки	12	2
162	мы имеем	4	2
163	была бы	1	2
164	словом и	2	2
165	с чисто	1	2
166	нашего сознания	1	2
167	кроме того	2	2
168	тогда когда	10	2
169	в себя	4	2
170	и слово	1	2
171	но тем	1	2
172	как это	11	2
173	те же	6	2
174	форму в	1	2
175	но все	2	2
176	но зато	1	2
177	мы в	2	2
178	если же	1	2
179	содержания и	2	2
180	одно и	2	2
181	не способен	3	2
182	из него	3	2
183	и что	18	2
184	что и	11	2
185	в отношении	18	2
186	в форме	1	2
187	же самое	7	2
188	почти исключительно	1	2
189	конечно в	1	2
190	на примере	5	2
191	другой стороны	9	2
192	но что	6	2
193	и те	2	2
194	в этих	7	2
195	тому же	3	2
196	связь с	1	2
197	оно не	2	2
198	бы даже	1	2
199	как же	2	2
200	и притом	2	2
201	ко всем	1	2
202	но этот	3	2
203	имеем в	1	2
204	общей для	1	2
205	к ним	2	2
206	и здесь	2	2
207	как на	4	2
208	и все	2	2
209	но не	13	2
210	общего с	3	2
211	речи в	7	2
212	допустим что	1	2
213	не есть	4	2
214	могут быть	7	2
215	из общей	2	2
216	до конца	3	2
