N	2gram	Bakhtin_Fr	Narrotol
1	не только	24	62
2	и не	34	50
3	при этом	10	47
4	но и	20	45
5	а не	1	38
6	в качестве	1	35
7	в частности	6	31
8	может быть	11	30
9	и в	105	30
10	в том	17	29
11	в этом	22	28
12	своего рода	2	28
13	том что	9	28
14	а в	4	27
15	только в	16	25
16	как и	15	24
17	не в	4	23
18	то что	7	23
19	то есть	71	22
20	не может	9	20
21	в себе	7	17
22	так и	16	17
23	со стороны	1	16
24	в его	24	16
25	к тому	3	15
26	можно сказать	4	15
27	и т.п	26	15
28	но в	16	15
29	в жизни	7	14
30	и его	24	14
31	то же	6	13
32	в своей	8	13
33	уже не	3	13
34	о том	5	13
35	в своем	11	13
36	у него	2	13
37	времени и	9	13
38	все же	10	12
39	на протяжении	9	12
40	сводится к	1	12
41	как в	6	12
42	перед нами	1	12
43	как бы	33	12
44	прежде всего	26	12
45	по отношению	2	11
46	об этом	2	11
47	к себе	3	11
48	хотя и	4	11
49	в мире	1	11
50	если бы	1	11
51	в этой	11	11
52	в нем	16	11
53	жизни в	8	11
54	в отличие	4	11
55	отличие от	5	11
56	тем самым	1	11
57	отношению к	2	11
58	один из	5	10
59	никогда не	11	10
60	тому же	1	10
61	точки зрения	10	10
62	между тем	5	10
63	как это	1	10
64	в то	5	10
65	и все	7	10
66	не является	4	10
67	жизни и	14	10
68	с его	9	10
69	ничего не	3	10
70	того что	3	10
71	но не	7	10
72	и т.д	2	10
73	как раз	3	9
74	той или	5	9
75	что в	4	9
76	с ним	6	9
77	что он	5	9
78	еще не	8	9
79	потому что	6	9
80	во времени	1	9
81	для него	12	9
82	далеко не	6	9
83	в той	5	8
84	и к	7	8
85	в самом	7	8
86	в таком	2	8
87	о чем	3	8
88	по мысли	2	8
89	не менее	2	8
90	не мог	1	8
91	одна из	5	8
92	он не	3	8
93	и он	3	8
94	самом деле	3	8
95	того чтобы	3	8
96	мы имеем	1	8
97	же время	5	8
98	и для	3	8
99	этом отношении	5	8
100	в литературе	9	8
101	у нас	1	8
