N	3gram	Bakhtin_Fr	Psycholo
1	в том что	2	78
2	для того чтобы	5	70
3	заключается в том	1	36
4	о том что	3	34
5	с точки зрения	4	29
6	с одной стороны	4	28
7	все то что	2	23
8	не может быть	2	23
9	до сих пор	6	23
10	и в самом	1	22
11	с другой стороны	5	20
12	в том чтобы	1	20
13	на самом деле	5	17
14	мы видим что	2	16
15	с самого начала	1	16
16	во всяком случае	2	14
17	само по себе	1	14
18	в то время	1	14
19	в этом отношении	4	14
20	можно было бы	2	13
21	и в этом	1	13
22	то время как	1	13
23	в конце концов	3	12
24	и той же	2	12
25	одной и той	2	12
26	то что он	1	11
27	в конечном счете	1	11
28	то что в	1	11
29	по сравнению с	2	11
30	в художественном произведении	1	11
31	подобно тому как	2	11
32	и то что	1	10
33	таким образом что	1	9
34	в отличие от	3	9
35	в том случае	1	9
36	в данном случае	3	9
37	смысле этого слова	2	8
38	мы знаем что	1	8
39	что в нем	1	8
40	мы все время	1	7
41	том случае если	1	7
42	только то что	2	7
43	в свою очередь	2	7
44	можно сказать что	2	7
45	что и в	1	7
46	как и в	2	7
47	так как она	1	6
48	не что иное	1	6
49	и тот же	3	6
50	более или менее	1	6
51	не только в	3	6
52	что иное как	1	6
53	о том как	1	5
54	в собственном смысле	1	5
55	в первый раз	2	5
56	те же самые	2	5
57	таким образом все	2	5
58	и вместе с	1	5
59	что в основе	1	5
60	один и тот	3	5
61	и в частности	1	5
62	и во всех	1	5
63	мы видели что	1	5
64	как раз в	3	5
65	вместо того чтобы	1	5
66	имеет в виду	2	4
67	как будто бы	1	4
68	в применении к	1	4
69	в согласии с	1	4
70	которая могла бы	1	4
71	в настоящее время	2	4
72	и того же	1	4
73	мы говорили выше	1	4
74	таким образом и	2	4
75	и в этой	1	4
76	за то что	2	4
77	и тем же	1	4
78	таким образом в	1	4
79	мы уже говорили	5	4
80	том что у	1	4
81	вовсе не в	2	4
82	здесь мы видим	1	4
83	одного и того	1	4
84	том что в	1	4
85	это вовсе не	2	4
86	только тогда когда	1	4
87	и не может	1	4
88	все более и	1	4
89	более и более	1	4
90	одним и тем	1	4
