N	2gram	Trubetskoy	Poddanst
1	не только	10	17
2	и в	26	14
3	и не	8	12
4	в области	9	11
5	в этом	15	10
6	в отношении	6	10
7	в том	11	9
8	то же	4	9
9	в качестве	3	9
10	но в	7	9
11	хотя бы	3	8
12	только в	4	7
13	же время	2	7
14	в то	4	7
15	в ней	1	6
16	было бы	1	6
17	но и	9	6
18	в смысле	4	6
19	и пр	1	5
20	может быть	10	5
21	с другой	8	5
22	не в	2	5
23	и о	3	5
24	в которых	4	5
25	и к	5	4
26	что в	9	4
27	в котором	4	4
28	по себе	1	4
29	и если	3	4
30	и потому	6	4
31	мы должны	6	4
32	на пути	2	4
33	европейской культуры	3	4
34	не может	4	4
35	а в	4	4
36	то что	7	4
37	как бы	12	4
38	если бы	3	4
39	а также	2	4
40	в своем	3	4
41	же в	1	4
42	том что	7	4
43	в себе	6	3
44	что мы	2	3
45	с одной	7	3
46	мы не	1	3
47	это не	1	3
48	одной стороны	7	3
49	для того	5	3
50	между тем	2	3
51	с точки	6	3
52	с тем	18	3
53	потому что	7	3
54	прежде всего	2	3
55	вслед за	2	3
56	сами по	1	3
57	в россии	2	3
58	заключается в	1	3
59	но не	8	3
60	могут быть	1	3
61	и как	3	3
62	с ними	1	3
63	в нем	4	3
64	тот же	2	3
65	точки зрения	13	3
66	с этим	1	2
67	во всех	2	2
68	к началу	1	2
69	и это	2	2
70	и других	1	2
71	было в	1	2
72	в европе	1	2
73	если в	3	2
74	в значительной	3	2
75	том числе	5	2
76	по сравнению	2	2
77	так называемые	3	2
78	на этих	1	2
79	в ее	1	2
80	того что	3	2
81	как раз	1	2
82	в его	5	2
83	а не	5	2
84	нужно было	1	2
85	все это	6	2
86	в которую	1	2
87	заключает в	2	2
88	может и	1	2
89	русский народ	3	2
90	и есть	1	2
91	духовную жизнь	1	2
92	в русском	2	2
93	в виде	4	2
94	в них	2	2
95	не было	2	2
96	весьма вероятно	1	2
97	к чему	1	2
98	и с	10	2
99	в начале	2	2
100	может ли	2	2
101	как на	8	2
102	в общем	8	2
103	мысль о	2	2
104	которое в	1	2
105	в сфере	1	2
106	главным образом	8	2
107	именно в	2	2
108	значительной мере	2	2
109	должно быть	1	2
110	в жизни	1	2
111	отношения к	1	2
112	во всей	1	2
113	помнить что	1	2
114	в силу	5	2
115	в мире	5	2
116	не менее	3	2
117	думать что	1	2
118	да и	1	2
119	в эту	2	2
120	культуры в	1	2
121	из них	7	2
122	православная церковь	1	2
123	есть не	1	2
124	тем более	1	2
125	не к	2	2
126	мира с	1	2
127	к сожалению	3	1
128	и мир	2	1
129	представить себе	1	1
130	целому ряду	1	1
131	и некоторой	1	1
132	каким оно	1	1
133	нет ничего	1	1
134	ли они	2	1
135	как к	1	1
136	от нее	1	1
137	во всяком	6	1
138	всегда существует	1	1
139	могли бы	1	1
140	значительная часть	2	1
141	в творениях	1	1
142	ни к	1	1
143	греховности и	1	1
144	не есть	1	1
145	эту эпоху	1	1
146	выступает в	2	1
147	бы и	1	1
148	мы можем	2	1
149	сам как	1	1
150	на этой	1	1
151	мы видим	1	1
152	а с	7	1
153	в данном	1	1
154	что от	1	1
155	с его	2	1
156	что оно	4	1
157	и более	1	1
158	можно говорить	1	1
159	те же	2	1
160	с западом	1	1
161	вместе с	15	1
162	и здесь	2	1
163	в определенный	1	1
164	к востоку	4	1
165	и на	2	1
166	отличие от	1	1
167	в самом	4	1
168	не означает	1	1
169	они не	1	1
170	может не	1	1
171	этой области	1	1
172	что происходит	1	1
173	них в	1	1
174	в момент	1	1
175	только что	2	1
176	поскольку они	1	1
177	вероятно что	1	1
178	они являются	1	1
179	к этой	1	1
180	народной стихии	6	1
181	отчасти и	1	1
182	уже в	2	1
183	эти ценности	1	1
184	более или	5	1
185	связана с	2	1
186	только как	1	1
187	русские интеллигенты	1	1
188	того чтобы	5	1
189	хозяйственной жизни	1	1
190	мы знаем	1	1
191	живет в	1	1
192	сменяют друг	1	1
193	русской культуры	15	1
194	и менее	1	1
195	представляет собой	3	1
196	прийти к	1	1
197	как известно	1	1
198	из всех	3	1
199	формы в	1	1
200	есть проблема	1	1
201	что это	3	1
202	не более	1	1
203	подходя к	2	1
204	русской стихии	5	1
205	знаем и	1	1
206	ни на	1	1
207	под ногами	1	1
208	в русских	2	1
209	оторвавшись от	1	1
210	есть как	2	1
211	не были	1	1
212	и творить	1	1
213	культуры на	2	1
214	должна была	2	1
215	из этих	10	1
216	что с	1	1
217	связанные с	7	1
218	не как	2	1
219	и другие	3	1
220	от этой	1	1
221	что уже	1	1
222	эта мысль	1	1
223	народные массы	2	1
224	только на	1	1
225	и через	1	1
226	не с	2	1
227	обе эти	1	1
228	существующее в	1	1
229	в других	3	1
230	и духовные	1	1
231	и при	3	1
232	и что	4	1
233	вообще можно	1	1
234	не могла	2	1
235	связь между	1	1
236	с богом	1	1
237	что и	6	1
238	к смерти	1	1
239	области отношения	1	1
240	тем и	2	1
241	связывается с	3	1
242	или его	1	1
243	другой стороны	1	1
244	с того	2	1
245	выйдет из	1	1
246	и западных	1	1
247	от церкви	1	1
248	значительную часть	1	1
249	к жизни	5	1
250	весь мир	1	1
251	есть несколько	1	1
252	далеко не	4	1
253	только то	1	1
254	в этих	4	1
255	не вполне	3	1
256	что все	4	1
257	и любовью	1	1
258	различия между	2	1
259	как по	1	1
260	в ином	1	1
261	так же	5	1
262	как она	1	1
263	его в	1	1
264	верхами и	2	1
265	европеизации в	1	1
266	бы часть	1	1
267	их не	1	1
268	чуть ли	1	1
269	все же	6	1
270	области религиозной	1	1
271	чтобы в	1	1
272	идет речь	1	1
273	которого в	1	1
274	зато имеет	1	1
275	в настоящее	1	1
276	к обожествлению	1	1
277	всего что	1	1
278	значительной части	2	1
279	национального целого	5	1
280	что его	1	1
281	в результате	3	1
282	и путь	1	1
283	оставаясь в	1	1
284	в рамках	3	1
285	в которой	3	1
286	был элемент	1	1
287	от тех	1	1
288	и будущее	1	1
289	и нижним	1	1
290	национального творчества	1	1
291	черты в	1	1
292	в этой	4	1
293	или иным	1	1
294	числе и	4	1
295	к ним	3	1
296	прежде чем	1	1
297	этом не	1	1
298	в отличие	1	1
299	восточных культур	1	1
300	на нее	3	1
301	себя в	1	1
302	из двух	1	1
303	оно есть	1	1
304	настоящее время	1	1
305	ней и	1	1
306	том виде	2	1
307	же как	3	1
308	культуры и	3	1
309	мы и	1	1
310	иначе как	1	1
311	в эпоху	7	1
312	тем же	1	1
313	но для	1	1
314	в каком	1	1
315	в православии	1	1
316	мировоззрения не	1	1
317	русских людей	1	1
318	богов и	5	1
319	этот выход	1	1
320	возможно что	1	1
321	сливаются в	1	1
322	если он	1	1
323	основные черты	1	1
324	в сферу	1	1
325	тогда когда	2	1
