N	3gram	Propp_Isto	Russkaja
1	друг с другом	2	14
2	то же время	1	10
3	в то же	1	10
4	с точки зрения	1	9
5	в том что	4	7
6	на самом деле	1	6
7	во всяком случае	1	6
8	для того чтобы	3	6
9	до сих пор	7	5
10	не может быть	6	4
11	на то что	3	4
12	вместе с тем	7	3
13	в данном случае	2	3
14	в этом случае	13	3
15	и то что	3	3
16	что он не	1	2
17	и в том	1	2
18	точно так же	3	2
19	и тем самым	2	2
20	в противоречие с	1	2
21	которой он сам	1	2
22	о том что	5	2
23	только в том	1	2
24	в себе и	1	2
25	из которых каждый	1	2
26	о том чтобы	1	2
27	и вместе с	3	2
28	и в индии	1	1
29	со стороны их	2	1
30	но для нас	1	1
31	но при этом	1	1
32	в самом деле	1	1
33	речь шла об	1	1
34	на земном шаре	1	1
35	еще на одну	1	1
36	указывает на то	1	1
37	на свою родину	1	1
38	о которых идет	1	1
39	смысле этого слова	1	1
40	не только для	1	1
41	речь идет о	1	1
42	всех этих случаях	2	1
43	в нем самом	1	1
44	мы уже знаем	1	1
45	и к замене	1	1
46	уже знаем что	1	1
47	мы не знаем	2	1
48	том числе и	2	1
49	дело сводится к	1	1
50	опасность со стороны	1	1
51	так же как	10	1
52	они сами себя	1	1
53	нисколько их не	1	1
54	только один из	1	1
55	и таким образом	2	1
56	по отношению к	2	1
57	знаем что это	2	1
58	только для того	1	1
59	от того что	1	1
60	и во всем	1	1
61	во всех этих	2	1
62	в том чтобы	2	1
63	но не к	1	1
64	а с ними	1	1
65	что он на	1	1
66	в своих целях	2	1
67	и в других	1	1
68	что дает ему	1	1
69	с самого начала	1	1
70	китае и в	1	1
71	так как это	1	1
72	в китае и	1	1
73	но мы знаем	3	1
74	мы должны себе	1	1
75	а если не	1	1
76	что не только	1	1
77	тем что он	3	1
78	представить себе что	1	1
79	он не может	2	1
80	в связи с	6	1
81	то же самое	1	1
82	конечно не может	1	1
83	может быть достигнуто	1	1
84	которых идет речь	1	1
85	совместно с другими	1	1
86	в том числе	3	1
87	что все это	1	1
88	тем не менее	6	1
89	но все же	6	1
90	несмотря на все	1	1
91	только то что	1	1
92	этом случае совершенно	1	1
93	вопрос о том	1	1
94	в свою очередь	1	1
95	и не только	1	1
96	это и есть	1	1
97	должны себе представить	1	1
98	на этот вопрос	2	1
99	только в виде	1	1
100	о том чем	1	1
101	но и для	1	1
102	могут быть различны	1	1
103	состоит в том	1	1
104	совершенно очевидно что	1	1
105	мы подойдем к	1	1
