N	3gram	Potebnia_M	Marksizm
1	с точки зрения	2	46
2	не может быть	7	25
3	в самом деле	1	19
4	по отношению к	10	15
5	то же время	8	15
6	в то же	8	15
7	в том что	22	14
8	и не может	1	12
9	то ни было	1	12
10	бы то ни	1	12
11	для того чтобы	5	11
12	до сих пор	4	11
13	в большинстве случаев	2	9
14	одного и того	2	9
15	и того же	2	9
16	в настоящее время	1	8
17	то же самое	3	8
18	может быть и	1	8
19	до настоящего времени	1	7
20	смысле этого слова	9	7
21	с другой стороны	4	7
22	в свою очередь	6	7
23	в смысле совокупности	1	6
24	как мы уже	1	6
25	на то что	3	6
26	на самом деле	4	6
27	во всяком случае	3	6
28	с одной стороны	4	6
29	и как бы	2	5
30	в таком случае	2	5
31	к тому что	3	5
32	как мы видели	1	5
33	в этом случае	2	5
34	в этом отношении	2	5
35	внутреннего и внешнего	1	4
36	в первом случае	2	4
37	в слове и	6	4
38	о том что	5	4
39	можно сказать что	3	4
40	том что он	2	4
41	и тот же	2	3
42	не только в	4	3
43	тесной связи с	1	3
44	тем не менее	7	3
45	и тем же	4	3
46	одной стороны и	1	3
47	хотя бы и	1	3
48	более или менее	6	3
49	и то же	7	3
50	друг с другом	1	3
51	все более и	1	3
52	не могут быть	3	3
53	а не в	1	3
54	и в этом	1	3
55	в этом последнем	2	3
56	языка и в	1	3
57	но и в	4	3
58	один и тот	2	3
59	и не в	1	3
60	и что это	1	3
61	и той же	4	3
62	более и более	1	3
63	не было бы	2	3
64	одним и тем	4	3
65	одно и то	7	3
66	именно в том	3	3
67	одной и той	4	3
68	не существует для	2	3
69	сводится к тому	1	3
70	что он не	3	2
71	если б мы	1	2
72	тех пор пока	2	2
73	рано или поздно	2	2
74	себе отчет в	1	2
75	в этом смысле	2	2
76	самом деле в	1	2
77	в собственном смысле	2	2
78	друг от друга	2	2
79	связи с другими	2	2
80	так или иначе	1	2
81	так и в	2	2
82	мы видели что	1	2
83	то же слово	2	2
84	ничего общего с	1	2
85	а между тем	6	2
86	между тем как	4	2
87	само по себе	6	2
88	в данном случае	3	2
89	и в других	1	2
90	к тому же	1	2
91	слова при этом	1	2
92	сама по себе	3	2
93	с ними в	2	2
94	не то что	2	2
95	и в том	3	2
96	слова и его	1	2
97	со всех сторон	3	2
98	с нашей точки	1	2
99	сами по себе	3	2
100	язык не есть	1	2
101	от того что	7	2
102	по крайней мере	8	2
103	в процессе его	1	2
104	и тогда когда	1	2
105	как и в	3	2
106	а следовательно и	1	2
107	в чем же	1	2
108	таким образом в	1	2
109	до тех пор	5	2
110	в противном случае	1	2
111	и та же	2	2
112	при этом мы	1	2
113	не будет никаких	1	2
114	он не знает	1	2
115	есть прежде всего	2	2
116	же касается до	1	2
117	с тем что	1	2
118	одна и та	2	2
119	и в самом	3	2
120	вопрос о том	1	2
121	нет и не	1	2
122	в различных языках	2	2
123	из виду что	2	1
124	как в языке	1	1
125	ясно также что	1	1
126	что у нас	1	1
127	быть не может	2	1
128	могла быть в	1	1
129	себе не может	2	1
130	а может быть	2	1
131	и столь же	1	1
132	все то что	2	1
133	точки зрения и	1	1
134	этого слова в	2	1
135	не было в	3	1
136	бы он ни	1	1
137	том что это	1	1
138	заключать в себе	1	1
139	нужно прибавить что	1	1
140	в действительности и	1	1
141	можем сказать что	1	1
142	что слово может	1	1
143	если не исключительно	1	1
144	это далеко не	1	1
145	одной из этих	1	1
146	другому в слове	1	1
147	мы должны отказаться	1	1
148	к субъекту и	1	1
149	и в таком	1	1
150	в этом слове	2	1
151	не могло существовать	1	1
152	точки зрения той	1	1
153	та и другая	2	1
154	не менее в	1	1
155	говоря уже о	1	1
156	и сама по	1	1
157	вовсе не в	1	1
158	в том же	2	1
159	мы замечаем что	1	1
160	от своего собственного	1	1
161	в стройную систему	1	1
162	имеет свою историю	1	1
163	и в языке	2	1
164	сознания и не	1	1
165	по отношению ко	1	1
166	только одно слово	1	1
167	как и между	1	1
168	половины xix века	1	1
169	в строгом смысле	1	1
170	по мере своего	1	1
171	мы тем самым	3	1
172	того что уже	2	1
173	дело вовсе не	1	1
174	и в первом	1	1
175	в душе слушающего	1	1
176	может быть только	4	1
177	сам по себе	9	1
178	в себе самом	1	1
179	не отражается в	1	1
180	нечто такое что	1	1
181	но и эта	1	1
182	он относится к	1	1
183	то для чего	1	1
184	таким образом что	2	1
185	что все эти	1	1
186	на я и	1	1
187	с тем и	3	1
188	если бы в	2	1
189	слов об отношении	1	1
190	или лучше сказать	3	1
191	как бы он	1	1
192	их отношении к	1	1
193	а в том	5	1
194	по мере приближения	1	1
195	не только не	4	1
196	которое рано или	1	1
197	в слове или	1	1
198	и та и	2	1
199	необходимо прибавить к	1	1
200	связей с другими	1	1
201	что язык есть	2	1
202	на родном языке	1	1
203	оно могло бы	1	1
204	и как он	1	1
205	каждой из этих	1	1
206	по себе а	4	1
207	к вопросу о	1	1
208	в их отношении	1	1
209	это значит что	1	1
210	и не дает	1	1
211	только в слове	4	1
212	таким образом и	1	1
213	так же и	1	1
214	ее развития но	1	1
215	по самой своей	1	1
216	не существует и	1	1
217	мы не воспринимаем	1	1
218	могли бы быть	2	1
219	языка таким образом	1	1
220	к тем же	1	1
221	только в форме	1	1
222	не только по	3	1
223	например в слове	1	1
224	никогда не может	1	1
225	на все остальные	1	1
226	не имеет места	1	1
227	же самое делает	1	1
228	нет как нет	1	1
229	что эти выражения	1	1
