N	3gram	Propp_Isto	Komedia
1	в том что	4	29
2	в то же	1	16
3	то же время	1	16
4	до сих пор	7	16
5	в самом деле	1	13
6	о том что	5	13
7	для того чтобы	3	11
8	в то время	3	11
9	в свою очередь	1	10
10	по отношению к	2	9
11	вместе с тем	7	9
12	с одной стороны	7	9
13	то время как	3	9
14	речь идет о	1	8
15	с другой стороны	10	8
16	обращает на себя	1	7
17	с самого начала	1	7
18	во всяком случае	1	7
19	в отличие от	1	6
20	в том числе	3	6
21	в связи с	6	6
22	с точки зрения	1	6
23	лет тому назад	2	6
24	после того как	4	6
25	что он не	1	5
26	о том как	4	5
27	то же самое	1	5
28	и т д	36	5
29	в тех же	1	5
30	тем не менее	6	5
31	что у него	2	4
32	т е в	6	4
33	но все же	6	4
34	едва ли можно	1	4
35	и с этой	1	4
36	в это время	2	4
37	так как он	2	4
38	по сравнению с	1	4
39	что и в	3	4
40	до н э	1	4
41	то что он	2	3
42	несмотря на всю	1	3
43	друг с другом	2	3
44	на пути к	1	3
45	в соответствии с	1	3
46	о том чтобы	1	3
47	сих пор не	1	3
48	вместе с ним	1	3
49	на то что	3	3
50	но и в	2	3
51	не мешает ему	1	3
52	в этой связи	1	3
53	таким образом в	2	3
54	состоит в том	1	3
55	наряду с этим	3	3
56	то обстоятельство что	1	3
57	том числе и	2	3
58	до того как	1	2
59	одной стороны и	1	2
60	одного из них	1	2
61	как будто бы	1	2
62	небом и землей	1	2
63	между небом и	1	2
64	у меня в	1	2
65	с этой точки	2	2
66	потому что в	1	2
67	как и в	4	2
68	в частности в	1	2
69	том что она	1	2
70	из них является	1	2
71	так и в	2	2
72	но при этом	1	2
73	в зависимости от	1	2
74	друг за другом	1	2
75	точно так же	3	2
76	и таким образом	2	2
77	из них не	1	2
78	если не считать	2	2
79	к себе в	2	2
80	на первый план	1	2
81	в основе своей	1	2
82	и в том	1	2
83	в тех случаях	1	2
84	но и здесь	1	2
85	как мы знаем	1	2
86	этой точки зрения	2	2
87	только в том	1	2
88	и тем более	1	2
89	не означает что	1	2
90	и тем что	1	2
91	в одной из	1	2
92	таким образом и	1	2
93	подобно тому как	2	2
94	так же как	10	2
95	только потому что	1	2
96	не только в	2	2
97	только для того	1	2
98	мы имеем в	2	2
99	в этом случае	13	2
100	как мы видели	2	2
101	тех случаях когда	1	2
102	брак с дочерью	1	2
103	одна из них	1	2
104	к этому же	1	2
105	я думаю что	1	2
106	чаще всего это	1	1
107	тот или другой	1	1
108	в более ранних	2	1
109	с тем мы	1	1
110	с этим и	1	1
111	о чем говорилось	1	1
112	и здесь найдем	1	1
113	греции и в	1	1
114	но вместе с	4	1
115	до нас в	1	1
116	не дает нам	1	1
117	никак не может	1	1
118	не может быть	6	1
119	что и во	1	1
120	она и в	1	1
121	можно сказать что	1	1
122	легко представить себе	1	1
123	его так как	1	1
124	много лет тому	2	1
125	которых идет речь	1	1
126	что все это	1	1
127	дошли до нас	1	1
128	освобожденный им от	1	1
129	здесь мы видим	2	1
130	некоторый свет на	1	1
131	к заключению что	5	1
132	а с точки	1	1
133	формы его проявления	1	1
134	что в доме	1	1
135	только тем что	1	1
136	но и он	1	1
137	друг на друга	1	1
138	совершенно очевидно что	1	1
139	его на своей	1	1
140	может быть только	1	1
141	по своему содержанию	1	1
142	сам по себе	1	1
143	уходит из дому	1	1
144	ничего общего с	1	1
145	целые страны в	1	1
146	о которых идет	1	1
147	другие не могут	1	1
148	этого даже не	1	1
149	даже если бы	2	1
150	смысле этого слова	1	1
151	даже в тех	1	1
152	что в нем	1	1
153	по аналогии с	1	1
154	само по себе	1	1
155	видно как из	1	1
156	только что и	1	1
157	и тем самым	2	1
158	в данном случае	2	1
159	мы опять не	1	1
160	по себе не	1	1
161	так что он	1	1
162	отсюда видно что	1	1
163	мы уже знаем	1	1
164	пока он не	1	1
165	надо прежде всего	1	1
166	только в виде	1	1
167	только один из	1	1
168	он понимает что	1	1
169	на него в	1	1
170	о том чем	1	1
171	том что они	1	1
172	опять не знаем	1	1
173	с ним а	1	1
174	но в основе	1	1
175	в одном случае	1	1
176	к ней и	1	1
177	вследствие чего он	1	1
178	таким образом из	1	1
179	его в своем	1	1
180	не мог бы	1	1
181	это явствует из	1	1
182	в частности с	1	1
183	а не в	1	1
184	то что у	1	1
185	потому что с	1	1
186	особого внимания заслуживает	1	1
187	т д все	2	1
188	и не всегда	1	1
189	на задний план	3	1
190	еще не был	1	1
191	т е к	1	1
192	их на свой	1	1
193	что и у	1	1
194	что девушку в	1	1
195	мы находим в	1	1
196	то что и	1	1
197	он не только	1	1
198	в том чтобы	2	1
199	только после того	1	1
200	в ином порядке	1	1
201	мы имели бы	1	1
202	вместе со своим	1	1
203	делает вид что	3	1
204	потому что он	5	1
205	это ясно из	1	1
206	ясно что это	1	1
207	и целые страны	1	1
208	только один раз	1	1
209	мы знаем о	1	1
210	мы увидим что	1	1
211	к нему с	1	1
212	мы и здесь	3	1
213	может быть в	1	1
214	но уже в	2	1
215	в некоторых случаях	3	1
216	на вопрос почему	1	1
217	как один из	1	1
218	он не может	2	1
219	его роль в	1	1
220	но не всегда	2	1
221	образом и здесь	1	1
222	со своими мужьями	1	1
223	в подземное царство	1	1
224	мы не знали	1	1
225	на этот вопрос	2	1
226	того как эти	1	1
227	и здесь мы	1	1
228	и один из	1	1
229	он может быть	1	1
230	ним а в	1	1
231	как только он	1	1
232	другой стороны в	1	1
233	своих детей и	1	1
234	не что иное	1	1
235	в пределах одного	1	1
236	состоит не в	1	1
237	ни у одного	1	1
238	том что девушку	1	1
239	что и здесь	1	1
240	хорошо известно что	1	1
241	из них он	1	1
242	но это еще	1	1
243	не менее в	1	1
244	иначе чем это	1	1
245	же как мы	1	1
246	возможно что в	1	1
247	сюда же можно	1	1
248	он не мог	1	1
249	хотя бы в	1	1
250	же как и	4	1
251	главным образом в	1	1
252	так же нельзя	1	1
253	тем что он	3	1
254	что они принесены	1	1
255	а по его	1	1
256	главную роль в	1	1
257	что иное как	1	1
258	и вслед за	1	1
259	ступени на которой	1	1
260	в нем и	3	1
261	себе в жены	1	1
262	он был бы	1	1
263	вопрос о том	1	1
264	и не только	1	1
265	в виду что	1	1
266	этим объясняется что	1	1
267	с собой в	1	1
268	и начало ее	1	1
