N	3gram	Bakhtin_Pr	VLabPisa
1	в этом отношении	7	14
2	в письме к	1	11
3	не может быть	8	8
4	с другой стороны	3	8
5	по отношению к	17	7
6	более или менее	1	6
7	в том что	10	5
8	хотя бы и	3	5
9	в зависимости от	5	5
10	в то же	10	5
11	то же время	10	5
12	в художественном произведении	1	4
13	в одном из	3	4
14	равно как и	1	4
15	можно сказать что	3	4
16	не было бы	1	4
17	не могут быть	1	4
18	к тому что	1	4
19	вот что говорит	1	3
20	для того чтобы	3	3
21	о том что	5	3
22	подобно тому как	5	3
23	и в то	3	3
24	та или иная	1	3
25	это и есть	3	3
26	в своем творчестве	1	3
27	для него в	1	2
28	ни один из	1	2
29	во всяком случае	3	2
30	том отношении что	1	2
31	в том чтобы	1	2
32	по крайней мере	3	2
33	в чем же	1	2
34	этой точки зрения	3	2
35	в том числе	1	2
36	не в том	1	2
37	таким образом в	2	2
38	но и он	1	2
39	в противном случае	1	2
40	до сих пор	3	2
41	не только не	1	2
42	в конце концов	7	2
43	том числе и	1	2
44	что все эти	1	2
45	не только в	2	2
46	во всех этих	1	2
47	в каждом отдельном	1	2
48	и никогда не	1	2
49	из них не	1	2
50	по этому вопросу	1	2
51	в том отношении	1	2
52	только то что	2	2
53	в другом месте	1	2
54	можно было бы	4	2
55	и не может	3	2
56	между ними не	1	1
57	так же как	4	1
58	является таким образом	1	1
59	достоевского таким образом	3	1
60	как например у	1	1
61	в той или	2	1
62	имеет ничего общего	1	1
63	того или иного	1	1
64	все то что	3	1
65	как будто бы	1	1
66	той или иной	3	1
67	вспомним хотя бы	1	1
68	о достоевском по	1	1
69	по существу своему	1	1
70	приходится признать что	1	1
71	мы видим что	2	1
72	тогда когда все	1	1
73	все зависит от	1	1
74	а вместе с	1	1
75	в том смысле	1	1
76	в этом смысле	12	1
77	по сравнению с	2	1
78	единой и цельной	1	1
79	один из них	1	1
80	может быть даже	2	1
81	образом уже в	2	1
82	наконец и это	1	1
83	между ними нет	1	1
84	имеем в виду	2	1
85	то время как	2	1
86	в которой он	1	1
87	в этом случае	1	1
88	отсюда следует что	1	1
89	прав в том	1	1
90	с этой точки	1	1
91	то что в	1	1
92	может быть в	1	1
93	в самом деле	5	1
94	у него был	1	1
95	ними нет и	1	1
96	как один из	1	1
97	в братьях карамазовых	3	1
98	именно к этому	1	1
99	таким образом уже	2	1
100	не отличается от	1	1
101	не об отсутствии	1	1
102	у него в	1	1
103	прежде всего необходимо	1	1
104	в то время	3	1
105	это происходит в	1	1
106	тех или иных	1	1
107	зависимости от различных	1	1
108	все эти определения	2	1
109	на этот вопрос	1	1
110	и есть то	1	1
111	свою внутреннюю логику	1	1
112	как это происходит	1	1
113	но у него	1	1
114	все же не	1	1
115	каждый из них	1	1
116	зависимости от них	1	1
117	хотя и не	1	1
118	сами по себе	4	1
119	крайней мере для	1	1
120	художественного произведения и	1	1
121	ничего общего с	1	1
122	то что должно	1	1
123	ни одна из	1	1
124	для правильного понимания	1	1
125	но в то	5	1
126	выйти за пределы	1	1
127	то все же	1	1
128	том что мы	1	1
129	о бедном чиновнике	1	1
130	а потому и	2	1
131	романов достоевского и	2	1
132	индивидуальности таким образом	1	1
133	в данном случае	3	1
134	есть то что	1	1
135	но даже в	1	1
136	говорит об этом	2	1
137	что они не	1	1
138	именно в том	2	1
139	он и не	3	1
140	а в том	1	1
141	отношение к сознанию	1	1
142	в ней не	1	1
143	и по отношению	1	1
144	с другими образами	1	1
145	не имеет ничего	1	1
146	же как и	3	1
147	как если бы	1	1
148	творческий процесс у	1	1
149	в новое время	1	1
150	тому как можно	1	1
151	то же самое	1	1
152	никогда не может	1	1
153	сама по себе	3	1
154	в процессе этого	1	1
155	это вовсе не	2	1
156	не могло бы	1	1
157	идеи воплощенной в	1	1
158	его творчества в	2	1
159	но все же	3	1
160	что должно быть	1	1
161	лицом к лицу	1	1
162	нет ни одного	2	1
163	точки зрения на	2	1
164	с ними в	1	1
165	а не только	2	1
166	таким образом и	1	1
167	оно может быть	2	1
168	даже и не	1	1
169	нет и не	1	1
170	видения мира и	1	1
171	но и композиционно	1	1
172	но с другой	2	1
173	между собою в	1	1
174	может быть и	1	1
