N	2gram	Voloshinov	Myslijsy
1	потому что	2	182
2	то есть	2	142
3	и в	32	121
4	может быть	50	107
5	в том	13	103
6	то что	12	83
7	в слове	13	78
8	что в	5	73
9	и не	42	73
10	только в	14	72
11	не только	18	67
12	а не	15	67
13	таким образом	29	64
14	в языке	8	60
15	в этом	27	59
16	но и	17	59
17	том что	12	59
18	так как	5	59
19	то же	19	56
20	не в	13	54
21	если бы	12	53
22	в себе	5	53
23	по себе	5	52
24	не может	40	52
25	того что	5	47
26	в сознании	2	46
27	в душе	3	45
28	было бы	8	45
29	и проч	1	45
30	в нем	17	45
31	не есть	6	42
32	как и	19	42
33	так что	2	39
34	вместе с	2	39
35	что и	5	38
36	мы не	6	38
37	при этом	13	37
38	как в	5	37
39	так и	21	37
40	тогда когда	2	36
41	что мы	1	36
42	тем что	3	33
43	и что	2	32
44	по отношению	10	30
45	а в	5	30
46	что не	4	29
47	между тем	8	29
48	но не	2	29
49	вовсе не	15	28
50	мы можем	6	28
51	для него	18	28
52	есть только	1	28
53	с этим	6	27
54	что язык	2	27
55	могут быть	4	27
56	язык есть	5	26
57	не было	6	26
58	независимо от	3	26
59	отношению к	9	26
60	языка и	28	25
61	душевной жизни	1	25
62	этого слова	7	25
63	между собою	1	24
64	в то	7	24
65	с тем	1	23
66	как бы	31	23
67	того как	1	23
68	от того	4	23
69	а потому	1	22
70	по мере	6	22
71	что слово	5	22
72	с другой	6	22
73	не имеет	6	22
74	только тогда	1	22
75	но в	13	22
76	и потому	7	21
77	внутренняя форма	1	21
78	не менее	5	21
79	мысль о	1	20
80	в одном	2	20
81	это не	5	20
82	в ней	5	20
83	мысли и	7	19
84	и как	8	19
85	но это	1	19
86	в сознание	1	19
87	сказать что	7	19
88	с ним	1	19
89	того же	11	19
90	тем не	3	19
91	что это	3	19
92	и то	4	19
93	из этих	3	19
94	о том	4	19
95	тем самым	1	19
96	должно быть	4	19
97	в самом	14	18
98	в таком	8	18
99	для того	8	18
100	не могут	4	18
101	бы не	2	18
102	в каком	6	18
103	что я	1	18
104	еще не	7	18
105	точки зрения	48	17
106	крайней мере	1	17
107	со стороны	2	17
108	по крайней	1	17
109	слова и	8	17
110	что оно	3	17
111	уже в	3	17
112	в его	10	17
113	во всяком	8	17
114	слова в	8	17
115	только что	2	16
116	и на	8	16
117	к тому	8	16
118	так же	10	16
119	в своем	3	16
120	в которой	4	16
121	а только	2	16
122	или же	2	16
123	если б	2	16
124	каждый раз	3	16
125	в звуке	1	16
126	на то	4	16
127	в этих	2	15
128	уже не	2	15
129	с одной	2	15
130	с другими	6	15
131	и тем	4	15
132	и по	1	15
133	что он	5	15
134	в свою	6	15
135	прежде всего	19	15
136	тому как	1	15
137	все же	13	14
138	в природе	1	14
139	в котором	6	14
140	в действительности	3	14
141	свою очередь	5	14
142	то в	3	14
143	связи с	22	14
144	так сказать	19	14
145	во всех	13	14
146	столь же	2	14
147	бы ни	1	14
148	там где	4	14
149	должны быть	4	14
150	в истории	5	14
151	мысли то	1	14
152	же время	7	14
153	и без	1	14
154	мысли в	3	14
155	мы должны	4	14
156	само по	2	14
157	те же	5	13
158	например в	2	13
159	языка в	17	13
160	а между	1	13
161	как на	2	13
162	из них	3	13
163	что все	3	13
164	в смысле	11	13
165	и все	8	13
166	не следует	2	13
167	зависит от	2	13
168	смысле этого	7	13
169	образом в	1	13
170	звука и	2	13
171	и может	1	13
172	значение слова	1	13
173	и его	33	13
174	от него	4	12
175	одно из	1	12
176	другой стороны	7	12
177	до сих	10	12
178	более или	3	12
179	это последнее	1	12
180	никогда не	7	12
181	и при	3	12
182	хотя и	1	12
183	быть только	1	12
184	в чем	2	12
185	под влиянием	1	12
186	сих пор	10	12
187	в каждом	8	12
188	оно не	1	12
189	все остальные	3	12
190	всяком случае	4	12
191	язык не	4	12
192	что же	5	12
193	относится к	4	12
194	друг друга	10	12
195	что такое	3	12
196	все это	4	12
197	возможно только	2	12
198	есть в	1	12
199	или менее	3	12
200	тем более	3	12
201	человека и	1	12
202	как мы	26	12
203	и если	2	11
204	в первом	3	11
205	только для	1	11
206	только на	7	11
207	и это	6	11
208	к нему	5	11
209	в состоянии	1	11
210	его в	7	11
211	и притом	1	11
212	подобно тому	1	11
213	для человека	1	11
214	в силу	1	11
215	речи и	6	11
216	мы видели	5	11
217	сами по	1	11
218	того чтобы	9	11
219	быть не	2	11
220	к ней	1	11
221	той же	5	11
222	что для	1	11
223	если не	1	11
224	и вообще	3	11
225	к одному	5	11
226	и только	2	11
227	другими словами	4	11
228	и их	2	11
229	же в	1	11
230	но тем	1	10
231	и с	4	10
232	хотя бы	8	10
233	одной стороны	2	10
234	одной и	2	10
235	находится в	1	10
236	представить себе	1	10
237	мы видим	2	10
238	а и	1	10
239	это слово	1	10
240	и следовательно	8	10
241	в других	1	10
242	бы в	4	10
243	если же	2	10
244	и от	6	10
245	и есть	3	10
246	бы быть	1	10
247	он не	5	10
248	тех пор	2	10
249	если мы	17	10
250	тем же	4	10
251	и для	15	10
252	образ и	2	10
253	слово в	5	10
254	и понимания	1	10
255	между прочим	1	10
256	только по	1	10
257	тому что	6	10
258	и того	11	9
259	ко всем	1	9
260	и даже	4	9
261	вопрос о	6	9
262	во многих	1	9
263	говорит гумбольдт	1	9
264	на него	1	9
265	что она	1	9
266	на язык	3	9
267	зрения и	2	9
268	могли бы	2	9
269	о происхождении	2	9
270	в нее	1	9
271	во время	2	9
272	одного и	9	9
273	для самого	1	9
274	от нее	2	9
275	не будет	7	9
276	себе не	1	9
277	самом деле	18	9
278	но оно	1	9
279	с точки	31	9
280	слова для	3	9
281	таком случае	5	9
282	это было	2	9
283	не все	3	9
284	и других	3	9
285	до тех	2	9
286	далеко не	5	9
287	в целом	2	9
288	можно сказать	4	9
289	языка с	3	9
290	язык в	5	9
291	говорить о	2	8
292	не как	5	8
293	но все	4	8
294	от одного	5	8
295	слова с	1	8
296	именно в	6	8
297	их в	1	8
298	в более	3	8
299	так например	2	8
300	перестает быть	2	8
301	это содержание	1	8
302	была бы	1	8
303	что они	1	8
304	только не	1	8
305	влияние на	3	8
306	мы в	1	8
307	для говорящего	4	8
308	слово как	6	8
309	от них	1	8
310	одним словом	2	8
311	одно и	3	8
312	что есть	1	8
313	не так	2	8
314	с и	1	8
315	одно слово	2	8
316	с ними	5	8
317	между ними	6	8
318	внимание на	1	8
319	и тогда	2	8
320	остается только	1	8
321	при помощи	1	8
322	и той	2	8
323	не из	1	8
324	в самой	1	8
325	тот же	4	8
326	этом случае	3	8
327	то мы	4	8
328	на самом	10	8
329	все равно	1	8
330	или в	4	8
331	и более	6	8
332	словом и	2	8
333	на все	2	8
334	языке и	2	7
335	с этой	2	7
336	в разных	2	7
337	примыкает к	1	7
338	язык как	13	7
339	касается до	2	7
340	но что	2	7
341	на основании	1	7
342	связь с	4	7
343	все эти	8	7
344	слово может	2	7
345	к другим	1	7
346	в жизни	2	7
347	в собственном	2	7
348	происхождении языка	2	7
349	в данном	8	7
350	не существует	6	7
351	было в	1	7
352	даже и	2	7
353	превращается в	2	7
354	звуком и	1	7
355	самого начала	9	7
356	указания на	1	7
357	языка как	26	7
358	для понимания	4	7
359	что содержание	1	7
360	что именно	1	7
361	к этому	10	7
362	к языку	2	7
363	то оно	1	7
364	несмотря на	1	7
365	или не	1	7
366	прибавить что	1	7
367	из одного	4	7
368	но как	3	7
369	в своих	2	7
370	этот звук	1	7
371	она не	2	7
372	и та	2	7
373	и тот	4	7
374	за пределы	8	7
375	этом смысле	2	7
376	могла бы	2	7
377	значение и	3	7
378	а как	7	7
379	допустим что	4	7
380	во втором	2	7
381	все в	2	7
382	самое слово	2	7
383	к одной	2	7
384	его с	1	7
385	для себя	4	7
386	в другой	1	7
387	находятся в	2	7
388	говорящего и	4	7
389	для сознания	1	7
390	себя и	2	7
391	о котором	1	7
392	слове и	2	7
393	бы и	2	7
394	то все	1	7
395	и во	2	7
396	из него	4	7
397	дает нам	1	7
398	за собою	1	7
399	слова но	3	7
400	сама по	2	7
401	как она	2	7
402	один и	3	7
403	не имеют	5	7
404	его к	4	7
405	с самого	9	7
406	не с	2	7
407	место в	5	7
408	и к	3	6
409	для всех	2	6
410	же и	3	6
411	увидим что	1	6
412	образом и	1	6
413	в виду	2	6
414	каким образом	1	6
415	мысли как	1	6
416	если и	1	6
417	в речи	1	6
418	его на	1	6
419	а именно	1	6
420	в своей	5	6
421	человеческой речи	1	6
422	между двумя	4	6
423	как оно	2	6
424	из виду	2	6
425	к ним	1	6
426	известным образом	1	6
427	к которому	1	6
428	слово не	1	6
429	или если	1	6
430	связанное с	1	6
431	она есть	1	6
432	и значением	6	6
433	это будет	2	6
434	ни было	15	6
435	в ее	9	6
436	у него	2	6
437	но он	1	6
438	прежде чем	1	6
439	что его	1	6
440	выше мы	1	6
441	могло бы	1	6
442	к слову	1	6
443	мы уже	7	6
444	же самое	9	6
445	главным образом	2	6
446	друг другу	2	6
447	в последнем	1	6
448	должна быть	6	6
449	в сущности	17	6
450	от их	2	6
451	из сказанного	2	6
452	имеет значение	3	6
453	может стать	7	6
454	да и	1	6
455	друг от	1	6
456	ничего общего	5	6
457	явлений и	2	6
458	язык и	2	6
459	сознание и	1	6
460	лишь в	17	6
461	языка то	2	6
462	не могло	3	6
463	в этой	3	6
464	и до	4	6
465	мог бы	2	6
466	в образе	1	6
467	слово и	4	6
468	но если	2	6
469	что с	1	6
470	то он	1	6
471	у нас	4	6
472	в их	5	6
473	в виде	1	6
474	от друга	1	6
475	и слова	1	6
476	на нее	2	6
477	при таком	1	6
478	что между	1	6
479	в каждой	1	6
480	все более	2	6
481	его не	2	6
482	как он	3	6
483	в один	1	6
484	оно должно	2	6
485	жизни и	4	6
486	ни был	1	6
487	в той	6	5
488	были бы	2	5
489	формы в	3	5
490	или нет	1	5
491	не столько	5	5
492	всех остальных	2	5
493	и значение	6	5
494	времени и	1	5
495	и другим	1	5
496	когда в	1	5
497	начнем с	1	5
498	в переносном	1	5
499	природы в	1	5
500	к другой	3	5
501	входит в	5	5
502	значительной степени	3	5
503	конечно не	9	5
504	языка не	5	5
505	в нашем	4	5
506	на предмет	1	5
507	что само	2	5
508	лишь тогда	2	5
509	на которую	1	5
510	на том	1	5
511	из того	1	5
512	только при	4	5
513	в живой	2	5
514	а с	1	5
515	отношения между	1	5
516	во внимание	1	5
517	одним из	4	5
518	которое в	1	5
519	свет и	1	5
520	одна из	6	5
521	о которых	1	5
522	и понимание	1	5
523	рядом с	7	5
524	предполагает что	1	5
525	оно и	2	5
526	можно было	2	5
527	но только	1	5
528	этот вопрос	5	5
529	мысль в	1	5
530	за другим	1	5
531	можно только	2	5
532	в процессе	31	5
533	все то	1	5
534	то на	2	5
535	можно назвать	2	5
536	к другому	7	5
537	известной степени	2	5
538	самое это	2	5
539	в организме	6	5
540	о языке	9	5
541	мы его	2	5
542	в единстве	5	5
543	следует сказать	1	5
544	для нее	1	5
545	эта мысль	2	5
546	отношении к	8	5
547	слов и	3	5
548	переход от	4	5
549	ее не	1	5
550	на этот	3	5
551	общего с	3	5
552	и здесь	9	5
553	ответ на	3	5
554	они не	2	5
555	на которой	1	5
556	слова а	1	5
557	нет ничего	4	5
558	то к	2	5
559	стремится к	2	5
560	виду что	1	5
561	в какой	5	5
562	не подлежит	1	5
563	от своего	2	5
564	и языка	1	5
565	но уже	2	5
566	в области	3	5
567	что эти	1	5
568	не говоря	1	5
569	человека в	3	5
570	бы только	1	5
571	но при	3	5
572	с языком	2	5
573	как слово	5	5
574	в начале	7	5
575	этом слове	1	5
576	как же	5	5
577	не по	1	5
578	отношение к	1	5
579	как увидим	1	5
580	не к	3	5
581	это восприятие	1	4
582	еще более	1	4
583	в применении	1	4
584	каждому из	1	4
585	этой последней	1	4
586	и необходимости	1	4
587	из нее	1	4
588	равно как	1	4
589	иначе как	1	4
590	мы только	3	4
591	значение не	3	4
592	точке зрения	2	4
593	это зависит	1	4
594	значение то	2	4
595	но во	1	4
596	в другом	5	4
597	был бы	1	4
598	история языка	4	4
599	содержание в	1	4
600	не что	2	4
601	иначе и	1	4
602	в противном	2	4
603	что иное	1	4
604	меня то	1	4
605	бы то	11	4
606	видели что	1	4
607	все его	1	4
608	мы принуждены	1	4
609	внешнего мира	1	4
610	говорит он	2	4
611	не знает	4	4
612	влияния на	1	4
613	мысли к	1	4
614	в связи	12	4
615	одно только	2	4
616	следовательно и	4	4
617	от этого	3	4
618	с его	6	4
619	не иначе	1	4
620	и быть	1	4
621	в наше	1	4
622	еще только	2	4
623	не дает	4	4
624	ту же	2	4
625	то ни	12	4
626	языком и	1	4
627	бы они	2	4
628	что нельзя	1	4
629	не могла	2	4
630	и затем	1	4
631	и другая	1	4
632	этот предмет	2	4
633	на который	1	4
634	его как	2	4
635	если оно	2	4
636	для кого	1	4
637	ничего не	9	4
638	из этого	2	4
639	и чем	1	4
640	собственном смысле	2	4
641	от сознания	1	4
642	та же	1	4
643	мысль не	1	4
644	нашего времени	1	4
645	имеет место	2	4
646	ни в	7	4
647	не на	2	4
648	но без	1	4
649	так или	2	4
650	этой точки	1	4
651	и между	5	4
652	живой речи	2	4
653	отношения к	2	4
654	к которым	3	4
655	в выражении	1	4
656	и они	1	4
657	и так	2	4
658	о единстве	1	4
659	эта последняя	3	4
660	все они	1	4
661	здесь как	2	4
662	только одно	1	4
663	одним и	2	4
664	сознании и	1	4
665	более и	2	4
666	он есть	1	4
667	образа в	1	4
668	то она	1	4
669	он может	3	4
670	языка но	1	4
671	что во	2	4
672	слова от	1	4
673	мы могли	1	4
674	смысле что	1	4
675	многих других	1	4
676	сознания и	6	4
677	одна и	1	4
678	не без	1	4
679	этом отношении	4	4
680	будет ли	1	4
681	в науке	6	4
682	между этими	2	4
683	отказаться от	1	4
684	б мы	1	4
685	дело в	1	4
686	из двух	1	4
687	в ту	1	4
688	существует для	4	4
689	или даже	2	4
690	противном случае	2	4
691	к своему	2	4
692	пока не	2	4
693	это так	2	4
694	мы тем	2	4
695	на них	1	4
696	искать в	1	4
697	первобытный человек	1	4
698	а его	1	4
699	языке в	1	4
700	языку и	1	4
701	с этою	1	4
702	но она	1	4
703	другим и	1	4
704	есть и	1	4
705	когда оно	1	4
706	стороны и	2	4
707	только то	1	4
708	имеет свою	4	4
709	скажем что	1	4
710	что можно	1	4
711	явления и	1	4
712	одного из	3	4
713	произведения не	1	4
714	и значения	3	4
715	а можно	1	4
716	на следующее	1	4
717	к новому	1	4
718	только после	1	4
719	слова например	1	4
720	иное как	2	4
721	с которыми	1	3
722	каждой из	1	3
723	мы и	1	3
724	говоря уже	1	3
725	этого в	1	3
726	чем сильнее	1	3
727	к этой	2	3
728	что делает	3	3
729	это значит	1	3
730	для одного	2	3
731	кроме того	7	3
732	во внутренней	3	3
733	в результате	9	3
734	ясно что	6	3
735	в различных	1	3
736	именно эти	3	3
737	одной из	5	3
738	значения в	5	3
739	от одной	1	3
740	из всего	3	3
741	нашего знания	1	3
742	понимания слова	1	3
743	они ни	1	3
744	которое не	1	3
745	на первый	2	3
746	также что	1	3
747	отражается в	2	3
748	жизни все	1	3
749	ответить на	1	3
750	как та	1	3
751	должно было	2	3
752	применении к	1	3
753	и мысли	1	3
754	мы увидим	3	3
755	пор пока	2	3
756	и каждое	1	3
757	которая не	1	3
758	искусства и	1	3
759	уже о	1	3
760	слова если	1	3
761	и когда	1	3
762	так а	1	3
763	так то	1	3
764	с такою	1	3
765	своего языка	1	3
766	по которым	2	3
767	самого говорящего	3	3
768	конечно если	1	3
769	быть в	2	3
770	можем сказать	2	3
771	он сам	1	3
772	она может	3	3
773	бы это	2	3
774	к этим	3	3
775	ними в	1	3
776	в большей	1	3
777	истории языка	5	3
778	которые в	1	3
779	и весь	1	3
780	или наоборот	1	3
781	которым мы	1	3
782	менее в	1	3
783	от его	2	3
784	о слове	4	3
785	первом случае	3	3
786	об одном	2	3
787	слово только	1	3
788	мы знаем	7	3
789	то для	1	3
790	его значения	2	3
791	нельзя в	1	3
792	но можно	1	3
793	и сама	2	3
794	значением слова	1	3
795	содержания в	2	3
796	бы что	1	3
797	не была	1	3
798	в разные	1	3
799	но для	4	3
800	развития как	1	3
801	может в	1	3
802	с одним	1	3
803	человек и	1	3
804	большинстве случаев	7	3
805	о которой	1	3
806	его жизни	2	3
807	в двух	4	3
808	же касается	2	3
809	как всякое	2	3
810	себе и	2	3
811	действительности и	3	3
812	понятно если	1	3
813	чтобы понять	3	3
814	всякое понимание	1	3
815	притом так	2	3
816	перехода от	1	3
817	мысли до	1	3
818	мысль и	2	3
819	совсем не	2	3
820	как человек	1	3
821	здесь мы	7	3
822	было только	1	3
823	как это	2	3
824	что эта	1	3
825	в форме	3	3
826	другому в	1	3
827	но всегда	1	3
828	и др	3	3
829	но нет	1	3
830	всех сторон	2	3
831	не значит	2	3
832	в общем	1	3
833	же мы	2	3
834	слово так	1	3
835	значит что	1	3
836	та и	1	3
837	разве только	1	3
838	как знак	3	3
839	и ее	4	3
840	наше время	1	3
841	на слово	1	3
842	не нашел	1	3
843	значения и	4	3
844	которых мы	1	3
845	слово для	3	3
846	не идет	3	3
847	то вопрос	1	3
848	и из	1	3
849	и предмет	1	3
850	для них	2	3
851	в отношении	7	3
852	первых порах	1	3
853	слова мы	2	3
854	к самому	2	3
855	ни о	2	3
856	одною из	1	3
857	ближайшим образом	2	3
858	всем остальным	1	3
859	она и	1	3
860	в душевной	1	3
861	как о	2	3
862	внешним и	1	3
863	и вопрос	1	3
864	в известном	1	3
865	на каждом	1	3
866	язык имеет	1	3
867	а если	1	3
868	бы с	1	3
869	к сказанному	1	3
870	языка а	5	3
871	со всех	2	3
872	и поэтому	1	3
873	а может	1	3
874	именно на	3	3
875	переносном смысле	1	3
876	весь процесс	1	3
877	рано или	2	3
878	ни были	2	3
879	идеи в	1	3
880	на первых	1	3
881	что здесь	1	3
882	не совсем	1	3
883	именно то	1	3
884	котором мы	1	3
885	как во	1	3
886	деле в	1	3
887	до известной	2	3
888	здесь не	2	3
889	это значение	2	3
890	или поздно	2	3
891	не передается	1	3
892	и наконец	1	3
893	непосредственно примыкает	1	3
894	после этого	1	3
895	различие между	5	3
896	ее в	2	3
897	о значении	1	3
898	для всякого	1	3
899	этих слов	1	3
900	и всегда	2	3
901	однако не	3	3
902	и непосредственно	2	3
903	или иначе	3	3
904	в другую	1	3
905	ему самому	1	3
906	в определении	1	3
907	случае не	1	3
908	этой цели	1	3
909	сливается с	1	3
910	как ее	6	3
911	и я	1	3
912	нисколько не	1	3
913	должен быть	2	3
914	в одной	4	3
915	принять и	1	3
916	между явлениями	1	3
917	как ни	2	3
918	отличие от	7	3
919	которую мы	1	3
920	отдельного слова	1	3
921	не находит	1	3
922	и грамматических	1	3
923	свою историю	1	3
924	пор не	1	3
925	в нашей	1	3
926	или как	3	3
927	в большинстве	7	3
928	и совершенно	1	3
929	из сознания	1	3
