N	4gram	Propp_Isto	StatiiOP
1	и т д но	2	6
2	говорит о том что	1	5
3	в то время как	4	5
4	это не значит что	1	3
5	во всяком случае не	1	3
6	в том что он	1	3
7	в том-то и дело	1	2
8	состоит в том что	1	2
9	совершенно так же как	1	2
10	на вопрос о том	1	2
11	в данном случае в	1	2
12	и вместе с тем	2	2
13	о том что в	2	2
14	и т д и	1	2
15	ответ на вопрос о	1	2
16	но с другой стороны	1	2
17	бы то ни было	1	2
18	но вместе с тем	2	2
19	во всяком случае в	1	2
20	то же можно сказать	2	1
21	мысль о том что	1	1
22	том-то и дело что	1	1
23	т д но при	1	1
24	до сих пор мы	2	1
25	же можно сказать относительно	1	1
26	между прочим и в	1	1
27	одна из этих форм	1	1
28	и т д в	3	1
29	это не так существенно	1	1
30	что у него есть	2	1
31	с этой точки зрения	3	1
32	в этом случае есть	1	1
33	не только в том	1	1
34	сих пор мы не	1	1
35	с другой же стороны	1	1
36	что мы знаем об	1	1
37	но в том-то и	2	1
38	ответ на этот вопрос	1	1
39	дело не только в	1	1
40	в том что к	1	1
41	это не в стиле	1	1
42	то же самое и	1	1
43	с другой стороны и	2	1
44	с одной стороны он	1	1
45	о котором говорилось выше	1	1
46	то это означало бы	1	1
47	в прямом смысле этого	1	1
48	так же как и	1	1
49	по мере того как	1	1
50	точно так же как	1	1
