N	2gram	Voloshinov	VelikijI
1	и не	10	20
2	и в	12	16
3	так как	9	9
4	то что	5	9
5	в истории	1	8
6	еще не	3	8
7	и потому	2	7
8	что они	1	7
9	а не	5	7
10	не есть	2	6
11	хотя и	1	5
12	того что	3	5
13	все это	3	5
14	как бы	13	5
15	на себя	1	5
16	но и	3	5
17	в котором	3	4
18	в этом	4	4
19	что мы	5	4
20	в его	2	4
21	в ней	6	4
22	так и	4	4
23	и все	2	4
24	что не	4	4
25	что все	1	4
26	как и	5	4
27	в нем	6	4
28	во всех	1	3
29	что в	2	3
30	нет ничего	2	3
31	и мы	1	3
32	должно быть	1	3
33	нас и	2	3
34	хотя бы	5	3
35	в том	6	3
36	не в	4	3
37	и что	2	3
38	что и	2	3
39	ни в	3	3
40	в этих	2	3
41	в них	3	3
42	оно не	2	3
43	не было	1	3
44	в жизни	5	3
45	что я	1	3
46	как не	2	3
47	в своей	3	3
48	должна быть	5	3
49	с его	2	3
50	но это	2	3
51	и для	3	3
52	жизни и	4	3
53	в чем	2	3
54	все эти	3	3
55	тот же	1	3
56	но в	5	3
57	к тому	1	3
58	никогда не	5	3
59	тем кто	1	2
60	во всяком	1	2
61	от него	1	2
62	нас за	1	2
63	его и	1	2
64	уже на	1	2
65	ее и	3	2
66	а к	2	2
67	не так	2	2
68	того чтобы	1	2
69	это не	2	2
70	между тем	3	2
71	не только	4	2
72	для него	3	2
73	и тогда	1	2
74	с ним	3	2
75	на этих	1	2
76	является в	1	2
77	для нас	7	2
78	и то	2	2
79	прежде всего	8	2
80	для них	1	2
81	можно было	1	2
82	так не	1	2
83	в форме	2	2
84	а между	1	2
85	ценности и	1	2
86	и это	1	2
87	мы не	3	2
88	конечно не	3	2
89	только в	6	2
90	все равно	1	2
91	а с	1	2
92	люди не	1	2
93	это мы	1	2
94	но не	2	2
95	и во	1	2
96	могут быть	2	2
97	мы это	1	2
98	значения и	2	2
99	уж конечно	1	2
100	так для	1	2
101	его к	2	2
102	не могут	1	2
103	да и	3	2
104	есть уже	2	2
105	том что	5	2
106	для их	1	2
107	но мы	2	2
108	в себя	2	2
109	уже не	4	2
110	не к	3	2
111	и мир	1	1
112	в самом	4	1
113	бы то	3	1
114	перестает быть	2	1
115	связь с	2	1
116	и другие	2	1
117	то есть	1	1
118	все в	1	1
119	в окончательном	1	1
120	и самое	2	1
121	если оно	1	1
122	что оно	1	1
123	уже сказано	1	1
124	и на	4	1
125	на этом	1	1
126	может быть	14	1
127	они не	1	1
128	важный для	1	1
129	не имеют	1	1
130	и было	1	1
131	это как	3	1
132	слово это	2	1
133	и уж	1	1
134	мы увидим	1	1
135	и вообще	3	1
136	и который	1	1
137	и вот	1	1
138	она не	2	1
139	уже в	2	1
140	конечно ни	1	1
141	ненависть к	1	1
142	что уже	1	1
143	с этой	2	1
144	то же	5	1
145	то ни	3	1
146	и менее	1	1
147	это только	1	1
148	и должна	1	1
149	что всякий	1	1
150	что это	1	1
151	не всегда	1	1
152	этот третий	1	1
153	о чем	1	1
154	в ее	1	1
155	и тем	1	1
156	и уже	3	1
157	говорит о	1	1
158	нашего времени	1	1
159	как это	2	1
160	любит и	2	1
161	важная задача	1	1
162	оно ни	1	1
163	от этой	2	1
164	мы в	2	1
165	мы все	4	1
166	пути в	1	1
167	слова не	1	1
168	в одном	1	1
169	у нас	1	1
170	кто же	1	1
171	со словами	1	1
172	в результате	1	1
173	в виду	5	1
174	другой стороны	2	1
175	слова с	1	1
176	но что	2	1
177	уже и	1	1
178	у него	1	1
179	них и	1	1
180	не существует	1	1
181	так же	3	1
182	в виде	1	1
183	является и	1	1
184	и третье	1	1
185	и остается	1	1
186	с другой	4	1
187	конечно в	2	1
188	словах и	1	1
189	но все	2	1
190	и с	3	1
191	и можно	1	1
192	к ним	2	1
193	в лице	1	1
194	сознания не	1	1
195	человеческого общества	2	1
196	отношение к	4	1
197	ко всем	2	1
198	бытия и	1	1
199	места в	1	1
200	или даже	1	1
201	него не	1	1
202	найти в	1	1
203	хором с	1	1
204	нем но	1	1
205	как мы	1	1
206	в процессе	6	1
207	но прежде	1	1
208	на него	2	1
209	в своем	2	1
210	этого бытия	1	1
211	человек и	1	1
212	это ни	1	1
213	теперь когда	1	1
214	ничего не	2	1
215	несравненно более	2	1
216	по крайней	1	1
217	в атмосфере	2	1
218	и так	2	1
219	вместе с	2	1
220	все же	4	1
221	и которые	1	1
222	как в	5	1
223	жизни в	1	1
224	им в	1	1
225	в высшую	1	1
226	бытия если	1	1
227	в словах	1	1
228	себя и	2	1
229	и по	3	1
230	менее всего	1	1
231	и эта	1	1
232	к этому	2	1
233	миру и	1	1
234	и внешней	1	1
235	ли он	1	1
236	в двух	1	1
237	может и	1	1
238	зависимости от	4	1
239	себе и	1	1
240	в целом	1	1
241	им не	2	1
242	крайней мере	1	1
243	и ее	3	1
244	вовсе не	1	1
245	в искусстве	1	1
246	мы указывали	1	1
247	бы это	1	1
248	к нему	4	1
