N	4gram	Bakhtin_Pr	Istorich
1	не что иное как	1	11
2	мы уже знаем что	1	9
3	по мере того как	1	8
4	но тем не менее	1	6
5	с другой стороны и	1	5
6	мы не будем здесь	1	5
7	есть не что иное	1	5
8	состоит в том что	1	4
9	один и тот же	1	3
10	но мы уже знаем	1	3
11	одной и той же	1	2
12	одно и то же	1	2
13	на самом же деле	2	2
14	дело в том что	2	2
15	и не может быть	5	2
16	в том числе и	13	2
17	здесь как и в	1	2
18	но в таком случае	1	2
19	вплоть до наших дней	1	2
20	может даже показаться что	1	1
21	и ту роль которую	1	1
22	мы не будем останавливаться	1	1
23	но это конечно не	1	1
24	но далеко не всегда	1	1
25	по сравнению с ними	1	1
26	с нашей точки зрения	1	1
27	до сих пор в	1	1
28	широком смысле этого слова	1	1
29	переходят друг в друга	1	1
30	вполне понятно так как	1	1
31	роли которую они играют	1	1
32	это один и тот	1	1
33	и не могло быть	1	1
34	в более или менее	1	1
35	и вступает в силу	1	1
36	в средние века в	3	1
37	остановимся только на некоторых	1	1
38	мы можем сказать что	1	1
39	с большей или меньшей	1	1
40	в них нет ничего	1	1
41	как в данном случае	1	1
42	тем не менее он	1	1
43	не чем иным как	1	1
44	которую они играют в	2	1
45	в широком смысле этого	1	1
46	мы имеем дело с	1	1
47	в том что на	1	1
48	вовсе не входит в	1	1
49	мы остановимся только на	1	1
50	в средние века и	3	1
51	в большей или меньшей	5	1
52	о том что было	1	1
53	в то же время	8	1
