N	3gram	Vygotskiy_	EvropaiC
1	в том что	30	16
2	до сих пор	9	15
3	по отношению к	2	11
4	друг с другом	6	9
5	с точки зрения	5	8
6	более или менее	1	8
7	а между тем	1	8
8	на то что	25	7
9	для того чтобы	41	7
10	мы знаем что	3	7
11	на самом деле	8	7
12	друг от друга	2	6
13	мы говорили выше	2	6
14	сих пор не	1	5
15	по сравнению с	4	5
16	в самом деле	8	5
17	к тому же	1	5
18	не может быть	4	4
19	в каждый данный	1	4
20	о том что	15	4
21	тот факт что	6	4
22	с другой стороны	8	4
23	в своем развитии	1	4
24	которых мы говорили	1	4
25	о которых мы	2	4
26	в том случае	1	4
27	в конце концов	6	4
28	в этом случае	2	4
29	в этой области	1	4
30	может быть и	2	4
31	вместе с тем	4	3
32	заключается в том	9	3
33	не в состоянии	3	3
34	в целом ряде	2	3
35	таким образом в	2	3
36	все же не	1	3
37	одного и того	2	3
38	так же как	3	3
39	то ни было	1	3
40	в данном случае	3	3
41	и то что	4	3
42	каждый данный момент	1	3
43	и того же	2	3
44	бы то ни	1	3
45	мы все же	3	2
46	в том и	3	2
47	в свою очередь	1	2
48	но вместе с	1	2
49	во всяком случае	1	2
50	и может быть	2	2
51	во всех этих	2	2
52	каждый из этих	1	2
53	несмотря на то	1	2
54	заключает в себе	6	2
55	то что это	1	2
56	в то время	4	2
57	в то же	1	2
58	именно потому что	3	2
59	ничего общего с	1	2
60	что до сих	1	2
61	а с другой	5	2
62	указывают на то	1	2
63	том что он	4	2
64	принять во внимание	2	2
65	мы сказали что	1	2
66	в высшей степени	1	2
67	то что у	1	2
68	из того же	1	2
69	только то что	1	2
70	в своем целом	1	2
71	с одной стороны	15	2
72	то же время	1	2
73	в том виде	1	2
74	о том чтобы	1	2
75	но так как	1	2
76	и в том	2	2
77	друг к другу	5	2
78	мы видели что	1	1
79	он при этом	1	1
80	те черты которые	2	1
81	средством к этому	1	1
82	это имеет место	1	1
83	потому что психология	1	1
84	благодаря тому что	1	1
85	то что составляет	1	1
86	основано на этом	1	1
87	а может быть	1	1
88	потому что для	1	1
89	таким образом мы	2	1
90	том виде как	1	1
91	все то что	6	1
92	за то что	3	1
93	что по существу	1	1
94	бы при этом	1	1
95	о котором мы	3	1
96	что это есть	2	1
97	по этому поводу	4	1
98	гораздо сложнее и	1	1
99	мысль о том	1	1
100	в целом в	1	1
101	мы находим в	1	1
102	а на самом	1	1
103	мы видим что	5	1
104	борьбе за существование	1	1
105	как и вообще	1	1
106	на задний план	1	1
107	в противоречие с	1	1
108	таким образом все	2	1
109	по крайней мере	1	1
110	сейчас же после	4	1
111	и в другом	1	1
112	а для того	1	1
113	таким образом по	1	1
114	на том же	1	1
115	и все другие	1	1
116	что ни одна	1	1
117	это не так	3	1
118	что это действительно	1	1
119	есть как бы	2	1
120	но и всех	1	1
121	этой точки зрения	3	1
122	совершенно ясно что	7	1
123	том или ином	1	1
124	потому что как	1	1
125	еще далеко не	1	1
126	нет ничего общего	1	1
127	в себе и	1	1
128	в эту точку	1	1
129	если мы возьмем	1	1
130	с этой точки	3	1
131	то для того	1	1
132	таким образом для	1	1
133	для этого нужно	1	1
134	образом оказывается что	1	1
135	и той же	4	1
136	и что все	1	1
137	во внимание что	1	1
138	они не могут	1	1
139	то что эти	1	1
140	не в том	1	1
141	и для того	1	1
142	самом деле если	2	1
143	это действительно так	2	1
144	чтобы ответить на	1	1
145	до тех пор	2	1
146	между тем мы	1	1
147	состоит в том	2	1
148	некоторое сходство с	1	1
149	их в совершенно	1	1
150	что у него	1	1
151	что если это	1	1
152	а в нашем	1	1
153	уже указали выше	1	1
154	и если бы	1	1
155	у него в	1	1
156	что отличается от	1	1
157	за существование и	1	1
158	жизни если бы	1	1
159	именно в этой	1	1
160	указывали на то	1	1
161	те же самые	2	1
162	ни одна из	2	1
163	того что в	1	1
164	каждый из них	1	1
165	так что эта	1	1
166	если допустить что	1	1
167	дело в том	2	1
168	и что следовательно	2	1
169	иметь в виду	3	1
170	смысле этого слова	1	1
171	одно и то	3	1
172	объявляют что в	1	1
173	того чтобы ответить	1	1
174	в лучшем случае	3	1
175	в зависимости от	7	1
176	между тем как	1	1
177	в приложении к	2	1
178	в результате получилась	1	1
179	самом деле есть	1	1
180	но все они	1	1
181	с тем и	1	1
182	одной и той	4	1
183	и сейчас в	1	1
184	можно было бы	4	1
185	указали выше на	1	1
186	сих пор на	3	1
187	в своих собственных	1	1
188	но в сущности	1	1
189	и таким образом	3	1
190	и это не	2	1
191	надо сказать что	2	1
192	состоит именно в	1	1
193	как бы он	1	1
194	в том или	1	1
195	не замечает что	1	1
196	много но все	1	1
197	не забудем что	1	1
198	шаг за шагом	1	1
199	а в том	1	1
200	с самого начала	5	1
201	образом мы видим	2	1
202	чтобы заметить что	1	1
203	и то же	4	1
204	не только не	4	1
205	уже знаем что	1	1
206	которое на самом	1	1
207	из этих элементов	1	1
208	в правильности этого	1	1
209	вступить в противоречие	1	1
210	так же мало	1	1
211	на деле это	1	1
212	уже о том	1	1
213	то обстоятельство что	2	1
214	на наших глазах	1	1
215	уверены в том	1	1
216	а не в	1	1
217	то же самое	8	1
218	психологической точки зрения	2	1
219	и все же	1	1
220	том что при	1	1
221	для этого необходимо	2	1
222	по этому вопросу	1	1
223	к тому что	8	1
224	том что оно	1	1
225	по его мнению	4	1
226	правильнее было бы	1	1
227	вместо того чтобы	1	1
228	с тем как	1	1
229	то что мы	2	1
230	с психологической точки	2	1
231	так как все	1	1
232	в борьбе за	1	1
233	из того что	3	1
234	идет речь в	1	1
235	никак не может	3	1
236	приводит к тому	1	1
237	к ней и	1	1
238	из которых каждый	1	1
239	не потому чтобы	1	1
240	из него все	1	1
241	мало того что	1	1
242	то время как	4	1
243	заключают в себе	1	1
244	самого начала в	1	1
245	и ко всем	1	1
246	и так как	2	1
247	именно в том	3	1
248	это было бы	1	1
249	с только что	1	1
