N	2gram	Bakhtin_Fr	PoTuStor
1	может быть	11	17
2	и в	105	16
3	и пр	5	12
4	таким образом	5	9
5	в этом	22	9
6	прежде всего	26	9
7	мы можем	2	9
8	и только	1	9
9	совершенно не	5	8
10	точки зрения	10	8
11	и с	8	8
12	не может	9	8
13	и его	24	8
14	не только	24	7
15	сказать что	12	7
16	с его	9	7
17	и к	7	6
18	при этом	10	6
19	для него	12	6
20	самом деле	3	6
21	и это	3	6
22	конечно не	2	6
23	с точки	6	6
24	что такое	1	5
25	ни в	1	5
26	все эти	15	5
27	только для	1	5
28	в чем	2	5
29	еще не	8	5
30	сознание и	1	5
31	как бы	33	5
32	ту сторону	1	5
33	отношение к	9	5
34	нуждается в	1	5
35	в него	2	5
36	а потому	1	4
37	все что	2	4
38	для всех	1	4
39	и на	25	4
40	так как	11	4
41	все это	16	4
42	в его	24	4
43	мысли и	4	4
44	так и	16	4
45	на самом	6	4
46	по ту	1	4
47	его в	7	4
48	и даже	10	4
49	и все	7	4
50	с ними	2	4
51	только в	16	4
52	и не	34	4
53	можно сказать	4	4
54	с самого	1	4
55	но и	20	4
56	хотя бы	2	4
57	и может	1	4
58	и их	3	4
59	в этой	11	4
60	как мы	12	4
61	в нем	16	4
62	с ее	3	4
63	в один	1	4
64	и ее	1	4
65	и наконец	2	4
66	но в	16	4
67	и вот	5	3
68	до сих	7	3
69	на язык	2	3
70	в основном	4	3
71	к себе	3	3
72	в том	17	3
73	мы знаем	1	3
74	те же	1	3
75	с их	7	3
76	на этой	5	3
77	между ними	4	3
78	ступенях развития	1	3
79	их в	3	3
80	отношения к	5	3
81	учение о	2	3
82	и как	2	3
83	что в	4	3
84	и она	2	3
85	том что	9	3
86	большинстве случаев	2	3
87	вместе с	1	3
88	на этом	2	3
89	в этих	6	3
90	мира и	4	3
91	сравнению с	2	3
92	во всех	13	3
93	но оно	1	3
94	во всяком	2	3
95	и потому	14	3
96	в основе	8	3
97	его ученики	1	3
98	тех же	3	3
99	только как	1	3
100	по сравнению	2	3
101	назад в	1	3
102	и теперь	1	3
103	как это	1	3
104	только на	3	3
105	в одном	8	3
106	и значение	2	3
107	пр и	1	3
108	а в	4	3
109	в большинстве	2	3
110	то что	7	3
111	на две	1	3
112	и др	32	3
113	могут быть	4	3
114	сих пор	7	3
115	в общем	4	3
116	жизни и	14	3
117	в области	10	3
118	всяком случае	2	3
119	во время	14	3
120	в самом	7	2
121	в свое	6	2
122	сущность его	1	2
123	мы видим	2	2
124	рождение и	1	2
125	него только	1	2
126	и этот	1	2
127	это делает	1	2
128	и идеологическая	1	2
129	на протяжении	9	2
130	они не	1	2
131	почти не	2	2
132	т.е в	1	2
133	мы не	1	2
134	с этой	1	2
135	материнского лона	1	2
136	на этих	1	2
137	можно определить	1	2
138	нашего времени	1	2
139	ее в	2	2
140	в область	1	2
141	для нас	5	2
142	и этим	2	2
143	но как	3	2
144	что и	2	2
145	сознания и	1	2
146	ранних ступенях	1	2
147	сводится к	1	2
148	только уже	1	2
149	у него	2	2
150	не на	2	2
151	не могут	4	2
152	со всеми	2	2
153	в них	13	2
154	а на	1	2
155	существует только	1	2
156	поэтому и	5	2
157	и других	6	2
158	все то	1	2
159	не знает	6	2
160	всех его	3	2
161	так называемый	1	2
162	не нуждается	1	2
163	что не	3	2
164	и действительно	2	2
165	здесь же	3	2
166	вообще не	1	2
167	в жизни	7	2
168	из тех	2	2
169	как и	15	2
170	что он	5	2
171	есть в	6	2
172	не есть	1	2
173	только то	1	2
174	в переводе	1	2
175	в своей	8	2
176	и так	2	2
177	связанные с	2	2
178	как с	1	2
179	по своему	9	2
180	себя и	2	2
181	с историей	1	2
182	находится на	1	2
183	только и	1	2
184	в итоге	1	2
185	знаем что	1	2
186	не менее	2	2
187	три основных	2	2
188	нем нет	1	2
189	на первый	1	2
190	и вообще	5	2
191	на них	3	2
192	с этим	1	2
193	при всей	2	2
194	всей их	4	2
195	к этому	2	2
196	все и	1	2
197	оно не	2	2
198	не существует	1	2
199	рождения и	2	2
200	что мы	2	2
201	мы уже	18	2
202	связанных с	4	2
203	другими словами	2	2
204	все остальные	1	2
205	из этих	7	2
206	на основе	1	2
207	в этот	1	2
208	он не	3	2
209	и исторического	1	2
210	и т.п	26	2
211	кажется что	1	2
212	в развитии	1	2
213	с помощью	1	2
214	и образы	4	2
215	в частности	6	2
216	характерно для	3	2
217	не существовало	1	2
218	но зато	1	2
219	и вся	2	2
220	всей жизни	1	2
221	говорить о	1	2
222	всех других	2	2
223	есть и	2	2
224	в науке	1	2
225	за пределы	10	2
226	в начале	4	2
227	в мир	2	2
228	в пределах	3	2
229	как не	1	2
230	так же	2	2
231	и всех	1	2
232	момента в	1	2
233	было бы	4	2
234	таким путем	1	2
235	к ним	1	2
236	т.е не	1	2
237	его целом	2	2
238	нет и	2	2
239	и о	4	2
240	свет для	1	2
241	с нею	2	2
242	находится в	1	2
243	что на	1	2
244	о том	5	2
245	во всей	4	2
246	момент в	1	2
247	можем сказать	1	2
248	на ранних	2	2
249	один из	5	2
250	и по	3	2
251	с ним	6	2
252	определить как	1	2
253	но это	5	2
254	и для	3	2
255	для этого	1	2
256	того же	1	2
257	нам кажется	2	2
258	то же	6	2
259	за счет	1	2
260	шутки и	1	2
261	образов и	5	2
262	представлениями и	1	2
263	никогда не	11	2
264	него существует	1	1
265	что было	1	1
266	жизни но	2	1
267	смутная память	1	1
268	во всем	5	1
269	они являются	4	1
270	мире и	3	1
271	несколько слов	1	1
272	моральный и	1	1
273	события и	2	1
274	изжить себя	1	1
275	что они	2	1
276	никак нельзя	1	1
277	государство и	1	1
278	образом и	1	1
279	с последним	1	1
280	или к	2	1
281	в более	4	1
282	на языке	2	1
283	в центре	1	1
284	и законы	1	1
285	человек был	1	1
286	и здесь	4	1
287	та же	2	1
288	перевести на	1	1
289	образов в	4	1
290	мы и	4	1
291	этот мир	2	1
292	мир в	3	1
293	же и	1	1
294	со всем	1	1
295	нельзя сказать	2	1
296	яркой и	1	1
297	как нам	1	1
298	ведь именно	1	1
299	друга в	1	1
300	ясностью а	1	1
301	и социальный	1	1
302	никаких сомнений	1	1
303	своего имени	1	1
304	то я	1	1
305	главное для	1	1
306	и дать	1	1
307	чем на	1	1
308	него уже	1	1
309	с одной	2	1
310	уже в	5	1
311	на ее	1	1
312	реальной и	1	1
313	в состоянии	3	1
314	не чем	1	1
315	эти столь	1	1
316	не будем	1	1
317	оно само	1	1
318	теперь в	1	1
319	одна и	1	1
320	мы имеем	1	1
321	еще более	6	1
322	в применении	3	1
323	любовь к	1	1
324	это и	3	1
325	несмотря на	5	1
326	этой же	2	1
327	на работу	1	1
328	но именно	4	1
329	освободиться от	2	1
330	характер этого	1	1
331	г это	1	1
332	внешнем мире	1	1
333	для всего	1	1
334	и сознание	1	1
335	хотя и	4	1
336	а ведь	1	1
337	в разных	2	1
338	смысл и	1	1
339	а это	1	1
340	этом отношении	5	1
341	с тем	1	1
342	на какую-нибудь	1	1
343	что при	1	1
344	в сущности	20	1
345	только не	1	1
346	никакому сомнению	2	1
347	как раз	3	1
348	в некоторых	2	1
349	тон и	1	1
350	основе этих	1	1
351	др но	2	1
352	оценок но	1	1
353	времени не	2	1
354	отметим здесь	1	1
355	говорит о	2	1
356	было связано	2	1
357	о нем	4	1
358	таковы основные	1	1
359	что только	2	1
360	в тесной	1	1
361	в стадии	3	1
362	в качестве	1	1
363	в году	13	1
364	интерес к	2	1
365	в полном	1	1
366	в человеке	1	1
367	нас в	1	1
368	у нас	1	1
369	здесь в	14	1
370	для них	2	1
371	внутренних переживаний	1	1
372	в виду	5	1
373	я не	1	1
374	подобно тому	2	1
375	весь мир	3	1
376	смысла в	1	1
377	них и	1	1
378	освобождение от	1	1
379	можно было	4	1
380	власти и	2	1
381	связанная с	3	1
382	есть еще	1	1
383	всего могут	1	1
384	в самые	3	1
385	творчества и	1	1
386	его моментах	1	1
387	связь с	8	1
388	как они	1	1
389	в своих	8	1
390	является и	1	1
391	связи с	5	1
392	культурой и	2	1
393	или во	1	1
394	особого рода	1	1
395	нам в	1	1
396	врача и	1	1
397	на этот	3	1
398	утверждение что	1	1
399	этот страх	2	1
400	сущность этого	2	1
401	не более	1	1
402	если бы	1	1
403	конечно и	4	1
404	иногда и	1	1
405	и чувством	1	1
406	в свои	1	1
407	и сам	2	1
408	существенное и	2	1
409	от своего	2	1
410	с ней	2	1
411	жизнь в	1	1
412	смерти это	1	1
413	но эта	2	1
414	дело в	2	1
415	все моменты	2	1
416	он может	1	1
417	этап в	1	1
418	был связан	2	1
419	но не	7	1
420	менее всего	5	1
421	и эта	5	1
422	быть только	3	1
423	развития в	2	1
424	в эпоху	17	1
425	и враждебным	2	1
426	и начало	3	1
427	тяга к	1	1
428	на другие	1	1
429	времени и	9	1
430	и знаменитое	1	1
431	и связанные	1	1
432	в конце	3	1
433	общем можно	1	1
434	основные черты	1	1
435	случае не	1	1
436	пор еще	4	1
437	в связи	2	1
438	и они	1	1
439	от серьезности	1	1
440	не подлежит	3	1
441	может стать	1	1
442	что по	2	1
443	лежит на	1	1
444	связанных как	1	1
445	в материнское	1	1
446	страха и	4	1
447	есть метод	1	1
448	с теми	1	1
449	направлениями и	1	1
450	чем иным	1	1
451	в мире	1	1
452	все же	10	1
453	всеми его	1	1
454	момент и	2	1
455	при таком	2	1
456	переносит центр	1	1
457	жизни в	8	1
458	а иногда	2	1
459	как ее	2	1
460	от этого	1	1
461	приводит к	2	1
462	на все	5	1
463	подразделить на	1	1
464	и со	3	1
465	быть ничего	1	1
466	смерть в	2	1
467	образом к	1	1
468	остановимся на	1	1
469	них мы	1	1
470	этой борьбе	1	1
471	века в	5	1
472	его жизни	1	1
473	по его	3	1
474	ступени развития	1	1
475	существенным моментом	1	1
476	в свете	3	1
477	ключом к	1	1
478	он является	1	1
479	но исключительно	1	1
