N	2gram	Vygotskiy_	VelikijI
1	и не	27	20
2	и в	47	16
3	так как	25	9
4	то что	40	9
5	в истории	1	8
6	еще не	5	8
7	и потому	3	7
8	что они	11	7
9	а не	7	7
10	не есть	4	6
11	что есть	2	5
12	хотя и	4	5
13	того что	27	5
14	все это	5	5
15	по пути	1	5
16	как бы	13	5
17	но и	19	5
18	все что	7	4
19	в котором	6	4
20	в этом	47	4
21	что мы	14	4
22	потому что	26	4
23	в его	7	4
24	в ней	5	4
25	так и	8	4
26	говорить о	1	4
27	они будут	2	4
28	мы хотим	1	4
29	и есть	4	4
30	и все	5	4
31	что не	2	4
32	что все	6	4
33	как и	19	4
34	что он	13	4
35	и я	1	4
36	в нем	6	4
37	во всех	9	3
38	что в	23	3
39	и против	2	3
40	и мы	1	3
41	за ним	3	3
42	в конце	5	3
43	должно быть	3	3
44	нас и	2	3
45	если не	1	3
46	в том	38	3
47	тому что	14	3
48	этих трех	1	3
49	не в	7	3
50	и что	14	3
51	что и	4	3
52	же ты	1	3
53	ни в	3	3
54	они в	1	3
55	в этих	2	3
56	в них	3	3
57	оно не	3	3
58	не было	1	3
59	лишь в	3	3
60	к чему	1	3
61	что во	1	3
62	и будет	1	3
63	что я	1	3
64	по этому	4	3
65	как не	1	3
66	их в	2	3
67	в своей	4	3
68	с его	1	3
69	от этого	3	3
70	не имеет	6	3
71	но это	4	3
72	и для	5	3
73	в чем	5	3
74	все эти	7	3
75	но в	9	3
76	к тому	13	3
77	никогда не	7	3
78	чтобы сделать	2	2
79	что было	2	2
80	всего в	2	2
81	во всяком	2	2
82	его и	2	2
83	третье и	1	2
84	над ними	2	2
85	что от	1	2
86	а к	1	2
87	один из	3	2
88	мы и	5	2
89	не могли	5	2
90	в старой	2	2
91	они и	2	2
92	самого себя	1	2
93	которые не	1	2
94	на том	2	2
95	не так	1	2
96	того чтобы	26	2
97	это не	6	2
98	это все	1	2
99	вместо того	2	2
100	между тем	2	2
101	не только	36	2
102	для него	6	2
103	вот почему	3	2
104	и тогда	3	2
105	с ним	5	2
106	на этих	2	2
107	является в	7	2
108	ее в	11	2
109	для нас	4	2
110	и то	10	2
111	не с	3	2
112	прежде всего	9	2
113	для них	1	2
114	можно было	7	2
115	никогда еще	1	2
116	в форме	1	2
117	и это	2	2
118	от этих	1	2
119	соединение в	1	2
120	мы не	10	2
121	конечно не	2	2
122	и теперь	1	2
123	только в	24	2
124	все равно	2	2
125	а с	3	2
126	происхождении и	1	2
127	мы взяли	1	2
128	а в	3	2
129	до того	2	2
130	в прошлом	1	2
131	нет и	4	2
132	это мы	6	2
133	раз навсегда	1	2
134	но не	13	2
135	у людей	1	2
136	тем что	14	2
137	и во	5	2
138	могут быть	7	2
139	значения и	3	2
140	с тем	8	2
141	и т	1	2
142	по видимости	1	2
143	одна из	2	2
144	мы слышим	1	2
145	его к	2	2
146	не могут	9	2
147	том что	28	2
148	так много	1	2
149	но мы	5	2
150	в себя	4	2
151	что их	2	2
152	уже не	1	2
153	не к	1	2
154	от своей	1	2
155	я был	1	1
156	в новом	2	1
157	с которыми	3	1
158	в самом	15	1
159	который он	1	1
160	во всем	4	1
161	будет с	1	1
162	перестает быть	1	1
163	в образах	1	1
164	природы в	1	1
165	могли бы	10	1
166	связь с	1	1
167	и другие	1	1
168	так ли	1	1
169	его связь	1	1
170	было не	1	1
171	а потому	1	1
172	человека в	1	1
173	но как	3	1
174	мы видим	10	1
175	и самое	2	1
176	ее к	1	1
177	если оно	2	1
178	что оно	9	1
179	уже сказано	1	1
180	на котором	4	1
181	с родным	1	1
