N	2gram	Bakhtin_Fr	Mirosoze
1	и в	73	97
2	может быть	5	64
3	не только	11	63
4	в этом	21	55
5	но и	15	54
6	он не	4	53
7	а не	2	53
8	в нем	18	49
9	не может	4	49
10	у него	13	47
11	и не	13	39
12	никогда не	6	38
13	в ней	10	37
14	потому что	9	37
15	не было	4	36
16	не в	12	34
17	и есть	3	33
18	для него	7	31
19	не есть	2	30
20	но он	8	30
21	человека в	3	30
22	как и	19	29
23	прежде всего	18	29
24	и он	4	27
25	в мире	3	27
26	но в	12	27
27	к человеку	2	26
28	человека и	3	26
29	в своей	4	25
30	он был	7	25
31	и это	6	25
32	переходит в	2	24
33	и все	19	24
34	у нас	4	24
35	в своем	13	23
36	что в	14	23
37	что он	8	22
38	в самом	9	21
39	бога и	1	20
40	в себе	16	20
41	отношение к	3	20
42	как бы	15	19
43	до конца	5	19
44	человек не	1	19
45	в его	18	18
46	того что	5	17
47	и потому	6	17
48	том что	8	16
49	в том	13	16
50	на земле	5	16
51	то что	12	16
52	было бы	5	16
53	и его	18	16
54	духа в	2	15
55	в котором	4	15
56	не был	2	15
57	не знает	4	15
58	в этой	18	15
59	в конце	9	14
60	она не	1	14
61	нет ничего	1	14
62	те которые	1	14
63	так как	9	14
64	в глубине	1	14
65	на поверхности	1	13
66	та же	7	13
67	и на	12	13
68	и вот	3	13
69	в них	14	12
70	он сам	4	12
71	к нему	7	12
72	и у	7	12
73	но не	1	12
74	в человеке	2	12
75	это не	7	12
76	все это	19	12
77	и к	6	11
78	с тем	2	11
79	уже не	2	11
80	в которой	3	11
81	был бы	1	11
82	только в	7	11
83	как в	9	11
84	и там	1	11
85	но это	3	11
86	и для	8	11
87	менее всего	1	11
88	свобода и	1	11
89	жизни и	6	11
90	то же	16	10
91	так же	11	10
92	чем у	1	10
93	человека человек	1	10
94	для человека	1	10
95	один из	5	10
96	должна быть	3	10
97	не могут	3	10
98	не имеет	4	10
99	это и	1	10
100	есть не	2	10
101	все что	5	9
102	из самых	4	9
103	к тому	2	9
104	не мог	2	9
105	должно быть	4	9
106	что и	6	9
107	xix века	2	9
108	я не	3	9
109	не будет	1	9
110	доходит до	1	9
111	он уже	2	9
112	то есть	36	9
113	с ним	6	9
114	вместе с	9	9
115	человека на	1	9
116	в свою	3	9
117	и во	4	9
118	образ и	1	9
119	есть и	4	9
120	а в	10	9
121	лишь в	2	9
122	от него	3	8
123	в этих	6	8
124	и с	17	8
125	тем что	8	8
126	человека есть	1	8
127	о том	13	8
128	мира сего	1	8
129	себя в	3	8
130	человеке и	1	8
131	за пределы	1	8
132	что есть	2	8
133	не так	1	8
134	в отношении	6	8
135	еще в	4	8
136	того чтобы	2	8
137	есть путь	1	8
138	с его	5	8
139	ничего не	4	8
140	они не	2	8
141	уже в	9	8
142	легенде о	1	8
143	мира и	6	8
144	только и	2	8
145	во всем	5	7
146	что человек	1	7
147	в духе	4	7
148	если он	1	7
149	не существует	1	7
150	в нашем	2	7
151	что все	3	7
152	точки зрения	6	7
153	человеку и	1	7
154	все в	1	7
155	те же	3	7
156	чем в	1	7
157	на этом	6	7
158	в жизни	1	7
159	отношения к	1	7
160	себя и	1	7
161	он в	2	7
162	но если	1	7
163	должен быть	4	7
164	в народе	1	7
165	также и	6	7
166	как он	4	7
167	к другу	1	6
168	есть прежде	1	6
169	с этой	4	6
170	не как	2	6
171	к концу	1	6
172	и нет	2	6
173	увидим что	1	6
174	людей и	3	6
175	и те	5	6
176	этого мира	1	6
177	всего в	5	6
178	что у	3	6
179	там и	3	6
180	его в	3	6
181	и она	1	6
182	у них	3	6
183	совсем не	3	6
184	можно было	4	6
185	по своей	1	6
186	в глубину	1	6
187	чтобы не	1	6
188	и от	10	6
189	и здесь	5	6
190	друг к	1	6
191	что это	9	6
192	его на	1	6
193	это есть	1	6
194	в которых	3	6
195	бы не	1	6
196	к людям	1	6
197	в образе	6	6
198	в ее	6	6
199	к гибели	1	6
200	того как	7	6
201	должен был	1	6
202	и более	1	6
203	на все	2	6
204	жизнь и	3	6
205	и человека	1	6
206	его не	1	6
207	еще не	3	5
208	бы в	3	5
209	он хочет	6	5
210	с самим	1	5
211	мысли и	3	5
212	одно из	2	5
213	с собой	2	5
214	человеческая природа	1	5
215	и как	5	5
216	с этим	4	5
217	во всяком	2	5
218	для этого	2	5
219	мы увидим	4	5
220	говорит что	2	5
221	чем его	1	5
222	до того	3	5
223	сказать что	4	5
224	к которому	2	5
225	все время	4	5
226	момент в	4	5
227	от человека	1	5
228	после того	6	5
229	от этого	3	5
230	сих пор	3	5
231	природы от	1	5
232	культуры и	1	5
233	был в	3	5
234	в то	14	5
235	до сих	3	5
236	они и	4	5
237	интерес к	2	5
238	оно не	2	5
239	да и	1	5
240	тот кто	1	5
241	его и	1	5
242	то он	2	5
243	в основе	3	5
244	и если	1	5
245	в мир	1	5
246	той же	9	5
247	тот же	3	5
248	в более	4	5
249	которых он	1	5
250	так и	13	5
251	как у	3	5
252	в их	5	5
253	сознания но	1	5
254	и я	1	5
255	связано с	3	5
256	на людей	1	5
257	думать что	1	5
258	но человек	1	5
259	него и	2	5
260	к новому	2	5
261	как будто	1	5
262	в той	8	4
263	что было	1	4
264	человек может	2	4
265	в центре	2	4
266	в момент	1	4
267	к этой	1	4
268	еще более	4	4
269	в разных	2	4
270	потому не	1	4
271	нас в	3	4
272	в своих	1	4
273	и даже	4	4
274	истины и	1	4
275	к земле	1	4
276	в такой	1	4
277	было не	1	4
278	жизни он	1	4
279	нельзя было	1	4
280	поверхности земли	1	4
281	была еще	2	4
282	не всегда	1	4
283	в него	4	4
284	плоти и	1	4
285	по отношению	3	4
286	не что	1	4
287	себе в	3	4
288	есть также	1	4
289	что они	2	4
290	мы видим	13	4
291	в христианском	1	4
292	что иное	1	4
293	землю и	4	4
294	в каждом	1	4
295	к себе	3	4
296	и через	2	4
297	и этим	2	4
298	это очень	2	4
299	не была	1	4
300	была в	1	4
301	время как	1	4
302	в свете	3	4
303	себе и	2	4
304	в чем	3	4
305	человека а	1	4
306	а для	2	4
307	а с	1	4
308	земле и	1	4
309	так что	2	4
310	и что	5	4
311	в идее	1	4
312	и по	4	4
313	для них	1	4
314	ни в	7	4
315	но на	1	4
316	с ней	1	4
317	в начале	4	4
318	то время	1	4
319	как о	5	4
320	вряд ли	1	4
321	никто не	11	4
322	не знали	1	4
323	к другому	1	4
324	к которой	1	4
325	и тогда	1	4
326	народа и	4	4
327	на землю	2	4
328	и до	14	4
329	в истории	3	4
330	к миру	1	4
331	только с	2	4
332	мы еще	3	4
333	они были	5	4
334	он должен	1	4
335	как к	1	4
336	ни с	1	4
337	сам он	3	4
338	мы не	2	4
339	у всех	2	4
340	в силах	2	4
341	в эпоху	13	4
342	все эти	24	4
343	есть в	9	4
344	по своему	3	4
345	о бессмертии	1	4
346	особенно в	2	4
347	из людей	1	4
348	и их	5	4
349	это была	4	4
350	стало быть	1	4
351	отношению к	3	4
352	место в	4	4
353	конце концов	5	4
354	иное как	1	4
355	и человеческого	1	3
356	бога в	1	3
357	и мира	2	3
358	и всю	1	3
359	который должен	1	3
360	о чем	2	3
361	него в	2	3
362	в виду	4	3
363	мысль о	1	3
364	было очень	1	3
365	все же	2	3
366	мир и	1	3
367	то это	1	3
368	от крови	1	3
369	мире но	1	3
370	даже и	1	3
371	в противоположность	1	3
372	в этот	1	3
373	в одном	5	3
374	и когда	3	3
375	превращается в	2	3
376	значительной степени	3	3
377	конечно не	2	3
378	не вполне	1	3
379	но этот	4	3
380	находится в	2	3
381	знает только	1	3
382	к этому	5	3
383	что дух	1	3
384	уходит в	1	3
385	не принадлежит	1	3
386	не видел	2	3
387	и еще	2	3
388	на том	2	3
389	в состоянии	2	3
390	чистилище и	1	3
391	хотя и	5	3
392	и сама	2	3
393	каждого человека	1	3
394	бессмертия и	3	3
395	нем самом	1	3
396	одним из	3	3
397	легенда о	2	3
398	не остается	1	3
399	и жизнь	1	3
400	и перед	1	3
401	в свой	1	3
402	он чувствовал	1	3
403	во всех	13	3
404	о себе	1	3
405	на смену	1	3
406	в уста	1	3
407	начало в	1	3
408	именно потому	1	3
409	ту же	3	3
410	между тем	2	3
411	к этим	3	3
412	и судьба	2	3
413	и тем	3	3
414	и та	1	3
415	должны были	1	3
416	в землю	5	3
417	этот путь	1	3
418	легенды о	8	3
419	и самый	2	3
420	и самое	1	3
421	ближе к	1	3
422	жизни а	1	3
423	учение о	2	3
424	это уже	3	3
425	его образ	1	3
426	со всеми	4	3
427	все его	3	3
428	с таким	2	3
429	их и	2	3
430	о судьбе	1	3
431	в пределах	1	3
432	к его	2	3
433	эта тема	1	3
434	ли он	1	3
435	человека образ	1	3
436	плоть от	1	3
437	в значительной	5	3
438	земли и	7	3
439	и кровь	2	3
440	роль в	4	3
441	это все	1	3
442	не быть	1	3
443	связано со	1	3
444	когда в	1	3
445	если человек	1	3
446	что же	1	3
447	она может	1	3
448	принадлежит к	2	3
449	всякий раз	1	3
450	на этот	1	3
451	он может	3	3
452	счастья и	1	3
453	всяком случае	1	3
454	и после	1	3
455	из него	1	3
456	мира не	1	3
457	выходит за	1	3
458	обратиться к	1	3
459	литературы и	1	3
460	из этой	1	3
461	от плоти	1	3
462	проникает в	3	3
463	и то	3	3
464	и всякий	2	3
465	нет ни	3	3
466	это был	1	3
467	это особенно	1	3
468	до последних	1	3
469	для нас	2	3
470	зло это	1	3
471	кровь от	1	3
472	в ином	1	3
473	она никогда	1	3
474	ведь это	3	3
475	но с	3	3
476	от всех	3	3
477	а к	1	3
478	было для	1	3
479	движение в	8	3
480	себя а	1	3
481	и эта	4	3
482	говорят о	1	3
483	со своей	1	3
484	на его	1	3
485	об этом	2	3
486	людей в	3	3
487	в строении	1	3
488	возвращается к	1	3
489	но она	1	3
490	не с	1	3
491	движения в	3	3
492	лишь как	1	3
493	и всегда	2	3
494	показывает как	1	3
495	и самого	2	3
496	и много	1	3
497	он знает	2	3
498	человека это	1	3
499	ничего подобного	1	3
500	природой и	1	3
501	он готов	1	2
502	мир не	2	2
503	с которыми	1	2
504	органическая часть	1	2
505	и материалистического	1	2
506	что если	2	2
507	вообще не	1	2
508	я знаю	1	2
509	он считает	1	2
510	из всех	2	2
511	в первых	2	2
512	всем и	2	2
513	его от	1	2
514	по себе	2	2
515	и сам	2	2
516	или от	1	2
517	находит себе	2	2
518	к самому	2	2
519	только для	1	2
520	через все	4	2
521	есть то	2	2
522	к небытию	1	2
523	у которых	1	2
524	не могли	1	2
525	света и	1	2
526	и человеческой	2	2
527	которой он	2	2
528	все к	1	2
529	и вечно	2	2
530	в пределе	1	2
531	своей природе	1	2
532	в глаза	2	2
533	все свои	2	2
534	вот почему	1	2
535	и другой	1	2
536	во многих	2	2
537	из себя	1	2
538	между двумя	1	2
539	когда она	1	2
540	но они	3	2
541	свободы от	1	2
542	с другой	3	2
543	всего человечества	1	2
544	ни одного	1	2
545	отношения и	1	2
546	и любви	1	2
547	глубине его	1	2
548	он так	1	2
549	жизни как	1	2
550	ее как	2	2
551	быть в	1	2
552	но к	1	2
553	во всей	2	2
554	глубины и	1	2
555	тут у	1	2
556	от них	2	2
557	были в	1	2
558	оказывается что	3	2
559	во франции	4	2
560	нет никаких	1	2
561	того же	7	2
562	мир этот	1	2
563	поверхности а	1	2
564	в церкви	1	2
565	такого рода	1	2
566	смысле в	1	2
567	начала и	4	2
568	это я	1	2
569	это отношение	1	2
570	после этого	1	2
571	есть еще	1	2
572	его время	1	2
573	связи с	5	2
574	а за	2	2
575	дантовского ада	1	2
576	человеческая жизнь	1	2
577	динамично все	1	2
578	дано в	2	2
579	между ними	2	2
580	также в	1	2
581	нему все	1	2
582	власти и	2	2
583	был не	1	2
584	что их	2	2
585	на которую	1	2
586	человек как	1	2
587	весь мир	1	2
588	разных местах	1	2
589	всякую вещь	1	2
590	и чтобы	1	2
591	новых и	1	2
592	земного рая	1	2
593	я бы	1	2
594	для сохранения	1	2
595	не были	5	2
596	нем же	1	2
597	природу и	1	2
598	не раз	1	2
599	и каждый	1	2
600	этих словах	2	2
601	о своей	1	2
602	его к	3	2
603	а как	1	2
604	во время	12	2
605	и ее	2	2
606	наук и	1	2
607	повторяется в	1	2
608	во втором	1	2
609	над ними	1	2
610	его нет	1	2
611	может в	1	2
612	с такой	1	2
613	большую роль	1	2
614	другого человека	1	2
615	принужден был	1	2
616	в сущности	8	2
617	сам по	2	2
618	он на	1	2
619	от этой	2	2
620	находятся в	2	2
621	человека во	1	2
622	же что	2	2
623	и они	1	2
624	самом деле	4	2
625	от своего	1	2
626	так называемый	3	2
627	их в	5	2
628	ему в	2	2
629	к будущему	1	2
630	них он	1	2
631	он ведет	1	2
632	ему и	1	2
633	духа а	1	2
634	которая не	1	2
635	в каком	1	2
636	этого движения	1	2
637	бросается в	1	2
638	существует для	1	2
639	характер его	1	2
640	что мы	2	2
641	и землю	1	2
642	был также	3	2
643	на той	1	2
644	и рае	1	2
645	и уже	1	2
646	то все	1	2
647	и об	2	2
648	вроде как	1	2
649	не потому	1	2
650	у других	1	2
651	целый ряд	4	2
652	всякого человека	1	2
653	рая в	1	2
654	в новых	3	2
655	связанной с	1	2
656	его интересует	3	2
657	духом и	1	2
658	все уже	1	2
659	в сфере	1	2
660	процесса не	1	2
661	еще вернемся	2	2
662	он все	1	2
663	данте и	1	2
664	что я	1	2
665	бы сказать	1	2
666	мире в	1	2
667	этого слова	1	2
668	правда в	1	2
669	его как	3	2
670	был исключительно	1	2
671	бы его	2	2
672	вокруг которого	2	2
673	силы но	1	2
674	обращена к	1	2
675	самом центре	1	2
676	для нашего	2	2
677	которым он	4	2
678	выражения в	1	2
679	различие между	1	2
680	нас не	5	2
681	в последней	6	2
682	от мира	2	2
683	на что	1	2
684	этом отношении	3	2
685	он и	2	2
686	о нем	3	2
687	ее в	1	2
688	что во	1	2
689	со своим	1	2
690	на самом	2	2
691	имел в	1	2
692	смысле этого	1	2
693	и ценностей	1	2
694	с их	1	2
695	образов у	1	2
696	но эта	2	2
697	и без	1	2
698	к жизни	4	2
699	от народной	2	2
700	глубину в	1	2
701	есть только	3	2
702	это было	4	2
703	нем все	1	2
704	бы ни	1	2
705	связаны с	7	2
706	ко всему	1	2
707	друг за	2	2
708	и других	3	2
709	не по	1	2
710	характерно для	3	2
711	люди с	2	2
712	этого не	1	2
713	кто не	1	2
714	у кого	3	2
715	тем самым	3	2
716	человека с	2	2
717	на всю	2	2
718	у нее	1	2
719	и часто	1	2
720	же начало	1	2
721	и о	2	2
722	что за	1	2
723	в плане	7	2
724	которые в	2	2
725	или иной	1	2
726	самом себе	1	2
727	происходит в	1	2
728	о своих	1	2
729	хотя он	1	2
730	и новые	2	2
731	его природа	1	2
732	в каком-то	1	2
733	им не	1	2
734	мира в	6	2
735	мира с	1	2
736	в сложном	1	1
737	люди которые	1	1
738	но потому	1	1
739	новое и	2	1
740	вот это	1	1
741	был и	3	1
