N	4gram	Bakhtin_Fr	Myslijsy
1	в то же время	13	13
2	одного и того же	1	9
3	одной и той же	2	7
4	один и тот же	3	4
5	в то время как	1	4
6	не что иное как	1	4
7	все более и более	1	4
8	дело в том что	2	4
9	одним и тем же	1	4
10	с одной стороны и	2	3
11	и до сих пор	2	2
12	в том случае если	1	2
13	то есть то что	1	2
14	и его связь с	1	2
15	бы то ни было	1	2
16	и тот же образ	1	1
17	до сих пор еще	2	1
18	как мы уже сказали	2	1
19	нет и не может	1	1
20	что мы уже не	1	1
21	переходят друг в друга	2	1
22	для него как для	1	1
23	в той же книге	3	1
24	с другой стороны он	1	1
25	дело вовсе не в	2	1
26	до сих пор не	1	1
27	не подлежит сомнению что	1	1
28	не только в разных	1	1
29	но даже и в	1	1
30	в большей или меньшей	2	1
31	и не может быть	1	1
32	в том числе и	3	1
33	но на самом деле	1	1
34	то же время не	1	1
35	но что в то	1	1
36	что в то же	1	1
37	но и в более	1	1
38	подобно тому как в	1	1
39	если она и есть	1	1
40	есть не что иное	1	1
