N	3gram	Bakhtin_Fr	Problemy
1	то же время	5	26
2	в то же	5	26
3	с точки зрения	6	25
4	по отношению к	2	18
5	к себе самому	2	18
6	на самом деле	2	15
7	не может быть	5	14
8	в большинстве случаев	2	12
9	но в то	2	11
10	в конце концов	1	11
11	до сих пор	7	10
12	в отношении к	1	10
13	в самом деле	1	9
14	с другой стороны	1	9
15	с самим собой	1	9
16	во всяком случае	2	9
17	в том что	6	8
18	в его целом	2	8
19	и не может	2	8
20	друг с другом	2	8
21	и в то	2	7
22	как раз и	2	7
23	как бы в	1	7
24	мы уже говорили	12	7
25	себе самому и	1	6
26	в отличие от	4	6
27	не входит в	2	6
28	том что он	1	6
29	в той или	5	5
30	по ту сторону	1	5
31	к тому же	1	5
32	той или иной	5	5
33	но все же	3	5
34	и в нем	1	5
35	подобно тому как	2	5
36	вполне понятно что	2	4
37	к тому чтобы	1	4
38	сами по себе	1	4
39	так и в	3	4
40	именно потому что	1	4
41	а между тем	1	4
42	и прежде всего	4	4
43	как если бы	1	4
44	как мы сказали	1	4
45	он в сущности	1	4
46	как нам кажется	1	4
47	то что было	1	4
48	видения и понимания	1	4
49	о том что	3	4
50	как и в	1	4
51	зрения на мир	3	4
52	в этом отношении	5	4
53	на протяжении всего	5	4
54	уже говорили что	3	4
55	в сущности не	1	4
56	как и у	1	4
57	что в нем	1	4
58	для него самого	1	3
59	и в целом	1	3
60	все то что	1	3
61	можно сказать что	3	3
62	как мы уже	8	3
63	и все это	1	3
64	но при этом	1	3
65	в настоящее время	1	3
66	и в других	2	3
67	не только не	1	3
68	выходит за пределы	4	3
69	это вовсе не	1	3
70	была для него	1	3
71	на то что	1	3
72	большей или меньшей	7	3
73	в обычном смысле	1	3
74	на этот вопрос	2	3
75	в большей или	7	3
76	в узком смысле	2	3
77	резко отличается от	1	3
78	как мы видели	2	3
79	или меньшей степени	7	3
80	в этом случае	1	3
81	время от времени	1	2
82	точка зрения на	1	2
83	или иной степени	1	2
84	можем сказать что	1	2
85	как бы ни	2	2
86	для него не	1	2
87	но и на	2	2
88	или иной форме	4	2
