N	4gram	Vygotskiy_	Morfolog
1	образом мы видим что	1	4
2	таким образом мы видим	1	4
3	в связи с этим	1	4
4	состоит в том что	1	3
5	в то время как	6	3
6	в собственном смысле слова	2	3
7	в том случае если	2	2
8	бы то ни было	1	2
9	и тем не менее	2	2
10	друг к другу и	1	2
11	не что иное как	2	2
12	совершенно ясно что и	1	1
13	с этой точки зрения	5	1
14	во всем ее объеме	1	1
15	на составные части но	1	1
16	уже не может быть	1	1
17	и т д и	1	1
18	во что бы то	1	1
19	и т д то	1	1
20	бы то ни стало	1	1
21	в коем случае не	1	1
22	в том что он	1	1
23	указанием на то что	1	1
24	одно и то же	1	1
25	было бы сказать что	1	1
26	отношении друг к другу	1	1
27	точно так же и	1	1
28	том порядке в каком	1	1
29	действующих лиц и их	1	1
30	в том порядке в	1	1
31	которые не могут быть	1	1
32	даже в тех случаях	1	1
33	в то же время	2	1
34	и т д с	1	1
35	в том случае когда	1	1
36	какого бы то ни	1	1
37	только в том случае	2	1
38	один и тот же	2	1
39	изучения в то время	1	1
40	если мы не сумеем	1	1
41	приводит к тому что	1	1
42	и т д все	1	1
43	с точки зрения их	1	1
44	что бы то ни	1	1
45	ни в коем случае	1	1
46	в том что все	1	1
47	не может быть объяснено	2	1
48	есть не что иное	1	1
