N	3gram	Bakhtin_Pr	Literetu
1	в том что	10	21
2	в то же	10	21
3	то же время	10	21
4	по отношению к	17	12
5	в е годы	1	12
6	не может быть	8	11
7	в данном случае	3	11
8	в отличие от	3	11
9	о том что	5	10
10	в этом отношении	7	10
11	с точки зрения	21	8
12	с другой стороны	3	7
13	в том числе	1	6
14	подобно тому как	5	6
15	не только в	2	6
16	с этой точки	1	5
17	тем не менее	1	5
18	в том чтобы	1	5
19	в русской литературе	2	5
20	этой точки зрения	3	5
21	прежде всего в	1	5
22	может быть это	1	4
23	то ни было	2	4
24	бы то ни	3	4
25	и то что	1	4
26	и наконец в	1	3
27	в самом деле	5	3
28	ничего общего с	1	3
29	то же самое	1	3
30	той или иной	3	3
31	быть не может	1	3
32	не столько в	1	3
33	а не как	4	3
34	на самом деле	4	3
35	по крайней мере	3	3
36	в целом ряде	2	3
37	но и не	2	3
38	в одном из	3	3
39	не в одном	1	3
40	во всяком случае	3	3
41	к себе самому	1	3
42	то что я	2	3
43	и в частности	1	3
44	том числе и	1	3
45	но с другой	2	3
46	в самом начале	3	2
47	для него в	1	2
48	же время не	3	2
49	из тех кто	1	2
50	в художественном мире	2	2
51	для того чтобы	3	2
52	как и всякое	1	2
53	не так как	1	2
54	в отношении к	1	2
55	между тем как	4	2
56	в то что	2	2
57	тех или иных	1	2
58	для своего времени	1	2
59	не только не	1	2
60	потому что не	2	2
61	к тому что	1	2
62	только то что	2	2
63	в другом месте	1	2
64	а прежде всего	2	2
65	а не только	2	2
66	в значительной степени	1	2
67	могли бы быть	1	2
68	культуры нового времени	1	2
69	то что было	3	2
70	так и не	1	2
71	и в самом	1	2
72	в себе и	1	2
73	которые могли бы	1	2
74	в полной мере	1	2
75	что он сам	2	2
76	я не могу	1	2
77	дело в том	1	2
78	уже не раз	1	2
79	можно было бы	4	2
80	живет на границах	1	2
81	это прежде всего	1	2
82	в этом случае	1	2
83	на первый взгляд	1	2
84	тем что он	1	2
85	жизни и в	1	2
86	и не только	1	2
87	что же касается	1	2
88	сознания с его	1	2
89	жизни а не	1	1
90	в той или	2	1
91	миры еще не	1	1
92	и в целом	2	1
93	имеет ничего общего	1	1
94	в области художественной	1	1
95	у достоевского всегда	1	1
96	все то что	3	1
97	может быть назван	1	1
98	как будто бы	1	1
99	а потому и	2	1
100	не приводит к	1	1
101	по себе но	1	1
102	в той мере	1	1
103	своего творческого пути	1	1
104	на задний план	1	1
105	почти никогда не	2	1
106	в большинстве случаев	3	1
107	а не так	1	1
108	в своих границах	1	1
109	чужую личность не	1	1
110	одно из самых	1	1
111	для него не	2	1
112	это не только	1	1
113	то что в	1	1
114	в плену в	1	1
115	хотя бы и	3	1
116	не об отсутствии	1	1
117	не в том	1	1
118	друг от друга	2	1
119	ее и в	1	1
120	точки зрения которого	1	1
121	более или менее	1	1
122	на себе и	1	1
123	но и он	1	1
124	если бы я	1	1
125	все новые и	1	1
126	не укоренен в	1	1
127	а в том	1	1
128	каждой индивидуальной души	1	1
129	вновь и вновь	1	1
130	до сих пор	3	1
131	слышат друг друга	2	1
132	именно потому что	3	1
133	если бы они	1	1
134	в конце концов	7	1
135	не имеет ничего	1	1
136	и в словах	1	1
137	в зависимости от	5	1
138	начинается там где	1	1
139	в один из	1	1
140	но только в	1	1
141	целом ряде других	2	1
142	и в то	3	1
143	он писал в	1	1
144	по ту сторону	2	1
145	но и с	1	1
146	если оно верно	1	1
147	в художественном отношении	1	1
148	и в пределах	1	1
149	к прошлому и	1	1
150	но не в	2	1
151	и того же	1	1
152	в первой главе	1	1
153	и т.п и	1	1
154	и в новом	1	1
155	с ним а	1	1
156	в высшей степени	2	1
157	как раз и	2	1
158	единого и единственного	1	1
159	сама по себе	3	1
160	в сущности только	2	1
161	у него не	1	1
162	но все же	3	1
163	вырождается и умирает	1	1
164	о если бы	1	1
165	по этому пути	1	1
166	одного и того	1	1
167	но это не	3	1
168	даже и не	1	1
169	преступления и наказания	2	1
170	и в том	2	1
171	мышления о мире	1	1
172	внешних и внутренних	1	1
173	и в этом	8	1
174	и потому не	1	1
175	может быть только	3	1
176	за ним и	1	1
177	и к собственному	1	1
178	и только в	1	1
179	от первого лица	2	1
180	то есть в	10	1
181	не тем что	1	1
182	то есть их	1	1
183	себе самому и	1	1
184	войти в его	1	1
185	увидел себя в	1	1
186	своего и чужого	1	1
187	говорит сам себе	1	1
188	по существу своему	1	1
189	как бы в	3	1
190	такого героя и	1	1
191	но не только	2	1
192	что ни есть	1	1
193	и вот в	1	1
194	героя с его	1	1
195	как и для	1	1
196	бы ни были	1	1
197	в мире а	1	1
198	и на его	1	1
199	первого лица в	1	1
200	в пределах самого	1	1
201	бы там ни	1	1
202	как и сам	1	1
203	мира в его	2	1
204	может быть в	1	1
205	какой бы то	1	1
206	себя самого как	1	1
207	как один из	1	1
208	дерево жизни и	1	1
209	как бы во	1	1
210	что у меня	1	1
211	не ждет от	1	1
212	в нас самих	1	1
213	одном из своих	1	1
214	тем более что	2	1
215	он не может	2	1
