N	4gram	Bakhtin_Fr	Freidism
1	в то же время	13	6
2	одной и той же	2	3
3	один и тот же	3	3
4	но в то же	7	3
5	и не может быть	1	3
6	не может быть отнесено	1	2
7	в узком смысле слова	2	2
8	как раз и не	1	2
9	бы то ни было	1	2
10	на самом же деле	1	2
11	нет и не может	1	2
12	не теряет своей силы	1	1
13	уже приходилось упоминать о	1	1
14	начала и до конца	7	1
15	только то что может	1	1
16	смысл и значение в	1	1
17	ни в коем случае	1	1
18	или во всяком случае	1	1
19	как мы уже сказали	2	1
20	мы имеем в виду	2	1
21	свой смысл и значение	1	1
22	и в данном случае	1	1
23	дело в том что	2	1
24	с помощью которого они	1	1
25	во всяком случае в	1	1
26	в данном случае в	1	1
27	до сих пор не	1	1
28	то же время это	3	1
29	не что иное как	1	1
30	и в то же	2	1
31	в конечном счете всегда	1	1
32	сказать несколько слов о	1	1
33	нам уже приходилось упоминать	1	1
34	есть не что иное	1	1
