N	3gram	Bakhtin_Fr	Istorich
1	с другой стороны	2	46
2	мы видим что	2	30
3	до сих пор	3	30
4	с одной стороны	3	28
5	в том что	4	25
6	но все же	1	23
7	о том что	4	22
8	мы имеем в	2	19
9	не только в	1	19
10	в связи с	2	17
11	мы видели что	1	16
12	мы уже знаем	1	15
13	о том как	3	15
14	в данном случае	1	15
15	после того как	6	15
16	по отношению к	3	14
17	в то время	1	13
18	таким образом мы	1	13
19	мы уже видели	2	13
20	мы увидим что	1	13
21	но и в	2	12
22	как мы видели	4	12
23	не что иное	1	11
24	во всех этих	1	11
25	что иное как	1	11
26	как и в	2	10
27	можно было бы	2	10
28	что и в	1	10
29	уже знаем что	1	9
30	с представлениями о	1	9
31	как мы увидим	2	9
32	более или менее	3	9
33	на том свете	1	9
34	то же самое	1	8
35	таким образом и	2	8
36	на этот вопрос	1	8
37	и то что	1	8
38	что у него	2	8
39	в большинстве случаев	9	7
40	смысле этого слова	1	7
41	то что в	2	7
42	с представлением о	1	7
43	с тем что	1	7
44	во всяком случае	1	7
45	так например в	1	7
46	потому что он	1	7
47	к тому же	1	6
48	с самого начала	1	6
49	то что он	1	5
50	том что в	1	5
51	со всех сторон	2	5
52	только после того	1	5
53	и что он	1	5
54	это не совсем	1	5
55	в нем и	1	5
56	в том числе	4	5
57	до наших дней	2	5
58	есть не что	1	5
59	в другом месте	3	5
60	так и в	3	5
61	на самом деле	1	5
62	мы здесь не	1	4
63	но есть и	1	4
64	к себе в	1	4
65	и может быть	1	4
66	с точки зрения	4	4
67	в одной из	1	4
68	но уже в	2	4
69	содержит в себе	1	4
70	другой стороны с	1	4
71	том что они	1	4
72	тот момент когда	1	4
73	то же что	1	4
74	о том чтобы	1	4
75	в тот момент	1	4
76	в это время	1	4
77	и в ней	1	4
78	и в особенности	1	4
79	мы видим здесь	3	4
80	это и есть	1	4
81	одной стороны и	1	3
82	все то что	3	3
83	в некоторых местах	1	3
84	как один из	2	3
85	не только с	2	3
86	мы сейчас увидим	2	3
87	что в этом	1	3
88	и тем самым	1	3
89	до того что	1	3
90	по этому поводу	1	3
91	это своего рода	1	3
92	в одном из	2	3
93	за то что	4	3
94	никто не видел	1	3
95	тесно связан с	1	3
96	дело в том	2	3
97	а так как	1	3
98	мы уже говорили	12	3
99	но и для	2	3
100	в другом случае	1	3
101	видим что в	1	3
102	в средние века	9	3
103	целый ряд других	1	3
104	о загробном мире	2	3
105	и др все	1	3
106	мы увидим дальше	1	3
107	жизнью и смертью	1	3
108	но он не	1	3
109	таким образом в	2	3
110	в связи со	1	3
111	и в средние	1	3
112	не в состоянии	1	3
113	и целый ряд	1	3
114	что в некоторых	1	3
115	прежде всего мы	1	3
116	что в нем	1	3
117	и не только	1	3
118	она никогда не	1	2
119	между небом и	1	2
120	не в этом	1	2
121	не забудем что	1	2
122	до xix века	1	2
123	в это мгновенье	1	2
124	в самом деле	3	2
125	друг от друга	1	2
126	сам по себе	2	2
127	был тот кто	1	2
128	сказать что в	1	2
129	ничего общего с	1	2
130	на земле в	1	2
131	том числе и	2	2
132	самом же деле	1	2
133	на самом же	1	2
134	все дело в	1	2
135	из того что	1	2
136	говорят о том	1	2
137	на первый план	2	2
138	и что это	1	2
139	заметить что в	1	2
140	но все это	2	2
141	в достаточной степени	1	2
142	в преисподнюю в	3	2
143	отнять у него	1	2
144	вместо того чтобы	2	2
145	и не могут	1	2
146	бы думать что	1	2
147	и связанные с	1	2
148	части его тела	1	2
149	в меньшей степени	1	2
150	это одна из	4	2
151	в ту же	1	2
152	но этот же	1	2
153	здесь же мы	1	2
154	все новые и	2	2
155	как мы видим	5	2
156	между собой и	1	2
157	не только для	1	2
158	это один из	1	2
159	и прежде всего	2	2
160	в этой роли	2	2
161	в последней главе	4	2
162	а именно в	1	2
163	связанные с ними	1	2
164	и в том	1	2
165	то что было	1	2
166	в свою очередь	3	2
167	на другой день	1	2
168	и др в	1	2
169	большей или меньшей	2	2
170	тем что в	1	2
171	мы не знаем	1	2
172	здесь как и	1	2
173	не потому что	1	2
174	чтобы они не	1	2
175	в тех же	1	2
176	того как он	2	2
177	другой стороны в	1	2
178	том что он	1	2
179	то обстоятельство что	1	2
180	по этому вопросу	1	2
