N	2gram	Voloshinov	Tvorches
1	и в	13	56
2	как бы	6	41
3	в его	7	37
4	в то	1	30
5	то же	4	25
6	не только	6	24
7	же время	1	24
8	но в	4	24
9	как и	3	23
10	и не	8	23
11	а в	2	23
12	и его	12	23
13	в этом	2	22
14	что в	3	21
15	в том	2	21
16	том что	2	19
17	может быть	8	19
18	потому что	1	19
19	то что	6	18
20	таким образом	6	17
21	что он	1	17
22	все это	4	17
23	при этом	2	16
24	но и	3	16
25	никогда не	3	16
26	как в	2	16
27	прежде всего	9	16
28	не может	8	16
29	в мире	1	15
30	но это	1	15
31	в этой	1	15
32	с его	1	15
33	князь мышкин	1	14
34	времени в	1	13
35	а не	2	13
36	в целом	2	12
37	в своей	4	11
38	все же	5	11
39	отнюдь не	1	11
40	для него	2	11
41	в самом	2	10
42	и достоевский	1	10
43	представление о	1	10
44	не в	3	10
45	в конце	1	10
46	только в	6	10
47	уже в	2	10
48	так и	3	10
49	но не	1	10
50	в своих	2	9
51	один из	1	9
52	в нем	2	9
53	не менее	2	8
54	так же	2	8
55	к этому	1	8
56	одним из	1	8
57	вместе с	1	8
58	соответствии с	2	8
59	одной из	1	8
60	еще не	1	8
61	в себе	3	8
62	так как	3	8
63	в их	3	8
64	об этом	1	8
65	вовсе не	2	8
66	человека и	1	8
67	например в	1	7
68	в дальнейшем	1	7
69	что она	1	7
70	и он	1	7
71	в которой	3	7
72	в чем	2	7
73	своего рода	2	7
74	самом деле	3	7
75	не столько	3	6
76	и как	1	6
77	конечном счете	1	6
78	если он	1	6
79	на эту	1	6
80	но у	1	6
81	хотя бы	5	6
82	одна из	1	6
83	его в	1	6
84	в конечном	1	6
85	и ее	2	6
86	если бы	2	6
87	и все	3	6
88	в книге	2	6
89	все эти	2	6
90	ли не	1	6
91	мысли и	1	5
92	быть может	1	5
93	в них	2	5
94	с другой	2	5
95	по отношению	3	5
96	отметить что	1	5
97	в своем	1	5
98	в одной	1	5
99	во всей	2	5
100	все время	1	5
101	что они	2	5
102	в ее	3	5
103	не было	1	5
104	и это	1	5
105	и у	1	5
106	героя и	2	5
107	если не	1	5
108	между тем	2	5
109	с этим	3	5
110	не имеют	1	5
111	это все	1	5
112	в истории	1	5
113	до конца	1	5
114	в образе	1	5
115	но если	1	5
116	тот же	2	5
117	мы не	4	5
118	в виде	1	5
119	и других	1	5
120	отношению к	3	5
121	с этой	2	4
122	а у	1	4
123	тем что	2	4
124	роль в	2	4
125	так в	1	4
126	и отчасти	2	4
127	только на	1	4
128	говорить о	3	4
129	превращается в	3	4
130	не вполне	1	4
131	самого начала	2	4
132	с большим	1	4
133	точки зрения	7	4
134	к нему	1	4
135	мы видим	2	4
136	с точки	5	4
137	однако этот	1	4
138	и через	1	4
139	письма к	1	4
140	не знает	1	4
141	который в	1	4
142	же как	1	4
143	в такой	1	4
144	в каждом	4	4
145	тут же	1	4
146	не мог	2	4
147	как это	1	4
148	этот вопрос	1	4
149	ту же	1	4
150	как известно	1	4
151	могут быть	2	4
152	и есть	1	4
153	с ними	2	4
154	в которых	1	4
155	нет ничего	2	4
156	это и	1	4
157	его и	1	4
158	в основе	1	4
159	и более	1	4
160	связана с	3	4
161	между людьми	1	4
162	в отличие	1	4
163	чуть ли	1	4
164	же не	1	4
165	особенно в	1	4
166	с самого	2	4
167	он говорит	1	4
168	отличие от	1	4
169	еще в	2	4
170	далеко не	1	4
171	такой же	1	4
172	и наконец	5	4
173	и к	2	3
174	от него	1	3
175	только что	1	3
176	в виду	1	3
177	другой стороны	2	3
178	но что	1	3
179	по себе	1	3
180	связь с	1	3
181	людей и	1	3
182	но когда	1	3
183	к тому	2	3
184	на все	1	3
185	в этот	2	3
186	в одном	3	3
187	сказать что	1	3
188	едва ли	1	3
189	время в	1	3
190	несмотря на	2	3
191	к которому	1	3
192	для того	1	3
193	на себя	1	3
194	себя как	1	3
195	в себя	1	3
196	со всеми	1	3
197	на этом	1	3
198	эти слова	1	3
199	совсем не	1	3
200	и тем	2	3
201	должны быть	1	3
202	и что	1	3
203	для человека	1	3
204	и др	2	3
205	его к	1	3
206	там где	2	3
207	и особенно	1	3
208	в искусстве	3	3
209	в статье	1	3
210	вплоть до	1	3
211	этой проблемы	2	3
212	переходит в	1	3
213	для себя	2	3
214	о стиле	1	3
215	ее и	1	3
216	сводится к	1	3
217	заключается в	1	3
218	в процессе	5	3
219	вряд ли	3	3
220	подхода к	1	3
221	никто не	1	3
222	да и	3	3
223	не является	4	3
224	и если	1	3
225	автора и	1	3
226	и тогда	1	3
227	в которую	2	3
228	и до	1	3
229	нет и	1	3
230	только с	1	3
231	во времени	2	3
232	как к	1	3
233	и вот	1	3
234	он и	1	3
235	ее в	2	3
236	на самом	1	3
237	не существует	1	3
238	или в	1	3
239	в ней	2	3
240	и их	7	3
241	с ее	1	3
242	в начале	1	3
243	в другом	2	3
244	лишь в	4	3
245	отношение к	1	3
246	в античной	1	3
247	в области	2	3
248	к другим	1	3
249	более того	2	3
250	он всегда	1	2
251	этот момент	1	2
252	общения с	1	2
253	по мере	1	2
254	в материал	2	2
255	вслед за	2	2
256	из нее	1	2
257	reductio ad	1	2
258	их в	1	2
259	ad absurdum	1	2
260	когда в	1	2
261	но мы	4	2
262	художественное произведение	2	2
263	нам представляется	1	2
264	г в	3	2
265	во все	1	2
266	в данном	2	2
267	то это	1	2
268	в действительности	2	2
