N	4gram	Voloshinov	Psycholo
1	заключается в том что	2	23
2	одной и той же	3	12
3	одно и то же	1	7
4	в том что она	2	7
5	в том что он	2	7
6	не что иное как	1	6
7	один и тот же	3	5
8	все больше и больше	1	5
9	в зависимости от того	2	4
10	в том что в	1	4
11	в собственном смысле слова	1	4
12	в самом деле если	1	4
13	в то же время	6	3
14	том что он не	1	3
15	от начала до конца	1	3
16	все время как бы	1	3
17	друг с другом и	1	3
18	ответ на этот вопрос	1	3
19	одни и те же	1	3
20	случае не может быть	1	3
21	дело в том что	1	3
22	ни в каком случае	2	2
23	с таким расчетом чтобы	1	2
24	мы увидим что и	1	2
25	что с точки зрения	1	2
26	мы никогда не поймем	1	2
27	таким расчетом чтобы вызвать	1	2
28	во всяком случае в	1	2
29	до сих пор не	1	2
30	в этом отношении совершенно	1	2
31	остается ничего другого как	1	2
32	и не может быть	3	2
33	и тем не менее	2	2
34	видим таким образом что	1	2
35	не остается ничего другого	1	2
36	если мы обратимся к	1	2
37	приходит к выводу что	1	2
38	самом деле если мы	1	2
39	мы видим таким образом	1	2
40	бы то ни было	2	2
41	или во всяком случае	1	2
42	есть не что иное	1	2
43	смысл и значение в	1	1
44	я не сомневаюсь что	1	1
45	уже не может быть	1	1
46	равно как и на	1	1
47	деле если мы обратимся	1	1
48	во что бы то	1	1
49	получает смысл и значение	1	1
50	на этот вопрос нам	1	1
51	в жизни и в	1	1
52	мы уже знаем что	1	1
53	в коем случае не	1	1
54	в данном случае в	1	1
55	но это совсем не	1	1
56	ни в какой степени	2	1
57	между субъективной и объективной	1	1
58	ни в коем случае	1	1
59	но именно в этой	1	1
60	и потому не может	1	1
61	о том что это	1	1
62	в самом деле что	1	1
63	что это вовсе не	1	1
64	от начала и до	1	1
65	о которой мы говорили	1	1
66	в какой степени не	1	1
67	дело только с этими	1	1
68	в узком смысле слова	2	1
69	мы старались показать что	1	1
70	всего они свидетельствуют о	1	1
71	отличает его от других	1	1
72	в бессознательное мы можем	1	1
73	что бы то ни	1	1
74	вне общества и следовательно	1	1
75	то это означает что	1	1
76	сводится к тому чтобы	1	1
77	в таком случае это	1	1
78	ответить на этот вопрос	1	1
79	из того что мы	1	1
80	ни в чем не	4	1
81	от того что он	1	1
82	в каком случае не	1	1
83	и тот же предмет	1	1
84	том что с точки	1	1
85	можно согласиться с тем	1	1
86	чтобы ответить на этот	1	1
87	на один и тот	1	1
88	коем случае не может	1	1
89	только потому что оно	1	1
90	и связанная с ним	1	1
91	сейчас же заметим что	1	1
92	это и есть та	1	1
93	не нуждается ни в	1	1
94	том что она не	1	1
95	в каком случае нельзя	1	1
96	бы то ни стало	1	1
97	обстоит дело и с	1	1
98	с объективной точки зрения	2	1
99	нельзя не согласиться с	1	1
100	психологии они утверждают что	1	1
