N	2gram	Bakhtin_Fr	Formalny
1	и в	68	95
2	и не	25	78
3	может быть	10	66
4	в этом	28	61
5	не может	5	57
6	вовсе не	18	53
7	таким образом	22	52
8	и его	26	51
9	так и	8	50
10	точки зрения	8	47
11	в нем	12	42
12	в его	21	42
13	прежде всего	23	41
14	с точки	4	40
15	как и	17	39
16	и т	1	37
17	художественного произведения	1	36
18	в самом	6	35
19	не в	2	35
20	а не	6	34
21	но и	17	33
22	то же	14	32
23	самом деле	5	32
24	не только	21	30
25	в пределах	1	28
26	в том	12	26
27	отнюдь не	1	26
28	если бы	3	26
29	то что	11	25
30	при этом	5	24
31	в своей	11	24
32	на почве	1	24
33	лишь в	3	24
34	на самом	7	24
35	с помощью	5	23
36	было бы	4	23
37	связи с	8	23
38	в ней	6	23
39	в то	14	22
40	и ее	3	22
41	и с	15	21
42	что в	14	21
43	в истории	5	21
44	как бы	7	21
45	между ними	4	20
46	с тем	1	20
47	не менее	2	20
48	входит в	2	20
49	как мы	18	20
50	и от	4	20
51	же время	13	20
52	в их	6	20
53	по себе	1	19
54	хотя бы	2	19
55	не могут	1	19
56	все это	6	19
57	все же	6	18
58	в связи	7	18
59	только в	9	18
60	и все	16	18
61	с его	6	18
62	все эти	16	18
63	и их	5	18
64	именно как	1	17
65	как раз	8	17
66	как в	4	17
67	более того	1	17
68	во всяком	2	16
69	с другой	8	16
70	так же	3	16
71	всяком случае	2	16
72	совершенно не	1	16
73	потому что	3	16
74	именно в	5	15
75	все время	3	15
76	должно быть	1	15
77	с другими	1	15
78	его в	7	15
79	во всех	8	15
80	и на	16	15
81	так как	7	15
82	но в	20	15
83	в литературе	10	15
84	в жизни	1	14
85	только на	4	14
86	в своем	11	14
87	в ее	5	14
88	в этой	15	14
89	что он	7	14
90	вместе с	4	14
91	еще не	3	14
92	языка и	1	14
93	и потому	6	14
94	жизни и	6	14
95	в целом	3	14
96	в результате	1	13
97	тем что	6	13
98	настоящее время	2	13
99	что и	3	13
100	говорит он	2	13
101	ни в	6	13
102	как его	2	13
103	для них	1	13
104	со стороны	2	13
105	до конца	10	13
106	в настоящее	2	13
107	того что	3	13
108	а в	3	13
109	там где	6	12
110	уже не	2	12
111	в действительности	1	12
112	по отношению	3	12
113	как это	1	12
114	и здесь	5	12
115	того чтобы	6	12
116	и для	6	12
117	лишь как	1	12
118	отношению к	2	12
119	в корне	3	11
120	никогда не	2	11
121	что они	3	11
122	так сказать	7	11
123	то ни	1	11
124	между тем	3	11
125	литературного произведения	1	11
126	литературы в	1	11
127	они не	4	11
128	произведения как	1	11
129	это и	4	11
130	для него	7	11
131	этом отношении	4	11
132	в основе	7	11
133	в общем	2	11
134	но не	4	11
135	в большинстве	3	11
136	произведение как	1	11
137	слова и	3	11
138	не как	1	10
139	другой стороны	5	10
140	в своих	7	10
141	в первом	1	10
142	в художественном	3	10
143	в дальнейшем	4	10
144	раз и	2	10
145	конечно не	4	10
146	бы то	1	10
147	метод в	3	10
148	не было	7	10
149	большинстве случаев	3	10
150	здесь и	6	10
151	действительности и	1	10
152	он не	11	10
153	главным образом	3	10
154	с ее	1	10
155	мы видели	6	10
156	как о	2	10
157	в слове	2	10
158	тем же	2	10
159	друг друга	2	10
160	формы и	1	10
161	и др	9	10
162	мы не	3	10
163	и как	5	10
164	на фоне	1	10
165	его целом	3	10
166	еще более	5	9
167	и даже	7	9
168	для понимания	5	9
