N	2gram	Bakhtin_Pr	VerxiiNi
1	и в	64	26
2	таким образом	15	22
3	в этом	33	15
4	вместе с	1	15
5	точки зрения	31	13
6	как бы	33	12
7	в том	12	11
8	не только	26	10
9	и с	9	10
10	может быть	43	10
11	из этих	3	10
12	что в	11	9
13	так как	9	9
14	связи с	3	9
15	но и	26	9
16	в области	1	9
17	в общем	1	8
18	и у	3	8
19	и не	55	8
20	как на	4	8
21	с другой	7	8
22	но не	12	8
23	с одной	1	7
24	но все	6	7
25	том что	8	7
26	потому что	8	7
27	одной стороны	1	7
28	а с	2	7
29	то что	21	7
30	но в	14	7
31	из них	3	7
32	к нему	11	7
33	так и	8	6
34	в конце	8	6
35	несмотря на	7	6
36	все это	9	6
37	что и	7	6
38	в отношении	5	6
39	все эти	13	6
40	все же	11	6
41	к тому	4	6
42	о том	5	6
43	во всяком	7	6
44	и потому	7	6
45	всяком случае	4	6
46	мы должны	3	6
47	с точки	21	6
48	в себе	11	6
49	того же	3	6
50	и к	5	5
51	до сих	9	5
52	том числе	1	5
53	в его	30	5
54	тому же	2	5
55	более или	4	5
56	в мире	7	5
57	не имеет	2	5
58	с другом	3	5
59	или менее	4	5
60	сих пор	9	5
61	по крайней	2	5
62	того чтобы	2	5
63	для того	1	5
64	так же	8	5
65	лишь в	4	5
66	отношение к	4	5
67	одной из	1	5
68	образом в	1	5
69	друг с	4	5
70	а не	29	5
71	и для	7	5
72	крайней мере	2	5
73	никогда не	11	5
74	в самом	17	4
75	что оно	2	4
76	ничем не	1	4
77	то есть	3	4
78	и по	1	4
79	то же	18	4
80	из которых	3	4
81	только в	13	4
82	в этих	5	4
83	должен был	1	4
84	с другими	8	4
85	целый ряд	2	4
86	учение о	1	4
87	что он	15	4
88	в которых	4	4
89	в смысле	3	4
90	в котором	7	4
91	и тогда	1	4
92	он не	14	4
93	и что	5	4
94	далеко не	7	4
95	а в	10	4
96	в этой	5	4
97	числе и	1	4
98	и от	3	4
99	не может	26	4
100	что все	2	4
101	на этот	4	4
102	в то	15	4
103	и только	3	4
104	в нем	28	4
105	во время	1	4
106	к сожалению	2	3
107	и другие	1	3
108	на западе	2	3
109	с этой	2	3
110	и при	2	3
111	при этом	8	3
112	для него	23	3
113	из всех	1	3
114	что это	2	3
115	тем не	2	3
116	и если	2	3
117	в качестве	1	3
118	в результате	7	3
119	так или	1	3
120	и даже	5	3
121	если бы	12	3
122	в которой	2	3
123	или иначе	1	3
124	с ней	1	3
125	на нее	1	3
126	с самого	1	3
127	в таком	3	3
128	случае не	1	3
129	в связи	1	3
130	и как	9	3
131	же как	2	3
132	если в	1	3
133	не менее	3	3
134	к концу	1	3
135	из которого	1	3
136	в других	2	3
137	а так	1	3
138	и нет	6	3
139	можно сказать	2	3
140	друг за	2	3
141	но с	4	3
142	каждая из	2	3
143	за собой	1	3
144	хотя бы	4	3
145	в значительной	1	3
146	так что	6	3
147	у них	1	3
148	когда он	2	3
149	точно так	1	3
150	в одном	20	3
151	русский народ	2	3
152	всегда и	1	3
153	в рамках	2	3
154	к ним	1	3
155	и о	7	3
156	отношению к	12	3
157	в своем	12	3
158	уже не	15	3
159	подойти к	1	3
160	к этому	1	3
161	конце концов	7	3
162	своей индивидуальности	1	3
163	того что	3	3
164	убеждение что	1	2
165	бы то	3	2
166	связан с	1	2
167	такое положение	1	2
168	все что	4	2
169	взгляд на	1	2
170	один из	3	2
171	и здесь	6	2
172	и на	16	2
173	связанных с	1	2
174	благодаря этому	3	2
175	только что	1	2
176	к одной	1	2
177	и заставляет	1	2
178	и люди	1	2
179	уже в	5	2
180	тогда когда	1	2
181	мы имеем	1	2
182	не с	1	2
183	ни было	4	2
184	этом отношении	3	2
185	только не	2	2
186	те же	3	2
187	не как	20	2
188	не исчерпывается	2	2
189	самой этой	2	2
190	прежде всего	16	2
191	из своих	1	2
192	одно из	2	2
193	этими двумя	1	2
194	не могут	10	2
195	различия между	1	2
196	со всеми	2	2
197	в них	5	2
198	из него	1	2
199	не было	5	2
200	к его	1	2
201	не потому	2	2
202	этой точки	2	2
203	не в	15	2
204	в виду	3	2
205	в россии	2	2
206	одним из	7	2
207	по существу	6	2
208	именно в	5	2
209	быть даже	1	2
210	и действительно	1	2
211	героев и	4	2
212	в процессе	6	2
213	между этими	1	2
214	можно назвать	1	2
215	с одним	1	2
216	эти черты	1	2
217	положение в	2	2
218	к которым	1	2
219	и перед	2	2
220	к другу	1	2
221	в одно	4	2
222	по своему	1	2
223	приводит к	8	2
224	отличается от	5	2
225	по своим	4	2
226	в новом	1	2
227	о котором	1	2
228	сравнению с	1	2
229	ничего общего	1	2
230	особенно в	2	2
231	связано с	1	2
232	еще не	10	2
233	во всех	4	2
234	и мир	1	2
235	ли они	1	2
236	перестает быть	4	2
237	мы можем	1	2
238	что мы	1	2
239	совершенно иной	2	2
240	силы и	1	2
241	если не	1	2
242	так называемой	1	2
243	но при	4	2
244	его не	1	2
245	наконец в	4	2
246	на друга	2	2
247	по сравнению	1	2
248	то ни	3	2
249	между тем	7	2
250	в свою	1	2
251	не всегда	2	2
252	быть и	2	2
253	сознании и	4	2
254	должна была	4	2
255	и больше	1	2
256	не могло	2	2
257	ни один	3	2
258	и является	2	2
259	на пути	2	2
260	так чтобы	7	2
261	и это	8	2
262	ее с	2	2
263	в начале	1	2
264	превращается в	5	2
265	конечно не	4	2
266	же время	13	2
267	самого начала	2	2
268	признать что	1	2
269	друг на	2	2
270	же самое	1	2
271	среди них	5	2
272	он в	3	2
273	сказать что	4	2
274	которые в	1	2
275	не могла	1	2
276	них не	1	2
277	в образе	2	2
278	к которому	2	2
279	относится к	1	2
280	ярко в	1	2
281	или иной	1	2
282	не должны	1	2
283	жизни и	3	2
284	но если	1	2
285	иной раз	1	2
286	оно является	2	2
287	что именно	1	2
288	на то	5	2
289	с его	11	2
290	в создании	1	2
291	от них	3	2
292	что о	1	2
293	от человека	1	2
294	и все	6	2
295	его смерти	1	2
296	для этого	3	2
297	в самой	9	2
298	с идеей	4	2
299	и особенно	2	2
300	мира его	1	2
301	тот же	2	2
302	и наконец	7	2
303	той или	1	2
304	нее не	1	2
305	в другое	2	2
306	мы видели	1	2
307	не к	1	2
308	его можно	2	2
309	из этой	1	2
310	и сами	3	2
311	или иным	1	1
312	в той	5	1
313	индивидуальности и	1	1
314	мировоззрением и	1	1
315	все в	3	1
316	заставляет его	3	1
317	мир не	1	1
318	и образ	1	1
319	они являются	1	1
320	то в	2	1
321	на почве	5	1
322	не так	1	1
323	чистого сердца	1	1
324	а потому	2	1
325	во втором	1	1
326	какая-нибудь новая	1	1
327	социальной жизни	2	1
328	то они	2	1
329	или к	3	1
330	котором они	1	1
331	мы видим	3	1
332	и всякий	1	1
333	что с	1	1
334	быть по	1	1
335	та же	1	1
336	в прямом	1	1
337	фактом что	1	1
338	не позволяет	2	1
339	значение в	2	1
340	этого в	1	1
341	тоже не	3	1
342	пути для	1	1
343	свою очередь	1	1
344	друг к	1	1
345	к их	1	1
346	она и	1	1
347	указывает на	2	1
348	нельзя сказать	2	1
349	они не	5	1
350	землю и	1	1
351	может не	1	1
352	данном случае	2	1
353	что такое	2	1
354	ни с	1	1
355	в момент	1	1
356	и равнодушия	1	1
357	дальнейшее развитие	1	1
358	эта особенность	4	1
359	составляют особую	1	1
360	с толку	1	1
361	первом случае	1	1
362	творчества в	1	1
363	должно быть	8	1
364	того как	3	1
365	время и	1	1
366	зависит от	1	1
367	как к	3	1
368	его с	1	1
369	от нее	2	1
370	гораздо слабее	1	1
371	всякий человек	2	1
372	притом не	1	1
373	для себя	3	1
374	смысле слова	2	1
375	из таких	1	1
376	господствует и	1	1
377	это не	12	1
378	он как	1	1
379	мы знаем	1	1
380	что сама	1	1
381	именно к	2	1
382	личной жизни	2	1
383	сложнее и	1	1
384	он становится	1	1
385	лишь то	1	1
386	идет о	5	1
387	связей с	1	1
388	тяготением к	1	1
389	и менее	1	1
390	он постоянно	1	1
391	до самого	1	1
392	и взаимодействие	2	1
393	людей но	1	1
394	что мир	1	1
395	мыслей он	1	1
396	не для	1	1
397	а и	1	1
398	которых он	1	1
399	то для	1	1
400	имеется и	2	1
401	ничего кроме	1	1
402	эта новая	1	1
403	многие стороны	1	1
404	взаимодействия между	1	1
405	именно тем	1	1
406	к учению	1	1
407	с ним	8	1
408	особенности этого	1	1
409	она уже	1	1
410	на этих	1	1
411	кроме того	5	1
412	одного или	1	1
