N	2gram	Vygotskiy_	Formalny
1	и в	38	95
2	и не	16	78
3	может быть	25	66
4	в этом	35	61
5	не может	11	57
6	вовсе не	5	53
7	таким образом	36	52
8	и его	5	51
9	так и	11	50
10	точки зрения	27	47
11	в нем	4	42
12	в его	22	42
13	прежде всего	6	41
14	с точки	11	40
15	как и	20	39
16	в самом	8	35
17	не в	10	35
18	а не	7	34
19	в процессе	33	34
20	но и	9	33
21	то же	18	32
22	самом деле	4	32
23	не только	16	30
24	в пределах	1	28
25	в том	59	26
26	отнюдь не	6	26
27	если бы	12	26
28	то что	27	25
29	при этом	13	24
30	в своей	9	24
31	с помощью	64	23
32	было бы	15	23
33	связи с	14	23
34	в ней	3	23
35	в то	5	22
36	и ее	1	22
37	и с	5	21
38	что в	31	21
39	в истории	9	21
40	как бы	17	21
41	между ними	6	20
42	с тем	18	20
43	не менее	8	20
44	входит в	7	20
45	как мы	14	20
46	и от	5	20
47	место в	3	20
48	в их	12	20
49	по себе	11	19
50	художественное произведение	1	19
51	хотя бы	2	19
52	не могут	5	19
53	все это	8	19
54	все же	11	18
55	в связи	9	18
56	только в	16	18
57	и все	5	18
58	с его	3	18
59	все эти	9	18
60	и их	4	18
61	как раз	1	17
62	как в	14	17
63	во всяком	10	16
64	с другой	11	16
65	так же	26	16
66	всяком случае	10	16
67	совершенно не	1	16
68	потому что	14	16
69	именно в	6	15
70	все время	6	15
71	должно быть	3	15
72	с другими	3	15
73	его в	8	15
74	бы в	5	15
75	во всех	3	15
76	и на	9	15
77	так как	19	15
78	но в	4	15
79	в жизни	3	14
80	только на	2	14
81	в своем	9	14
82	в ее	1	14
83	в этой	7	14
84	что он	13	14
85	вместе с	18	14
86	еще не	6	14
87	языка и	1	14
88	если мы	12	14
89	и потому	2	14
90	в целом	22	14
91	в результате	6	13
92	тем что	12	13
93	что и	14	13
94	говорит он	8	13
95	ни в	12	13
96	как его	1	13
97	могут быть	9	13
98	независимо от	5	13
99	для них	3	13
100	сводится к	1	13
101	со стороны	1	13
102	что же	1	13
103	до конца	2	13
104	того что	17	13
105	как ее	1	13
106	она не	1	13
107	а в	7	13
108	там где	4	12
109	уже не	3	12
110	к тому	8	12
111	в действительности	3	12
112	по отношению	4	12
113	как это	16	12
114	и здесь	5	12
115	оно не	3	12
116	того чтобы	15	12
117	и для	4	12
118	лишь как	1	12
119	отношению к	3	12
120	в корне	2	11
121	в реальном	3	11
122	никогда не	11	11
123	что они	23	11
124	так сказать	1	11
125	то ни	1	11
126	между тем	10	11
127	зависимости от	7	11
128	они не	4	11
129	это и	1	11
130	для него	6	11
131	этом отношении	9	11
132	в основе	32	11
133	в общем	1	11
134	но не	7	11
135	в большинстве	1	11
136	слова и	8	11
137	не как	3	10
138	другой стороны	5	10
139	в своих	3	10
140	в дальнейшем	3	10
141	раз и	1	10
142	конечно не	1	10
143	в зависимости	6	10
144	бы то	1	10
145	каждый элемент	1	10
146	метод в	2	10
147	не есть	5	10
148	действительности и	1	10
149	он не	6	10
150	главным образом	3	10
151	с ее	5	10
152	мы видели	8	10
153	в слове	3	10
154	дело идет	1	10
155	не является	13	10
156	тем же	8	10
157	друг друга	7	10
158	формы и	3	10
159	и др	1	10
160	мы не	14	10
161	по существу	4	10
162	и как	11	10
163	не о	1	10
164	еще более	1	9
165	и даже	4	9
166	языка в	1	9
167	говорить о	1	9
168	не могло	1	9
169	мы знаем	10	9
170	ни было	2	9
171	но ведь	1	9
172	в каждом	2	9
173	совсем не	1	9
174	бы ни	2	9
175	или иного	2	9
176	в языке	3	9
177	отношения к	1	9
178	со всею	1	9
179	язык и	1	9
180	в свою	4	9
181	и до	1	9
182	здесь не	2	9
183	но это	7	9
184	от всех	2	9
185	менее всего	2	9
186	у нас	1	9
187	и может	4	9
188	и к	9	8
189	в них	3	8
190	и те	3	8
191	в данном	1	8
192	одной стороны	8	8
193	задачи и	5	8
194	всего этого	1	8
195	следует что	1	8
196	с одной	8	8
197	ясно что	4	8
198	же как	10	8
199	между собой	15	8
200	в других	2	8
201	сих пор	3	8
202	и речи	27	8
203	и является	2	8
204	всех этих	2	8
205	до сих	3	8
206	что это	8	8
207	с этим	6	8
208	роль в	5	8
209	в конкретном	1	8
210	на основе	29	8
211	это не	5	8
212	должен быть	1	8
213	не следует	1	8
214	для того	14	8
215	в области	9	8
216	для этого	3	8
217	в той	2	7
218	же и	2	7
219	более или	3	7
220	но все	4	7
221	является для	2	7
222	применении к	1	7
223	мы увидим	4	7
224	даже и	1	7
225	в применении	1	7
226	свою очередь	3	7
227	сказать что	10	7
228	что именно	3	7
229	к этому	5	7
230	в сущности	3	7
231	из них	5	7
232	время в	1	7
233	говорит в	1	7
234	от этого	6	7
235	совершается в	1	7
236	значение и	1	7
237	в себе	9	7
238	столь же	7	7
239	бы быть	2	7
240	не на	2	7
241	сами по	4	7
242	том что	44	7
243	не входит	1	7
244	известной степени	1	7
245	высшей степени	11	7
246	форм и	1	7
247	ничем не	2	7
248	в первый	2	7
249	и более	4	7
250	в какой	5	7
251	и понимания	1	7
252	только и	2	7
253	войти в	1	7
254	или менее	5	7
255	того или	2	7
256	стороны и	1	7
257	как их	2	7
258	в высшей	11	7
259	и только	4	7
260	к действительности	1	6
261	кроме того	1	6
262	те же	6	6
263	в живом	3	6
264	в этих	4	6
265	как она	4	6
266	например в	2	6
267	исходили из	1	6
268	их в	6	6
269	отличается от	5	6
270	о том	6	6
271	действительности в	1	6
272	он был	1	6
273	общения и	1	6
274	мы полагаем	2	6
275	только не	2	6
276	по преимуществу	1	6
277	от его	2	6
278	и других	4	6
279	в которой	4	6
280	но для	2	6
281	в конце	1	6
282	речевого общения	5	6
283	и это	7	6
284	в смысле	9	6
285	на этом	3	6
286	материал и	2	6
287	и тем	8	6
288	за пределы	1	6
289	от нее	4	6
290	один из	8	6
291	его с	1	6
292	на ее	1	6
293	с ним	4	6
294	сам по	2	6
295	к его	1	6
296	и навсегда	1	6
297	из этих	5	6
298	может войти	1	6
299	именно на	1	6
