N	2gram	Bakhtin_Fr	VeschiIm
1	не есть	2	79
2	и не	13	57
3	не только	11	48
4	то что	12	48
5	не может	4	46
6	и в	73	45
7	и есть	3	40
8	может быть	5	39
9	а не	2	37
10	что имя	1	28
11	что я	1	26
12	потому что	9	25
13	не просто	3	24
14	было бы	5	24
15	только в	7	23
16	по себе	2	23
17	в себе	16	23
18	сказать что	4	22
19	и что	5	22
20	как бы	15	20
21	что это	9	19
22	что же	1	19
23	но и	15	19
24	и ее	2	19
25	в этом	21	18
26	вещь и	1	18
27	все же	2	18
28	есть только	3	18
29	так как	9	17
30	что мы	2	17
31	прежде всего	18	17
32	и это	6	17
33	есть не	2	17
34	таким образом	34	16
35	того что	5	16
36	как раз	3	16
37	от всего	1	15
38	как и	19	15
39	уже не	2	15
40	в том	13	15
41	в ней	10	15
42	но это	3	14
43	и то	3	14
44	сущности и	1	14
45	не в	12	14
46	в самом	9	13
47	не будет	1	13
48	том что	8	13
49	и больше	1	13
50	есть и	4	13
51	и для	8	13
52	это и	1	13
53	в себя	3	13
54	что в	14	12
55	и с	17	12
56	вещи как	1	12
57	то же	16	12
58	и даже	4	12
59	есть нечто	1	12
60	есть то	2	12
61	о том	13	12
62	еще не	3	12
63	не что	1	12
64	если мы	2	12
65	точки зрения	6	12
66	но если	1	12
67	ничего не	4	12
68	что они	2	12
69	что иное	1	12
70	ни было	2	12
71	что и	6	12
72	между собою	3	12
73	и как	5	12
74	вещей и	2	12
75	иное как	1	12
76	и их	5	11
77	содержит в	1	11
78	себя в	3	11
79	еще и	2	11
80	ни в	7	11
81	вовсе не	11	11
82	также и	6	11
83	в то	14	11
84	вещи в	2	10
85	в чем	3	10
86	с ее	3	10
87	с ним	6	9
88	в результате	7	9
89	в своем	13	9
90	ни с	1	9
91	должно быть	4	9
92	это не	7	9
93	у нас	4	9
94	бы в	3	9
95	она не	1	9
96	другими словами	2	9
97	так что	2	9
98	но не	1	9
99	и его	18	9
100	как с	1	8
101	должна быть	3	8
102	это есть	1	8
103	с тем	2	8
104	что он	8	8
105	себя и	1	8
106	в свете	3	8
107	но в	12	8
108	мы не	2	8
109	что значит	3	8
110	мы имеем	2	8
111	для него	7	8
112	в ее	6	8
113	все это	19	8
114	со своим	1	8
115	в отношении	6	8
116	его в	3	8
117	указывает на	1	8
118	только и	2	8
119	и потому	6	8
120	не с	1	8
121	с другой	3	8
122	что есть	2	8
123	с этой	4	7
124	в сущности	8	7
125	оно не	2	7
126	самом деле	4	7
