N	2gram	Nazirov_Tv	Freidism
1	таким образом	14	34
2	и не	12	34
3	не может	9	30
4	в этом	11	28
5	может быть	11	28
6	и в	40	28
7	прежде всего	10	26
8	в его	19	25
9	и его	14	22
10	с помощью	1	20
11	как бы	26	19
12	как мы	1	18
13	то что	9	17
14	вовсе не	5	16
15	точка зрения	2	15
16	все эти	3	15
17	так как	6	15
18	с ним	4	14
19	в своей	8	14
20	так и	5	14
21	самом деле	4	14
22	в душе	4	13
23	и все	6	13
24	как и	16	13
25	по отношению	3	13
26	но в	11	13
27	во всех	2	13
28	субъективной психологии	1	12
29	в самом	6	12
30	то же	19	12
31	ни в	2	12
32	что он	11	12
33	том что	14	12
34	точку зрения	1	12
35	для него	9	12
36	все это	14	12
37	и потому	4	12
38	и наконец	3	12
39	мы видели	1	12
40	только в	7	11
41	мы знаем	2	11
42	сказать что	3	11
43	отношению к	3	11
44	его в	2	11
45	один из	5	10
46	не только	16	10
47	и с	9	10
48	но и	10	10
49	что же	1	10
50	тот же	3	10
51	никогда не	13	10
52	в том	13	10
53	мы уже	2	10
54	он не	10	10
55	не в	3	10
56	и на	12	9
57	уже не	6	9
58	во всяком	2	9
59	мы не	3	9
60	человеческого поведения	1	9
61	с его	12	9
62	к этому	4	9
63	к нему	1	9
64	в чем	4	9
65	а не	9	9
66	мы должны	1	9
67	и др	2	9
68	могут быть	4	9
69	при этом	14	8
70	все же	9	8
71	еще не	5	8
72	с этим	2	8
73	было бы	2	8
74	и вот	2	8
75	знаем что	1	8
76	а в	10	8
77	по мнению	4	8
78	с другими	1	8
79	на этом	1	8
80	в ней	2	8
81	всяком случае	2	8
82	что в	17	7
83	и к	1	7
84	не могут	2	7
85	связь с	3	7
86	в жизни	3	7
87	роль в	2	7
88	так сказать	4	7
89	хотя бы	5	7
90	если мы	1	7
91	до конца	2	7
92	что все	4	7
93	из них	4	7
94	на протяжении	3	7
95	того что	3	7
96	не является	3	7
97	но не	7	7
98	я и	3	7
99	об этом	4	7
100	и у	3	7
101	с самого	3	7
102	в нем	4	7
103	в этой	7	7
104	отношение к	1	7
105	в себе	3	7
106	жизни и	3	7
107	и прежде	1	7
108	в то	23	7
109	и ее	1	7
110	более того	2	7
111	в человеке	4	6
112	учение о	1	6
113	одно из	1	6
114	если он	4	6
115	не менее	8	6
116	но мы	1	6
117	к тому	2	6
118	можно сказать	2	6
119	в основе	3	6
120	в свою	8	6
121	фрейд в	1	6
122	же время	18	6
123	из этих	1	6
124	мы имеем	1	6
125	ни о	1	6
126	как раз	2	6
127	что такое	1	6
128	во время	2	6
129	на самом	3	6
130	чем же	1	6
131	в таком	4	6
132	она не	2	6
133	совсем не	1	6
134	и что	2	6
135	в пределах	1	6
136	человека и	6	6
137	и о	2	6
138	и только	2	6
139	для этого	1	6
140	всех этих	1	6
141	что это	1	5
142	в более	1	5
143	со всеми	3	5
144	в своих	8	5
145	ее в	3	5
146	главе мы	1	5
147	в процессе	3	5
148	с ними	3	5
149	вместе с	4	5
150	со стороны	1	5
151	на первый	1	5
152	говорить о	1	5
153	и до	2	5
154	и те	1	5
155	чем не	1	5
156	самого начала	3	5
157	потому и	1	5
158	что она	5	5
159	он сам	8	5
160	по поводу	1	5
161	той же	4	5
162	это не	9	5
163	в ее	3	5
164	что и	3	5
165	в которой	5	5
166	тому что	2	5
167	между ними	1	5
168	в этих	2	5
169	в себя	3	5
170	и по	5	5
171	не было	3	5
172	во второй	3	5
173	не знает	2	5
174	как это	2	5
175	далеко не	3	5
176	только то	1	5
177	в большинстве	1	5
178	заключается в	1	5
179	что может	1	5
180	ничего не	3	5
181	отнюдь не	9	5
182	а потому	1	4
183	мы и	1	4
184	в основном	9	4
185	все позволено	1	4
186	всей жизни	1	4
187	мысли и	5	4
188	характер и	1	4
189	в виду	3	4
190	сводится к	2	4
191	по себе	2	4
192	если бы	4	4
193	именно и	1	4
194	именно в	6	4
195	в собственном	1	4
196	подхода к	3	4
197	связанные с	1	4
198	как в	10	4
199	себя и	1	4
200	этот вопрос	4	4
201	ничего общего	1	4
202	это и	4	4
203	данном случае	2	4
204	в данном	2	4
205	в котором	8	4
206	в первый	1	4
207	потому что	10	4
208	только как	2	4
209	в этот	3	4
210	слова и	1	4
211	только на	2	4
212	в мир	2	4
213	а только	1	4
214	в истории	2	4
215	так же	6	4
216	отметить что	1	4
217	свою очередь	2	4
218	нет и	1	4
219	на него	2	4
220	в своем	4	4
221	нигде не	1	4
222	все время	3	4
223	это вовсе	1	4
224	одна из	5	4
225	не лучше	1	4
226	только с	3	4
227	но это	10	4
228	едва ли	2	4
229	дает нам	1	4
230	влияние на	3	4
231	что оно	2	4
232	этой области	1	4
233	и за	1	4
234	тем не	2	4
235	человека в	9	4
236	таком случае	2	4
237	у него	11	4
238	мы находим	2	4
239	не существует	3	4
240	но ведь	2	4
241	я не	5	4
242	по своему	1	4
243	между собой	2	4
244	как борьба	1	4
245	человека к	2	4
246	это как	4	4
247	в таких	2	4
248	не дает	1	4
249	то ни	1	4
250	в развитии	1	4
251	человеческой психики	1	4
252	в другом	1	4
253	личности и	2	4
254	этой теории	1	4
255	к ней	3	4
256	главным образом	1	4
257	болезни и	1	4
258	в области	1	4
259	его к	2	4
260	с ее	3	4
261	в целом	7	4
262	ответ на	1	3
263	себе самом	1	3
264	не так	5	3
265	для всех	1	3
266	до сих	1	3
267	это уже	7	3
268	смерти отца	1	3
269	связанное с	1	3
270	о которой	2	3
271	этот принцип	2	3
272	утверждает что	1	3
273	для них	2	3
274	разобраться в	1	3
275	в результате	1	3
276	в них	1	3
277	в основу	1	3
278	оно не	1	3
279	и даже	8	3
280	психологии и	1	3
281	все его	1	3
282	их в	1	3
283	значение в	2	3
284	себя с	1	3
285	не делает	1	3
286	конечном счете	4	3
287	очень важный	1	3
288	к его	1	3
289	жизни в	9	3
290	приводит к	4	3
291	для настоящего	1	3
292	во сне	1	3
293	сейчас же	1	3
294	связано с	1	3
295	этот мотив	1	3
296	на этой	1	3
297	в обществе	1	3
298	он был	2	3
299	ни на	3	3
300	этот период	1	3
301	на основе	1	3
302	и содержание	1	3
303	сознания в	1	3
304	в одном	3	3
305	сил в	1	3
306	он дает	1	3
307	уже в	5	3
308	как на	1	3
309	не совсем	1	3
310	психики как	1	3
311	о том	9	3
312	во всей	2	3
313	в сознании	1	3
314	на этот	3	3
315	это сделать	1	3
316	того же	2	3
317	бы то	1	3
318	только не	1	3
319	говорит о	3	3
320	мы видим	3	3
321	к человеку	3	3
322	жизни так	1	3
323	к себе	1	3
324	не без	1	3
325	похоже на	1	3
326	к сознанию	1	3
327	у нас	2	3
328	социальной среды	1	3
329	в конечном	4	3
330	и притом	2	3
331	от всех	2	3
332	он пытается	1	3
333	одним из	6	3
334	в силах	1	3
335	на себя	2	3
336	такой же	4	3
337	сновидения и	1	3
338	не остается	1	3
339	и как	5	3
340	и она	1	3
341	есть только	1	3
342	и сам	5	3
343	на все	1	3
344	и со	2	3
345	представляется нам	1	3
346	же касается	1	3
347	которой он	2	3
348	единство и	1	3
349	сих пор	1	3
350	остается в	1	3
351	в г	1	3
352	такие же	1	3
353	между тем	2	3
354	в какой	1	3
355	в искусстве	3	3
356	когда он	4	3
357	и является	1	3
358	и ни	1	3
359	человека с	2	3
360	центр тяжести	1	3
361	вторая часть	1	3
362	целом и	1	3
363	себя в	3	3
364	бы он	1	3
365	и от	8	3
366	и есть	2	3
367	о своих	2	3
368	нуждается в	2	3
369	на всем	1	3
370	сказать о	1	3
371	а как	2	3
372	в эпоху	1	3
373	не выдерживает	1	2
374	и другие	4	2
375	это утверждение	1	2
376	и этот	1	2
377	религии и	1	2
378	в момент	5	2
379	самого себя	1	2
380	к этой	1	2
381	жизни а	1	2
382	и мотивы	1	2
383	очень много	1	2
384	его с	1	2
385	для себя	1	2
386	человек может	2	2
387	и их	2	2
388	в применении	1	2
389	находятся в	1	2
390	нас в	1	2
391	самом же	1	2
392	в отношении	1	2
393	же что	1	2
394	от этих	1	2
395	это есть	1	2
396	нас к	1	2
397	их не	1	2
398	или во	1	2
399	в первом	3	2
400	но все	1	2
401	относится и	1	2
402	сторон жизни	1	2
403	жизнь в	2	2
404	равно как	1	2
405	учения о	1	2
406	из всего	1	2
407	к другим	1	2
408	в мире	8	2
409	только через	2	2
410	приходит в	1	2
411	человека на	1	2
412	его все	1	2
413	мы только	1	2
414	только для	2	2
415	не имеет	2	2
416	отличается от	1	2
417	да и	1	2
418	ли он	1	2
419	при помощи	4	2
420	нет в	1	2
421	и было	1	2
422	и смерти	1	2
423	в дальнейшем	7	2
424	все они	1	2
425	всего они	1	2
426	художественный образ	1	2
427	его и	2	2
428	в такой	2	2
429	бы и	1	2
430	должно быть	1	2
431	первым и	1	2
432	выводит из	1	2
433	можно не	2	2
434	ибо не	1	2
435	и между	1	2
436	в течение	1	2
437	связана с	2	2
438	одной стороны	1	2
439	представляет собой	4	2
440	время в	3	2
441	и уже	1	2
442	с чувством	1	2
443	от других	2	2
444	и значение	1	2
445	у других	1	2
446	превращается в	2	2
447	еще более	3	2
448	не заметил	1	2
449	к объекту	1	2
450	в глаза	2	2
451	же самое	1	2
452	всего этого	1	2
453	с другой	4	2
454	в отличие	3	2
455	когда человек	2	2
456	заметить что	1	2
457	мог бы	1	2
458	него все	1	2
459	за пределами	1	2
460	может оказаться	1	2
461	теории и	1	2
462	метода не	1	2
463	воли и	3	2
464	всех людей	1	2
465	это прежде	3	2
466	только его	1	2
467	друг друга	2	2
468	же он	1	2
469	его можно	1	2
470	из этой	3	2
471	жизни но	2	2
472	как к	2	2
473	что с	2	2
474	по преимуществу	4	2
475	и всей	1	2
476	зависит от	4	2
477	с одной	2	2
478	такого рода	1	2
479	и через	4	2
480	динамики в	1	2
481	ни было	1	2
482	для всего	1	2
483	он и	1	2
484	своей теории	1	2
485	о нем	2	2
486	в качестве	2	2
487	то мы	1	2
488	эта часть	1	2
489	каждого человека	1	2
490	чем он	1	2
491	весь мир	1	2
492	в их	5	2
493	вспомнить о	1	2
494	мировоззрения и	2	2
495	а на	1	2
496	от матери	1	2
497	гармонии и	1	2
498	человека этот	1	2
499	материал для	1	2
500	отказаться от	4	2
501	в несколько	1	2
502	как по	2	2
503	выпадает из	1	2
504	цитаты из	1	2
505	дело в	4	2
506	как его	1	2
507	в глубине	1	2
508	для развития	1	2
509	откуда же	1	2
510	в третий	1	2
511	в конце	5	2
512	ясно что	1	2
513	он в	1	2
514	же как	3	2
515	не есть	2	2
516	мы никогда	1	2
517	рядом с	2	2
518	но когда	2	2
519	мотива в	1	2
520	другом месте	1	2
521	стремление к	2	2
522	личности не	2	2
523	этой борьбе	1	2
524	века в	1	2
525	о которых	1	2
526	это было	1	2
527	связанный с	1	2
528	идеи и	2	2
529	применении к	1	2
530	должен быть	1	2
531	в эту	1	2
532	жизни то	1	2
533	что как	2	2
534	в одной	5	2
535	с первого	1	2
536	все тот	1	2
537	же деле	1	2
538	ко всему	1	2
539	и снова	1	2
540	все другие	1	2
541	мир по	2	2
542	не то	2	2
543	а с	4	2
544	страх перед	2	2
545	вырождается в	1	2
546	же с	10	2
547	не укладывается	1	2
548	отличие от	3	2
549	в поле	1	2
550	полную свободу	3	2
551	ли это	2	2
552	сознание как	1	2
553	его не	1	2
554	на другой	1	2
555	также и	1	2
556	в работе	1	2
557	человека как	2	2
558	к этим	1	2
559	дело не	3	2
560	с большим	3	2
561	или же	1	2
562	является его	1	2
563	и тем	2	2
564	одним словом	1	2
565	если же	1	2
566	за ними	1	2
567	нужно сказать	1	2
568	и та	2	2
569	психика человека	1	2
570	вспомним что	1	2
571	в нашей	2	2
572	входит в	1	2
573	в нас	1	2
574	важно лишь	1	2
575	к которой	1	2
576	что бы	1	2
577	то или	1	2
578	думать что	1	2
579	на всю	1	2
580	что идея	2	2
581	или иное	1	2
582	и часто	1	2
583	и поэтому	2	2
584	но эти	3	2
585	в книге	3	2
586	во многом	8	2
587	но нет	1	2
588	всех сторон	1	2
589	даже если	2	2
590	образом в	1	2
591	или иной	1	2
592	всю жизнь	1	2
593	но если	4	2
594	из этого	1	2
595	эдиповом комплексе	1	2
596	человек не	1	2
597	о борьбе	1	2
598	то в	2	2
599	конце концов	1	2
600	в него	2	2
601	чтобы не	1	2
602	три года	1	2
603	мира в	2	2
604	не к	2	2
605	к сожалению	1	1
606	протест против	2	1
607	и любой	1	1
608	мире и	1	1
609	он приходит	2	1
610	основе этой	1	1
611	так ли	2	1
612	и сосредоточивает	1	1
613	человеческой личности	5	1
614	образом и	1	1
615	видим его	2	1
616	человеческой души	3	1
617	в настоящем	2	1
618	можно говорить	1	1
619	это тот	1	1
620	и здесь	2	1
621	та же	4	1
622	точно такие	1	1
623	всего на	1	1
624	этой проблемы	2	1
625	друга в	1	1
626	и счастлив	1	1
627	то есть	16	1
628	но за	1	1
629	на первой	1	1
630	сходство с	1	1
631	которая в	1	1
632	своего собственного	2	1
633	он только	1	1
634	познания и	2	1
635	чувство вины	2	1
636	внешнего и	1	1
637	со своего	1	1
638	оно было	1	1
639	его болезни	1	1
640	в социальном	1	1
641	и должно	2	1
642	и далее	4	1
643	даже в	4	1
644	была бы	2	1
